layout_source,correction_source,tag_delay_mode,tag_delay_value_mm,n_positions,n_frames,frames_input_total,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,residual_rms_median_mm,d3_std_median_mm,distance_to_centroid_slope_mm_per_m,distance_to_centroid_slope_r2
L_V5,C_V5,D_sweep_opt,76.0,24,28818,28818,56.61920830126448,78.56095527400535,128.05436599617215,74.48425619296654,30.2250369073994,43.50552298880252,46.702391426321014,60.4580341235989,23.4541034511672,0.05602499549583362,0.0,93.04000663323475,63.29258664107838,12.393191735779947,0.007805098049142645
