tag_delay_mode,height,n_positions,n_frames,frames_input_total,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,residual_rms_median_mm,d3_std_median_mm,distance_to_centroid_slope_mm_per_m,distance_to_centroid_slope_r2
D0,high,8,9608,9608,146.36139142860043,182.63024843976646,220.639382516464,151.00753461448392,28.560636382039547,41.62917585659943,136.75491650302513,145.15607885254022,1450.0762711308282,0.5164069955792612,0.0,119.5957993181074,74.61928113725133,232.31531520255285,0.243152354169757
D0,low,8,9604,9604,168.99310169915012,192.04424883689848,244.14928419234442,172.39753237312337,47.1352591011288,49.54712494881176,159.11028164210057,165.1241701800465,1469.3543110640776,0.18285621925057838,0.0,79.3975084121975,67.02170185820418,325.27408056735277,0.46886532820492144
D0,mid,8,9606,9606,80.80305631937615,100.19949489213538,111.17159153385226,81.93547732125408,49.605749288641064,56.79465427463459,43.82948715627572,59.0575117126219,-120.39916851735038,0.0007818934793270005,0.0,80.05411381215606,71.87328418008302,41.99059947224954,0.11344993415818094
D_LOO_CV,high,8,9608,9608,70.17297436753921,91.13497484756022,116.5412307544762,77.31964870140195,27.637739708245455,36.119638560647694,53.42953119055005,68.36446288501344,1344.5740851748603,0.5948085804361767,0.0,114.3691400535659,60.31974581902398,193.8816262213333,0.7727648941102953
D_LOO_CV,low,8,9604,9604,76.74036268836093,144.8462597577288,158.39450530432126,103.27711728314202,34.350039097516856,47.09114824514433,72.62782595315524,91.9161939555251,1455.3927829457286,0.18340904059060037,0.0,85.88124916519418,71.37724701345904,269.6199237359895,0.3909021088417203
D_LOO_CV,mid,8,9606,9606,66.34478412851892,74.72249939655839,86.22272759933553,62.62903722960861,31.297937821864835,36.304213668938736,55.75475792931638,51.03332611331289,39.4289845174147,0.00012453387016808648,0.0,59.70047379632989,59.778949370525,-32.77057698031613,0.10098223711123433
D_sweep_grid,high,8,9608,9608,62.21159713891769,68.95191419255039,92.73726927995433,64.65839856892174,34.06031087397247,37.019634868021285,43.84241241942186,53.011839618484515,1178.5057160858635,0.5213483496925017,0.0,112.22181915929912,63.15292285936628,83.11011722300834,0.25344437283214427
D_sweep_grid,low,8,9604,9604,55.28478155639142,113.39389742860362,139.3420297194423,85.1379375671041,38.901821318766615,54.54155804815171,43.58417038365188,65.37344154058447,1501.9036621446962,0.19811589516206285,0.0,95.95160866684012,73.80860478424943,143.14702429566518,0.15026885684555913
D_sweep_grid,mid,8,9606,9606,59.609745690046196,75.93251408874251,120.4485349928958,72.21174657339874,23.46711301951458,36.50967914822252,46.702391426321014,62.302324769422626,-192.03480855691174,0.0016939826397724955,0.0,67.4699946135742,65.21839025691267,-53.327897760748314,0.11135888421128415
