dataset,anchor_id,anchor_label,n,rho_mean_mm,rho_median_mm,rho_rms_mm,rho_p95_mm,positive_spike_rate_gt100,positive_spike_rate_gt150,rho_definition
dynamic,0,A,40714,29.969343334388736,7.188670885262127,128.83574147784634,236.65021851460386,0.16640467652404578,0.1055656530923024,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,1,B,40617,18.39675506627887,4.999731309322215,94.93117089396964,193.675106426762,0.1177339537632026,0.0731220917349878,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,2,C,40604,3.541486609826936,-7.937907958265782,94.45193139759608,172.2428818249264,0.09238006107772634,0.05974780809772436,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,3,D,40675,68.45097159374806,34.30903274549473,133.2612985201614,284.2431936974784,0.2633558696988322,0.16843269821757836,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,4,E,40669,12.80607129430614,-2.3855113922957116,121.8725948648309,165.65961472392232,0.1102805576729204,0.061201406476677565,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,5,F,40237,58.66305777400998,28.440803090187273,138.0212149552438,237.042501190241,0.21234187439421429,0.12307080547754554,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,6,G,40281,16.802232133480153,5.032767418381354,103.7464348343589,163.20039113824487,0.10287728705841463,0.05749608996797498,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
dynamic,7,H,40276,22.091613186287816,8.029361621403496,116.10380316731172,220.88787316650655,0.15689244214917072,0.0974029198530142,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag
