layout_source,correction_source,tag_delay_mode,tag_delay_value_mm,n_positions,n_frames,frames_input_total,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,residual_rms_median_mm,d3_std_median_mm,distance_to_centroid_slope_mm_per_m,distance_to_centroid_slope_r2
L_V5,C_V5,D_LOO_CV,49.621,24,28818,28818,67.84873089032392,88.3776361829374,153.63462763650298,82.79872650778267,33.418877554303364,40.16715267860024,59.416636714272954,72.40323858091301,76.94273729548733,0.4133355941954716,0.0,83.85063098999076,62.72266384788249,63.41011454370908,0.17052004461493808
