row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L3:I0:T6,S00,load_imu_prior_cache,L3:I0,0.002412313002423616,,,,
R4:L3:I0:T6,S00,load_track_tensors_cache,L3:I0,6.599984772037715e-07,,,,
R4:L3:I0:T6,S00,torch_gpu,,0.4177293489992735,0,1,0.4177293489992735,0.4177293489992735
R4:L3:I0:T8,S00,torch_gpu,,0.19216476300061913,0,1,0.19216476300061913,0.19216476300061913
R4:L3:I1:T6,S00,load_imu_prior_cache,L3:I1,0.002935045999038266,,,,
R4:L3:I1:T6,S00,load_track_tensors_cache,L3:I1,5.499969120137393e-07,,,,
R4:L3:I1:T6,S00,torch_gpu,,0.13244809499883559,0,1,0.13244809499883559,0.13244809499883559
R4:L3:I1:T8,S00,torch_gpu,,0.21998046500084456,0,1,0.21998046500084456,0.21998046500084456
R4:L3:I3:T6,S00,load_imu_prior_cache,L3:I3,0.0029259859984449577,,,,
R4:L3:I3:T6,S00,load_track_tensors_cache,L3:I3,5.200017767492682e-07,,,,
R4:L3:I3:T6,S00,torch_gpu,,0.3293285729996569,0,1,0.3293285729996569,0.3293285729996569
R4:L3:I3:T8,S00,torch_gpu,,0.23506061700027203,0,1,0.23506061700027203,0.23506061700027203
R4:L3:I4:T6,S00,load_imu_prior_cache,L3:I4,0.0028519450024759863,,,,
R4:L3:I4:T6,S00,load_track_tensors_cache,L3:I4,4.900030035059899e-07,,,,
R4:L3:I4:T6,S00,torch_gpu,,0.11424010599876055,0,1,0.11424010599876055,0.11424010599876055
R4:L3:I4:T8,S00,torch_gpu,,0.12276252199808368,0,1,0.12276252199808368,0.12276252199808368
R4:L3:I7:T6,S00,simulate_imu_prior,L3:I7,0.29477230399788823,,,,
R4:L3:I7:T6,S00,load_track_tensors_cache,L3:I7,9.10000380827114e-07,,,,
R4:L3:I7:T6,S00,torch_gpu,,0.28670539899758296,0,1,0.28670539899758296,0.28670539899758296
R4:L3:I7:T8,S00,torch_gpu,,0.14110441199954948,0,1,0.14110441199954948,0.14110441199954948
R4:L3:I8:T6,S00,simulate_imu_prior,L3:I8,0.3642035630000464,,,,
R4:L3:I8:T6,S00,load_track_tensors_cache,L3:I8,1.010001142276451e-06,,,,
R4:L3:I8:T6,S00,torch_gpu,,0.3105032690000371,0,1,0.3105032690000371,0.3105032690000371
R4:L3:I8:T8,S00,torch_gpu,,0.1644963100006862,0,1,0.1644963100006862,0.1644963100006862
R4:L3:I1+I3+I7:T6,S00,simulate_imu_prior,L3:I1+I3+I7,0.29842063300020527,,,,
R4:L3:I1+I3+I7:T6,S00,build_track_tensors,L3:I1+I3+I7,0.04875202699986403,,,,
R4:L3:I1+I3+I7:T6,S00,torch_gpu,,0.3292461809978704,0,1,0.3292461809978704,0.3292461809978704
R4:L3:I1+I3+I7:T8,S00,torch_gpu,,0.24705482100034715,0,1,0.24705482100034715,0.24705482100034715
R4:L3:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L3:I1+I2+I3+I8,0.2982347809993371,,,,
R4:L3:I1+I2+I3+I8:T6,S00,build_track_tensors,L3:I1+I2+I3+I8,0.047135747998254374,,,,
R4:L3:I1+I2+I3+I8:T6,S00,torch_gpu,,0.34209253000153694,0,1,0.34209253000153694,0.34209253000153694
R4:L3:I1+I2+I3+I8:T8,S00,torch_gpu,,0.24939824399916688,0,1,0.24939824399916688,0.24939824399916688
