row_spec,stage,wall_time_s
R2:L0:I0:T6,simulate_imu_prior,0.15801250901131425
R2:L0:I0:T6,cpu_golden,0.03703635399870109
R2:L0:I0:T6,torch_gpu,0.3036053880059626
