accepted,reason,start,end,set,pose,requested_token
False,OPERATOR_STOP,"{'name': 'TRAINING_POSE_01_TOKEN_ACCEPTED', 'wall': '2026-08-12T23:02:44.587+02:00', 'monotonic': 32241.575299813, 'raw_byte_offset': 1567091, 'decoded_record_index': 10070, 'consumed_record_index': 10070}","{'name': 'TRAINING_POSE_01_STOP', 'wall': '2026-08-12T23:05:17.593+02:00', 'monotonic': 32394.580668054, 'raw_byte_offset': 2555033, 'decoded_record_index': 16415, 'consumed_record_index': 16414}",TRAINING,1,POSE_01_READY
