wall_count,dist0_pos_p95_m,dist100_pos_p95_m,improvement_ratio,best_distance_cm,best_pos_p95_m,worst_distance_cm,worst_pos_p95_m
0,0.062210503965616226,0.06253035366535187,0.9948848890021093,40,0.06187921017408371,15,0.06293092668056488
1,0.3436850905418396,0.06720680743455887,5.113843428383283,100,0.06720680743455887,0,0.3436850905418396
2,0.44936010241508484,0.07228980958461761,6.216091936016154,100,0.07228980958461761,0,0.44936010241508484
3,0.6374461054801941,0.08077126741409302,7.891990876064576,100,0.08077126741409302,0,0.6374461054801941
4,0.7636804580688477,0.08753393590450287,8.724393004582842,100,0.08753393590450287,0,0.7636804580688477
