wall_count,distance_cm,seeds,phase1_pos_p95_m,phase2_pos_err_p95_m_median,phase2_pos_err_p95_m_p90,phase2_z_err_p95_m_median,phase2_z_err_p95_m_p90,phase2_hor_err_p95_m_median,phase2_hor_err_p95_m_p90,phase2_failure_gt_0p5m_ratio_median,phase2_failure_gt_0p5m_ratio_p90,phase2_range_bias_mean_m_median,phase2_range_bias_mean_m_p90,metal_delta_pos_p95_m,metal_ratio_pos_p95
0,0,12,0.062210503965616226,0.32221846282482147,0.37972996532917025,0.27493853867053986,0.3123545110225677,0.20232640951871872,0.23281936198472977,0.004790190840139985,0.015597943589091303,0.056488581001758575,0.056488584727048874,0.26000795885920525,5.179486457832133
0,5,12,0.062352921813726425,0.29609978199005127,0.3296601176261902,0.25496435165405273,0.27954047322273257,0.18678546696901321,0.20693609416484832,0.0024473632220178843,0.005521940113976598,0.05157976970076561,0.05157976970076561,0.23374686017632484,4.748771563177455
0,10,12,0.06245173141360283,0.27086909115314484,0.3003044068813324,0.23425285518169403,0.2557697415351868,0.1719766929745674,0.18802320510149,0.0007624950667377561,0.00266258348710835,0.047097526490688324,0.04709753021597862,0.208417359739542,4.337255109217771
0,15,12,0.06293092668056488,0.2363656833767891,0.2722583144903183,0.2060941532254219,0.23271335661411285,0.150774747133255,0.17019173204898835,0.00022751868527848274,0.0012433589203283192,0.043004777282476425,0.043004777282476425,0.1734347566962242,3.755954279468548
0,20,12,0.062399476766586304,0.24489474296569824,0.3075942933559418,0.20927219092845917,0.24856752306222915,0.1536954566836357,0.18984531909227373,0.0004365899076219648,0.005097648245282472,0.03926769271492958,0.03926769644021988,0.18249526619911194,3.924628148434004
0,25,12,0.062366511672735214,0.2140955924987793,0.2292634129524231,0.1836540773510933,0.1955445945262909,0.13552282750606537,0.1451925277709961,7.99389963503927e-05,0.0002496556378901005,0.035855360329151154,0.035855360329151154,0.15172908082604408,3.4328614308626713
0,30,12,0.06260783970355988,0.1975012645125389,0.2284419059753418,0.17132167518138885,0.18948765844106674,0.12532784789800644,0.1410859242081642,1.229830741067417e-05,0.00038124753918964424,0.032739557325839996,0.032739561051130295,0.13489342480897903,3.1545772134557297
0,35,12,0.062291406095027924,0.18379876762628555,0.2209079757332802,0.1597980409860611,0.18526541143655778,0.11712939292192459,0.1388447314500809,1.229830741067417e-05,0.00020415189646882942,0.0298945140093565,0.0298945140093565,0.12150736153125763,2.9506280103212554
0,40,12,0.06187921017408371,0.17001844942569733,0.18604453057050704,0.14774179458618164,0.15868854969739915,0.10816160589456558,0.11689715310931206,0.0,2.3366784080280926e-05,0.027296697720885277,0.027296697720885277,0.10813923925161362,2.747585965421785
0,50,12,0.062439292669296265,0.14823491871356964,0.1770602896809578,0.12943852692842484,0.14720835536718369,0.09470562264323235,0.10934717431664467,0.0,2.2136953339213514e-05,0.02275870367884636,0.02275870367884636,0.08579562604427338,2.3740646694811502
0,60,12,0.062244951725006104,0.1296204775571823,0.13937797546386718,0.11332516744732857,0.12035744488239289,0.08267927542328835,0.08799368441104889,0.0,0.0,0.018975136801600456,0.018975136801600456,0.06737552583217621,2.0824255456062786
0,70,12,0.062314242124557495,0.118100356310606,0.13131477981805803,0.10353847593069077,0.11104492768645287,0.07531769573688507,0.08253585249185562,0.0,0.0,0.015820574015378952,0.015820574015378952,0.05578611418604851,1.8952385888692962
0,80,12,0.062423329800367355,0.10349169373512268,0.11588449850678444,0.0915277786552906,0.09866039156913757,0.06650376692414284,0.07288394793868065,0.0,0.0,0.01319045014679432,0.01319045014679432,0.041068363934755325,1.6579008852314323
0,90,12,0.06249130144715309,0.09387746453285217,0.10311722233891488,0.08379150182008743,0.0894125111401081,0.06060570292174816,0.06499649286270141,0.0,0.0,0.010997574776411057,0.010997575707733631,0.03138616308569908,1.5022485107345918
0,100,12,0.06253035366535187,0.08682382479310036,0.09101200178265571,0.07749664410948753,0.08006122633814812,0.05612808279693127,0.05841362662613392,0.0,0.0,0.00916926097124815,0.00916926097124815,0.02429347112774849,1.3885068563303125
1,0,12,0.3436850905418396,0.5328124463558197,0.5600981771945953,0.4898163974285126,0.5075017988681794,0.32168301939964294,0.3421244502067566,0.06714260950684547,0.08293732330203056,0.10899502038955688,0.10899502038955688,0.1891273558139801,1.5502925818394093
1,5,12,0.30016106367111206,0.48642633855342865,0.5271223902702331,0.43636251986026764,0.48479752242565155,0.30484287440776825,0.3233936131000519,0.04356675408780575,0.06223189495503902,0.09709642827510834,0.09709643572568893,0.1862652748823166,1.6205510888194625
1,10,12,0.26315516233444214,0.441714882850647,0.4734651446342468,0.39867712557315826,0.4336071699857712,0.2688772827386856,0.2835960745811462,0.02653974760323763,0.03952675946056843,0.08655491471290588,0.08655492216348648,0.17855972051620483,1.6785339832675388
1,15,12,0.23042680323123932,0.40070946514606476,0.4407959789037704,0.365283340215683,0.3901520997285843,0.24324634671211243,0.28015431463718415,0.016590416431427002,0.028436146304011346,0.07720950990915298,0.07720952481031418,0.17028266191482544,1.7389880844024137
1,20,12,0.20473967492580414,0.3690479099750519,0.3869637280702591,0.3240719139575958,0.34877999424934386,0.22279935330152512,0.23822226673364638,0.009149940684437752,0.014580872934311628,0.06891902536153793,0.06891902536153793,0.16430823504924774,1.8025226918465687
1,25,12,0.18005917966365814,0.3232700228691101,0.33804220855236056,0.285473495721817,0.30627101957798003,0.2081647291779518,0.21639065444469452,0.003455824451521039,0.005844155838713051,0.06155944615602493,0.06155944615602493,0.14321084320545197,1.7953543022519758
1,30,12,0.15955807268619537,0.29572969675064087,0.3236007273197174,0.26297788321971893,0.2809168368577957,0.18731606006622314,0.19822797179222107,0.001900088507682085,0.003833382343873382,0.05502185970544815,0.05502185970544815,0.1361716240644455,1.8534298626949182
1,35,12,0.14318446815013885,0.26153214275836945,0.26310757994651796,0.23218130320310593,0.23794689476490022,0.16374046355485916,0.17381734400987625,0.00037509837420657277,0.0007329791376832873,0.049210548400878906,0.049210555478930475,0.11834767460823059,1.826539890375085
1,40,12,0.12867388129234314,0.23815733939409256,0.25816596746444703,0.21096297353506088,0.2327458679676056,0.14871355146169662,0.15886099934577944,0.00021522038150578737,0.0006296733277849853,0.04404133930802345,0.04404133930802345,0.10948345810174942,1.8508599958448937
1,50,12,0.10639059543609619,0.196687713265419,0.21290844082832336,0.17868672311306,0.1913139283657074,0.11878180131316185,0.13010492622852327,1.8447461116011254e-05,0.00011437425237090796,0.03534192219376564,0.03534192219376564,0.09029711782932281,1.8487321408362642
1,60,12,0.09073024243116379,0.16915495693683624,0.17820030301809311,0.14953073859214783,0.16048339158296585,0.10395395755767822,0.11208784952759743,0.0,2.459661482134834e-05,0.028431139886379242,0.028431139886379242,0.07842471450567245,1.8643723680687019
1,70,12,0.08077173680067062,0.14344675093889236,0.15478787422180176,0.12779800593852997,0.13457320034503936,0.08811596035957336,0.09649769812822342,0.0,0.0,0.02292654663324356,0.02292654663324356,0.06267501413822174,1.7759522900057458
1,80,12,0.07419353723526001,0.12295148521661758,0.12991392016410827,0.11007878184318542,0.11507034972310067,0.07760998234152794,0.08025199919939041,0.0,0.0,0.018530426546931267,0.018530426546931267,0.048757947981357574,1.6571724411352862
