row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L18:I1+I3+I7:T6,simulate_imu_prior,0.6107620340044377,,,,
R2:L18:I1+I3+I7:T6,cpu_golden,20.62369332399976,,,,
R2:L18:I1+I3+I7:T6,torch_gpu,2.3681892190070357,0,1,2.3681892190070357,2.3681892190070357
R2:L18:I1+I3+I7:T8,simulate_imu_prior,0.5991303320042789,,,,
R2:L18:I1+I3+I7:T8,cpu_golden,20.53936851400067,,,,
R2:L18:I1+I3+I7:T8,torch_gpu,2.2237851280078758,0,1,2.2237851280078758,2.2237851280078758
R2:L18:I1+I2+I3+I8:T6,simulate_imu_prior,0.6123630520014558,,,,
R2:L18:I1+I2+I3+I8:T6,cpu_golden,20.249686310999095,,,,
R2:L18:I1+I2+I3+I8:T6,torch_gpu,2.2392899359983858,0,1,2.2392899359983858,2.2392899359983858
R2:L18:I1+I2+I3+I8:T8,simulate_imu_prior,0.557331649994012,,,,
R2:L18:I1+I2+I3+I8:T8,cpu_golden,20.612163509998936,,,,
R2:L18:I1+I2+I3+I8:T8,torch_gpu,2.3372483069979353,0,1,2.3372483069979353,2.3372483069979353
