version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v3-lite,solve,A-B,2895.1933471933476,2883.5353985590896,-11.657948634257991,11.657948634257991
v3-lite,solve,A-C,3717.5,3726.122358628343,8.622358628343136,8.622358628343136
v3-lite,solve,A-D,2428.8099547511315,2361.372262068791,-67.43769268234064,67.43769268234064
v3-lite,solve,A-E,1548.9817587802886,1511.6900764802215,-37.29168230006712,37.29168230006712
v3-lite,solve,A-F,3321.9016657710913,3311.6887193798066,-10.212946391284731,10.212946391284731
v3-lite,solve,A-G,4020.659751037345,4049.2387817413573,28.57903070401244,28.57903070401244
v3-lite,solve,A-H,2687.5000000000005,2741.820072208902,54.320072208901365,54.320072208901365
v3-lite,solve,B-C,2407.1395939086296,2308.243335314978,-98.89625859365151,98.89625859365151
v3-lite,solve,B-D,3669.8390243902436,3652.413487382293,-17.425537007950425,17.425537007950425
v3-lite,solve,B-E,3134.515596330275,3105.065823766316,-29.44977256395896,29.44977256395896
v3-lite,solve,B-F,1619.7131979695432,1557.0599610389438,-62.653236930599405,62.653236930599405
v3-lite,solve,B-G,2744.951219512195,2835.3198518001545,90.36863228795937,90.36863228795937
v3-lite,solve,B-H,3901.1882352941175,3967.028358679932,65.84012338581442,65.84012338581442
v3-lite,solve,C-D,2887.3329758713135,2831.2988193463025,-56.034156525010985,56.034156525010985
v3-lite,solve,C-E,3885.9282218597064,3952.6328585940023,66.70463673429595,66.70463673429595
v3-lite,solve,C-F,2672.0,2731.965332991937,59.965332991936975,59.965332991936975
v3-lite,solve,C-G,1617.9904153354632,1556.654590528329,-61.33582480713426,61.33582480713426
v3-lite,solve,C-H,3346.5,3353.1536633508717,6.653663350871739,6.653663350871739
v3-lite,solve,D-E,2792.3801916932907,2835.789837640401,43.40964594711022,43.40964594711022
v3-lite,solve,D-F,3848.748235294118,3932.091508359187,83.3432730650693,83.3432730650693
v3-lite,solve,D-G,3160.241095890411,3163.2421845155704,3.0010886251593547,3.0010886251593547
v3-lite,solve,D-H,1659.3837837837839,1600.376000313309,-59.007783470474806,59.007783470474806
v3-lite,solve,E-F,2760.4705882352937,2761.7449445233883,1.2743562880946229,1.2743562880946229
v3-lite,solve,E-G,3711.716981132075,3673.5203545255013,-38.19662660657377,38.19662660657377
v3-lite,solve,E-H,2332.5829694323143,2283.025218772191,-49.557750660123475,49.557750660123475
v3-lite,solve,F-G,2373.6393442622953,2309.2324307370886,-64.40691352520662,64.40691352520662
v3-lite,solve,F-H,3659.487804878049,3598.0247182955873,-61.46308658246153,61.46308658246153
v3-lite,solve,G-H,2880.0,2882.793761412101,2.7937614121010483,2.7937614121010483
