host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count,tr_version,rx_mask,air_us,post_us,cycle_us,rx_seen
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,0,0,1346,83,0,T,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,1,1660,1660,100,1,O,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,2,1920,1920,100,1,O,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,3,1641,1641,100,1,O,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,4,1484,1484,100,1,O,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,5,1767,1767,100,1,O,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,6,1982,1982,100,1,O,0,0,0,0,2,,,,,
0.000189,1779466956.066481,2898,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,0,2328,2328,100,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,1,2258,2258,100,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,2,1779,1779,100,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,3,1672,1672,100,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,4,1909,1909,100,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,5,1990,1990,100,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,6,1214,1214,85,1,O,0,0,0,0,2,,,,,
0.027006,1779466956.093298,2860,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,0,1436,1436,85,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,1,1827,1827,100,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,2,1898,1898,100,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,3,1637,1637,100,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,4,1466,1466,100,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,5,1802,1802,100,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,6,2068,2068,100,1,O,0,0,0,0,2,,,,,
0.064458,1779466956.13075,2899,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,0,2303,2303,100,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,1,2226,2226,100,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,2,1710,1710,100,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,3,1741,1741,100,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,4,1942,1942,100,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,5,1923,1923,100,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,6,1074,1074,87,1,O,0,0,0,0,2,,,,,
0.125878,1779466956.19217,2861,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,0,1550,1550,87,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,1,1920,1920,100,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,2,1902,1902,100,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,3,1564,1564,100,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,4,1462,1462,100,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,5,1858,1858,100,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,6,2022,2022,100,1,O,0,0,0,0,2,,,,,
0.169534,1779466956.235826,2900,,BS2DCE,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,0,2444,2444,100,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,1,2305,2305,100,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,2,1734,1734,100,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,3,1875,1875,100,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,4,1877,1877,100,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,5,1931,1931,100,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,6,1082,1082,88,1,O,0,0,0,0,2,,,,,
0.214575,1779466956.280867,2862,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.274859,1779466956.341151,2901,,BS2DCE,,f,0,0,1802,1802,88,1,O,0,0,0,0,2,,,,,
0.274859,1779466956.341151,2901,,BS2DCE,,f,0,1,1932,1932,100,1,O,0,0,0,0,2,,,,,
