layout_source,correction_source,tag_delay_mode,d_tag_mm,capture_id,tag,opti_marker,status,n_overlap,frames_input,frames_solved,beta_s,err3d_median_mm,err3d_p75_mm,err3d_p95_mm,err3d_rmse_mm,median_horiz_mm,rmse_horiz_mm,median_abs_vertical_y_mm,rmse_vertical_y_mm,alignment,n_positions,n_frames,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate
L_Vicon,C_Vicon_refit_cm,D0,0.0,R01,BS2DCE,WandBantenna,ok,1201,1201,1201,37.70795600000014,145.12713763850792,229.61225459938325,655.6655260226225,266.88755205683873,91.84619892146299,128.09289416672985,87.38966401443508,234.1392233413333,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R02,BS2DCE,WandBantenna,ok,1201,1201,1201,46.52235800000014,141.68450886623168,234.13605057040476,419.7292415248987,218.08613296672442,89.46564005719515,117.21188000815981,89.90242577905008,183.91013179630028,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R02,BSDC91,WandCantenna,ok,1200,1200,1200,46.52235800000014,108.62195879307654,150.10957009092766,250.38896061016845,144.98521770782875,68.34573840705195,83.8661536792264,73.94892898350162,118.26741571894974,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R01,BSDC91,WandCantenna,ok,1200,1200,1200,37.70795600000014,105.49349119893523,153.10286579231018,318.44777813302215,166.293522816821,68.71431102540731,97.49817736707372,61.847950383507396,134.71318102148427,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R03,BS2DCE,WandBantenna,ok,1050,1200,1200,46.377582000000146,162.44948677601212,248.27943202415656,370.5556784545961,207.07651448934553,98.15319911893928,127.64264006324734,114.8101406048396,163.05839227326024,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R03,BSDC91,WandCantenna,ok,1200,1200,1200,46.377582000000146,108.57393467833867,155.9038681626709,259.56645922430107,142.809615483565,70.10365361467245,93.56087840800444,68.81870780729304,107.8932264142949,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R04,BS2DCE,WandBantenna,ok,1200,1200,1200,47.29321100000013,148.83092889089673,219.32400586241283,353.4142198360844,190.5086058290107,93.18141825391002,126.2892702791689,88.54559802056605,142.63431952818502,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R05,BS2DCE,WandBantenna,ok,1200,1200,1200,48.70257800000013,158.86415143335154,231.31994845641526,381.6818161981387,213.16258157319083,107.9878373012304,153.45194549298958,88.52655029115692,147.95535342583517,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R04,BSDC91,WandCantenna,ok,1200,1200,1200,47.29321100000013,94.75323284968934,147.4951087325741,255.79158482089812,140.37372595596,64.97777666381234,100.33960130596734,51.84922280571652,98.16693612677578,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_Vicon,C_Vicon_refit_cm,D0,0.0,R06,BS2DCE,WandBantenna,ok,1200,1200,1200,45.52379100000014,172.78399016974313,233.84441692540892,315.31549109255985,196.16751499625298,85.65052263183941,105.58958866840585,138.14647517859612,165.3255355492369,BEST-FIT-ALIGNED: Vicon anchor coords; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
