pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,1859.895283176085,1860.131,-0.2357168239150269,0.2357168239150269
A-C,4337.3046683164985,4338.7815,-1.4768316835015867,1.4768316835015867
A-D,4404.678175767776,4404.4115,0.26667576777617796,0.26667576777617796
A-E,1429.722965832325,1430.018,-0.29503416767511226,0.29503416767511226
A-F,2165.1778360908793,2165.912,-0.7341639091205252,0.7341639091205252
A-G,4723.519892960426,4721.7365,1.783392960425772,1.783392960425772
A-H,4425.201688183351,4424.7715,0.43018818335076503,0.43018818335076503
B-C,3231.88661186625,3231.7435,0.14311186624991024,0.14311186624991024
B-D,2557.2650422979473,2557.999,-0.7339577020525212,0.7339577020525212
B-E,2282.734920588302,2283.391,-0.6560794116981015,0.6560794116981015
B-F,1517.3011257891687,1516.7015,0.5996257891688401,0.5996257891688401
B-G,3726.222210308992,3726.8045,-0.5822896910080999,0.5822896910080999
B-H,2814.128410153613,2813.8195,0.30891015361294194,0.30891015361294194
C-D,3421.3997656767624,3421.631,-0.23123432323745874,0.23123432323745874
C-E,4623.543149048475,4621.879,1.6641490484753376,1.6641490484753376
C-F,3152.1334063341574,3152.413,-0.2795936658426399,0.2795936658426399
C-G,1509.4356477256943,1509.878,-0.4423522743056765,0.4423522743056765
C-H,3516.3690101539137,3516.2275,0.14151015391371402,0.14151015391371402
D-E,4449.791470116343,4448.955,0.8364701163427526,0.8364701163427526
D-F,3122.0986273162985,3122.4815,-0.38287268370140737,0.38287268370140737
D-G,3772.4085334624046,3771.9405,0.46803346240449173,0.46803346240449173
D-H,1498.998899289234,1499.3295,-0.3306007107660207,0.3306007107660207
E-F,1684.4486087638145,1685.4525,-1.0038912361856092,1.0038912361856092
E-G,4549.277226082288,4550.0495,-0.7722739177124822,0.7722739177124822
E-H,4005.6018696027672,4005.6135,-0.011630397232693213,0.011630397232693213
F-G,3013.198251966446,3013.7855,-0.5872480335538057,0.5872480335538057
F-H,2588.5143158606293,2589.274,-0.75968413937062,0.75968413937062
G-H,3238.5476811773947,3238.5495,-0.0018188226054007828,0.0018188226054007828
