experiment_id,kind,A,U,P,R,L,I,T,seed_count,trackmedian_err3d_p50_mm_mean,trackmedian_err3d_p50_mm_std,trackmedian_err3d_p50_mm_min,trackmedian_err3d_p50_mm_max,trackmedian_err3d_p95_mm_mean,trackmedian_err3d_p95_mm_std,trackmedian_err3d_p95_mm_min,trackmedian_err3d_p95_mm_max,legacy_deltaR_error_rms_mm_mean,legacy_deltaR_error_rms_mm_std,legacy_deltaR_error_rms_mm_min,legacy_deltaR_error_rms_mm_max,trackmedian_radius_error_abs_mm_mean,trackmedian_radius_error_abs_mm_std,trackmedian_radius_error_abs_mm_min,trackmedian_radius_error_abs_mm_max,screening_score_mean,screening_score_std,screening_score_min,screening_score_max,rank
X_A0_R2_L2_I3_T6,range_fusion,A0,nan,nan,R2,L2,I3,T6,1,655.015808192418,0.0,655.015808192418,655.015808192418,936.5761600199132,0.0,936.5761600199132,936.5761600199132,52.12614416328703,0.0,52.12614416328703,52.12614416328703,147.23682829971818,0.0,147.23682829971818,147.23682829971818,1092.9241792635476,0.0,1092.9241792635476,1092.9241792635476,70
X_A0_R2_L2_I5_T8,range_fusion,A0,nan,nan,R2,L2,I5,T8,1,644.0188894284126,0.0,644.0188894284126,644.0188894284126,982.1606515227487,0.0,982.1606515227487,982.1606515227487,56.29021078050734,0.0,56.29021078050734,56.29021078050734,155.45056919515986,0.0,155.45056919515986,155.45056919515986,1104.9035496053098,0.0,1104.9035496053098,1104.9035496053098,71
X_A0_R2_L2_I4_T6,range_fusion,A0,nan,nan,R2,L2,I4,T6,1,645.277174583499,0.0,645.277174583499,645.277174583499,945.6182989484909,0.0,945.6182989484909,945.6182989484909,84.58252792633743,0.0,84.58252792633743,84.58252792633743,139.12609423739536,0.0,139.12609423739536,139.12609423739536,1105.0143958826047,0.0,1105.0143958826047,1105.0143958826047,72
X_A0_R2_L2_I7_T6,range_fusion,A0,nan,nan,R2,L2,I7,T6,1,658.6637949010662,0.0,658.6637949010662,658.6637949010662,974.1505328228825,0.0,974.1505328228825,974.1505328228825,55.36901587206693,0.0,55.36901587206693,55.36901587206693,140.0665238797048,0.0,140.0665238797048,140.0665238797048,1108.4080544393742,0.0,1108.4080544393742,1108.4080544393742,73
X_A0_R4_L2_I4_T8,range_fusion,A0,nan,nan,R4,L2,I4,T8,1,644.9384830628647,0.0,644.9384830628647,644.9384830628647,968.7420368213755,0.0,968.7420368213755,968.7420368213755,95.01141293406118,0.0,95.01141293406118,95.01141293406118,133.29529787306961,0.0,133.29529787306961,133.29529787306961,1117.1538339407236,0.0,1117.1538339407236,1117.1538339407236,74
X_A0_R4_L2_I3_T8,range_fusion,A0,nan,nan,R4,L2,I3,T8,1,669.8332168772506,0.0,669.8332168772506,669.8332168772506,954.3916141134947,0.0,954.3916141134947,954.3916141134947,66.42374300504066,0.0,66.42374300504066,66.42374300504066,142.78347072033486,0.0,142.78347072033486,142.78347072033486,1121.7586372806695,0.0,1121.7586372806695,1121.7586372806695,75
X_A0_R4_L2_I7_T8,range_fusion,A0,nan,nan,R4,L2,I7,T8,1,669.95217383966,0.0,669.95217383966,669.95217383966,994.7002640501307,0.0,994.7002640501307,994.7002640501307,62.419606171168176,0.0,62.419606171168176,62.419606171168176,135.26678545913475,0.0,135.26678545913475,135.26678545913475,1129.4243833065907,0.0,1129.4243833065907,1129.4243833065907,76
X_A0_R2_L2_I6_T8,range_fusion,A0,nan,nan,R2,L2,I6,T8,1,669.224778789535,0.0,669.224778789535,669.224778789535,995.2133981341774,0.0,995.2133981341774,995.2133981341774,69.22687817239735,0.0,69.22687817239735,69.22687817239735,147.16324036807794,0.0,147.16324036807794,147.16324036807794,1139.5899030412143,0.0,1139.5899030412143,1139.5899030412143,77
X_A0_R2_L2_I1_T6,range_fusion,A0,nan,nan,R2,L2,I1,T6,1,680.7979868029252,0.0,680.7979868029252,680.7979868029252,1050.6606652896407,0.0,1050.6606652896407,1050.6606652896407,51.24632651063112,0.0,51.24632651063112,51.24632651063112,136.29710050263813,0.0,136.29710050263813,136.29710050263813,1152.55019846306,0.0,1152.55019846306,1152.55019846306,78
X_A0_R2_L2_I8_T8,range_fusion,A0,nan,nan,R2,L2,I8,T8,1,686.7188145699595,0.0,686.7188145699595,686.7188145699595,1017.2666847077871,0.0,1017.2666847077871,1017.2666847077871,65.85372743193332,0.0,65.85372743193332,65.85372743193332,129.4997395434952,0.0,129.4997395434952,129.4997395434952,1153.6096331917859,0.0,1153.6096331917859,1153.6096331917859,79
X_A0_R2_L2_I2_T6,range_fusion,A0,nan,nan,R2,L2,I2,T6,1,649.0671390080274,0.0,649.0671390080274,649.0671390080274,1034.1758773973245,0.0,1034.1758773973245,1034.1758773973245,99.04507968338017,0.0,99.04507968338017,99.04507968338017,151.59683435041154,0.0,151.59683435041154,151.59683435041154,1156.1586690506626,0.0,1156.1586690506626,1156.1586690506626,80
X_A0_R4_L2_I1_T8,range_fusion,A0,nan,nan,R4,L2,I1,T8,1,689.2153531054242,0.0,689.2153531054242,689.2153531054242,1071.5133113255397,0.0,1071.5133113255397,1071.5133113255397,66.81316040121041,0.0,66.81316040121041,66.81316040121041,125.26930774694566,0.0,125.26930774694566,125.26930774694566,1173.6488782236834,0.0,1173.6488782236834,1173.6488782236834,81
X_A0_R4_L2_I2_T8,range_fusion,A0,nan,nan,R4,L2,I2,T8,1,659.791990786025,0.0,659.791990786025,659.791990786025,1067.6646753462128,0.0,1067.6646753462128,1067.6646753462128,111.87617984182918,0.0,111.87617984182918,111.87617984182918,142.91382529965364,0.0,142.91382529965364,142.91382529965364,1183.2448656963065,0.0,1183.2448656963065,1183.2448656963065,82
X_A0_R2_L2_I4_T8,range_fusion,A0,nan,nan,R2,L2,I4,T8,1,688.7937570461509,0.0,688.7937570461509,688.7937570461509,1068.7378424083795,0.0,1068.7378424083795,1068.7378424083795,95.32240342814558,0.0,95.32240342814558,95.32240342814558,125.24568576256337,0.0,125.24568576256337,125.24568576256337,1192.200527170067,0.0,1192.200527170067,1192.200527170067,83
X_A0_R2_L2_I3_T8,range_fusion,A0,nan,nan,R2,L2,I3,T8,1,704.1829755104409,0.0,704.1829755104409,704.1829755104409,1055.2855156096339,0.0,1055.2855156096339,1055.2855156096339,105.12636915645392,0.0,105.12636915645392,105.12636915645392,135.95527284087876,0.0,135.95527284087876,135.95527284087876,1215.09900080377,0.0,1215.09900080377,1215.09900080377,84
X_A0_R2_L2_I7_T8,range_fusion,A0,nan,nan,R2,L2,I7,T8,1,718.5920167865067,0.0,718.5920167865067,718.5920167865067,1117.4529822616855,0.0,1117.4529822616855,1117.4529822616855,61.92282266841849,0.0,61.92282266841849,61.92282266841849,126.83917332954738,0.0,126.83917332954738,126.83917332954738,1216.4661231107634,0.0,1216.4661231107634,1216.4661231107634,85
X_A0_R2_L2_I2_T8,range_fusion,A0,nan,nan,R2,L2,I2,T8,1,701.4131342687383,0.0,701.4131342687383,701.4131342687383,1187.2449949802635,0.0,1187.2449949802635,1187.2449949802635,74.38241848305012,0.0,74.38241848305012,74.38241848305012,127.29020314546062,0.0,127.29020314546062,127.29020314546062,1232.6616770226958,0.0,1232.6616770226958,1232.6616770226958,86
X_A0_R2_L2_I1_T8,range_fusion,A0,nan,nan,R2,L2,I1,T8,1,731.2641878936815,0.0,731.2641878936815,731.2641878936815,1144.2271150655592,0.0,1144.2271150655592,1144.2271150655592,64.5167676811639,0.0,64.5167676811639,64.5167676811639,112.1691629173614,0.0,112.1691629173614,112.1691629173614,1232.9899970021227,0.0,1232.9899970021227,1232.9899970021227,87
X_A0_R4_L2_I0_T6,range_fusion,A0,nan,nan,R4,L2,I0,T6,1,723.899372660434,0.0,723.899372660434,723.899372660434,1179.6171437691953,0.0,1179.6171437691953,1179.6171437691953,100.47651844427105,0.0,100.47651844427105,100.47651844427105,128.2718934849328,0.0,128.2718934849328,128.2718934849328,1271.2348826331083,0.0,1271.2348826331083,1271.2348826331083,88
X_A0_R2_L2_I0_T6,range_fusion,A0,nan,nan,R2,L2,I0,T6,1,740.7713816737694,0.0,740.7713816737694,740.7713816737694,1204.5635096056153,0.0,1204.5635096056153,1204.5635096056153,65.2157478154327,0.0,65.2157478154327,65.2157478154327,139.75066927505483,0.0,139.75066927505483,139.75066927505483,1277.894968144065,0.0,1277.894968144065,1277.894968144065,89
X_A0_R4_L2_I0_T8,range_fusion,A0,nan,nan,R4,L2,I0,T8,1,744.7364602207962,0.0,744.7364602207962,744.7364602207962,1207.5549293897438,0.0,1207.5549293897438,1207.5549293897438,63.22641059143241,0.0,63.22641059143241,63.22641059143241,139.82386266578,0.0,139.82386266578,139.82386266578,1281.5511042540993,0.0,1281.5511042540993,1281.5511042540993,90
X_A0_R2_L2_I0_T8,range_fusion,A0,nan,nan,R2,L2,I0,T8,1,757.8808146609656,0.0,757.8808146609656,757.8808146609656,1213.356498151204,0.0,1213.356498151204,1213.356498151204,55.46387225472473,0.0,55.46387225472473,55.46387225472473,161.73118442308132,0.0,161.73118442308132,161.73118442308132,1302.245891803735,0.0,1302.245891803735,1302.245891803735,91
X_A0_L2_I5_T11,imu_only,A0,nan,nan,nan,L2,I5,T11,1,3433.07330320391,0.0,3433.07330320391,3433.07330320391,13227.01089359458,0.0,13227.01089359458,13227.01089359458,14772.872447803182,0.0,14772.872447803182,14772.872447803182,5425.725051335783,0.0,5425.725051335783,5425.725051335783,21116.400355092133,0.0,21116.400355092133,21116.400355092133,92
X_A0_L2_I6_T11,imu_only,A0,nan,nan,nan,L2,I6,T11,1,4211.894483831468,0.0,4211.894483831468,4211.894483831468,16134.073932192789,0.0,16134.073932192789,16134.073932192789,16170.072797680297,0.0,16170.072797680297,16170.072797680297,8385.064670548501,0.0,8385.064670548501,8385.064670548501,25370.403653749403,0.0,25370.403653749403,25370.403653749403,93
X_A0_L2_I3_T11,imu_only,A0,nan,nan,nan,L2,I3,T11,1,3173.109448665943,0.0,3173.109448665943,3173.109448665943,14200.691949586428,0.0,14200.691949586428,14200.691949586428,20408.616114992226,0.0,20408.616114992226,20408.616114992226,8238.742480891102,0.0,8238.742480891102,8238.742480891102,26548.7541519613,0.0,26548.7541519613,26548.7541519613,94
X_A0_L2_I8_T11,imu_only,A0,nan,nan,nan,L2,I8,T11,1,4592.538515678379,0.0,4592.538515678379,4592.538515678379,16464.87090020268,0.0,16464.87090020268,16464.87090020268,18874.408397287796,0.0,18874.408397287796,18874.408397287796,9419.40995908563,0.0,9419.40995908563,9419.40995908563,28277.034188393587,0.0,28277.034188393587,28277.034188393587,95
X_A0_L2_I4_T11,imu_only,A0,nan,nan,nan,L2,I4,T11,1,5136.220858181909,0.0,5136.220858181909,5136.220858181909,20064.912101089958,0.0,20064.912101089958,20064.912101089958,27367.741347399613,0.0,27367.741347399613,27367.741347399613,12608.205327830627,0.0,12608.205327830627,12608.205327830627,37620.46170065843,0.0,37620.46170065843,37620.46170065843,96
X_A0_L2_I1_T11,imu_only,A0,nan,nan,nan,L2,I1,T11,1,5939.580671120288,0.0,5939.580671120288,5939.580671120288,24377.18763172561,0.0,24377.18763172561,24377.18763172561,47106.4177455197,0.0,47106.4177455197,47106.4177455197,14968.012075625093,0.0,14968.012075625093,14968.012075625093,54930.09480190059,0.0,54930.09480190059,54930.09480190059,97
X_A0_L2_I7_T11,imu_only,A0,nan,nan,nan,L2,I7,T11,1,5637.227452917565,0.0,5637.227452917565,5637.227452917565,21641.75904384989,0.0,21641.75904384989,21641.75904384989,54498.74540515609,0.0,54498.74540515609,54498.74540515609,11166.318217688591,0.0,11166.318217688591,11166.318217688591,56944.12401071858,0.0,56944.12401071858,56944.12401071858,98
X_A0_L2_I2_T11,imu_only,A0,nan,nan,nan,L2,I2,T11,1,8098.691568673405,0.0,8098.691568673405,8098.691568673405,30585.46091463713,0.0,30585.46091463713,30585.46091463713,44334.096555217315,0.0,44334.096555217315,44334.096555217315,19153.118620635418,0.0,19153.118620635418,19153.118620635418,59414.02978776622,0.0,59414.02978776622,59414.02978776622,99
X_A0_L2_I0_T11,imu_only,A0,nan,nan,nan,L2,I0,T11,1,12227.987886616722,0.0,12227.987886616722,12227.987886616722,48544.947229799145,0.0,48544.947229799145,48544.947229799145,124995.96741692844,0.0,124995.96741692844,124995.96741692844,41078.67685813069,0.0,41078.67685813069,41078.67685813069,137255.23503796165,0.0,137255.23503796165,137255.23503796165,100
