host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
83.041,1777921108.196020,10566192,24017,H,7,0xa107,0xb101,0xe1,14481,7,1591,120,6783,20
88.340,1777921113.495603,10571492,24018,H,7,0xa107,0xb101,0xe1,15592,7,1713,120,6939,20
94.038,1777921119.193296,10577190,24019,F,5,0xa105,0xb101,0xe1,17982,7,2042,122,6989,20
95.240,1777921120.395093,10578392,24020,H,7,0xa107,0xb101,0xe1,16213,7,1902,124,6685,20
97.939,1777921123.094935,10581092,24021,H,7,0xa107,0xb101,0xe1,14858,7,1743,124,6886,20
102.239,1777921127.394488,10585392,24022,H,7,0xa107,0xb101,0xe1,15048,7,1681,121,5295,20
112.479,1777921137.634228,10595633,24023,H,7,0xa107,0xb101,0xe1,15299,7,1709,121,6251,20
113.878,1777921139.033677,10597032,24024,H,7,0xa107,0xb101,0xe1,14874,7,1607,119,6318,20
116.178,1777921141.333472,10599332,24025,H,7,0xa107,0xb101,0xe1,14687,7,1723,124,7091,20
121.078,1777921146.233134,10604232,24026,H,7,0xa107,0xb101,0xe1,15666,7,1779,122,6524,20
125.377,1777921150.532803,10608532,24027,H,7,0xa107,0xb101,0xe1,14583,7,1629,121,6813,20
130.277,1777921155.432499,10613432,24028,H,7,0xa107,0xb101,0xe1,16278,7,1879,123,6550,20
