capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R01,BS2DCE,200,200,0.0004356632249587,0.0008231979066766,0.0009502634750845,1.0,1.0,R2:L2:I3:T6,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_debug_agreement_0000_cuda0
R01,BSDC91,200,200,0.0004902744133828,0.0009805135312485,0.0010897607994857,1.0,1.0,R2:L2:I3:T6,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_debug_agreement_0000_cuda0
R01,BS2DCE,10,10,0.0002425238940933,0.0003771027282513,0.0003868041289472,1.0,1.0,R2:L2:I0:T6,R2,L2,I0,T6,287.62500000000006,1.0,False,partial_raw_0000,cuda:1,l2_singleI_seed0_nominal_1080ti_debug_partial_raw_0000_cuda1
R01,BS2DCE,10,10,0.0003112147149889,0.0004982953295508,0.00051664548593,1.0,1.0,R2:L2:I0:T8,R2,L2,I0,T8,420.37500000000006,1.0,True,partial_raw_0000,cuda:1,l2_singleI_seed0_nominal_1080ti_debug_partial_raw_0000_cuda1
