grid_mm,mask,n_grid_points,n_finite,n_nan,vdop_median,vdop_p90,vdop_p95,gdop_median,hdop_median,cond_p95,with_range_bias,device
25.0,all8,2762625,2762625,0,1.1967356204986572,2.2980597019195557,2.5786166191101074,1.755348563194275,1.182883620262146,315.5168762207031,True,cuda
25.0,dropA,2762625,2762625,0,1.4189118146896362,2.625380039215088,2.9942593574523926,2.0438432693481445,1.3757026195526123,376.23968505859375,True,cuda
25.0,dropB,2762625,2762625,0,1.3994117975234985,2.5870659351348877,2.9639947414398193,2.0237858295440674,1.3645247220993042,364.5744323730469,True,cuda
25.0,dropC,2762625,2762625,0,1.404148817062378,2.600348472595215,2.9458415508270264,2.008122205734253,1.3419522047042847,356.45147705078125,True,cuda
25.0,dropD,2762625,2762625,0,1.4067177772521973,2.5949063301086426,2.951728343963623,2.041482448577881,1.3795688152313232,364.8227233886719,True,cuda
25.0,dropE,2762625,2762625,0,1.3906397819519043,2.578152894973755,2.9381251335144043,2.0070748329162598,1.350510835647583,358.16357421875,True,cuda
25.0,dropF,2762625,2762625,0,1.417857050895691,2.6144890785217285,2.964599609375,2.03658127784729,1.3661237955093384,362.57806396484375,True,cuda
25.0,dropG,2762625,2762625,0,1.396056890487671,2.5813345909118652,2.9633712768554688,2.0305745601654053,1.3753143548965454,369.31256103515625,True,cuda
25.0,dropH,2762625,2762625,0,1.4329886436462402,2.6212830543518066,2.9739460945129395,2.043215274810791,1.3627572059631348,366.1351013183594,True,cuda
