grid_mm,mask,version,ID,location,height,facing,mean_x,mean_y,mean_z,gdop,hdop,vdop,cond,radial_p95,pct_ge8
25.0,all8,v4-io,ID01,edge,low,ABEF,1339.0175007439827,766.8834986068538,129.2331742499558,1.442976951599121,0.8418111205101013,1.1719796657562256,14.986427307128906,115.1088534573236,91.75686927560366
25.0,all8,v4-io,ID02,edge,mid,ABEF,1507.0711124056868,716.4300850182786,-868.6103357405455,1.214495301246643,0.8030284643173218,0.9111223220825195,6.8613176345825195,101.46588053410308,95.67027477102414
25.0,all8,v4-io,ID03,edge,high,ABEF,1491.619118581302,655.9971491365872,-1798.1047371148002,1.5712758302688599,0.8737418055534363,1.3059414625167847,20.427143096923828,115.56446212698349,92.2564529558701
25.0,all8,v4-io,ID04,edge,low,BCGF,2201.277217666929,1050.5786420763402,295.73289825998944,1.574782133102417,0.8608381748199463,1.3186721801757812,21.615062713623047,108.77067421221275,93.83846794338052
25.0,all8,v4-io,ID05,edge,mid,BCGF,2240.371048649451,1125.6909974307723,-902.227785676734,1.1738533973693848,0.7988868951797485,0.8600647449493408,6.388304233551025,92.9528493350123,91.5
25.0,all8,v4-io,ID06,edge,high,BCGF,2214.562607525611,1091.593316936203,-1671.1105257891245,1.4527422189712524,0.8430413007736206,1.183106541633606,16.22054100036621,149.01037659410417,92.83930058284764
25.0,all8,v4-io,ID07,edge,low,CDHG,1767.346487139338,1616.57187591758,140.61404512006774,1.4781773090362549,0.8602713942527771,1.202057123184204,16.353404998779297,142.19247577249772,90.84096586178184
25.0,all8,v4-io,ID08,edge,mid,CDHG,1584.357224519253,1708.1238792672357,-953.384806564461,1.2306503057479858,0.8243712186813354,0.9137353897094727,7.164297103881836,149.6550058641465,90.25811823480431
25.0,all8,v4-io,ID09,edge,high,CDHG,1615.989722214035,1698.2488648858075,-1385.5367770269222,1.3283491134643555,0.8405714631080627,1.0285674333572388,10.423291206359863,101.40452454866414,93.42214820982517
25.0,all8,v4-io,ID10,edge,low,ADHE,703.3502828016352,1299.5397297098211,44.516674968173554,1.394288182258606,0.8385518193244934,1.1139435768127441,13.928041458129883,89.18581012874685,90.75770191507078
25.0,all8,v4-io,ID11,edge,mid,ADHE,705.7250145406726,1091.165468050263,-971.8269565202183,1.186143398284912,0.8025156855583191,0.8734442591667175,6.716885566711426,82.23537267240161,91.84013322231472
25.0,all8,v4-io,ID12,edge,high,ADHE,711.3026756298295,1229.9314954331069,-1525.6999630850255,1.3624005317687988,0.8268916606903076,1.0827676057815552,12.620180130004883,80.4570476336421,91.3405495420483
25.0,all8,v4-io,ID13,center,mid,ABEF,1525.3772925082587,1084.9599717274798,-888.8486984598887,1.207772970199585,0.7846201062202454,0.9181975722312927,6.805714130401611,129.35301641611318,91.66666666666666
25.0,all8,v4-io,ID14,center,mid,BCGF,1544.141978313697,1067.0701924047007,-898.230295390281,1.2074835300445557,0.7846649289131165,0.9177785515785217,6.800833225250244,72.22045437214963,91.9233971690258
25.0,all8,v4-io,ID15,center,mid,CDHG,1501.1107914784156,1075.307267215994,-880.1568814353286,1.2062954902648926,0.7843413949012756,0.9164919257164001,6.761826038360596,91.79708064770448,95.58701082431308
25.0,all8,v4-io,ID16,center,mid,ADHE,1544.5546210976731,1060.9555672643671,-947.66847998736,1.2119107246398926,0.7856593132019043,0.9227496981620789,6.927180767059326,73.17561402236818,89.75853455453789
25.0,all8,v4-io,ID17,center,low,ABEF,1380.5200175577754,1081.025698467634,24.809441588108047,1.3804200887680054,0.8154922723770142,1.113791823387146,12.57662296295166,111.70623027627964,92.49374478732275
25.0,all8,v4-io,ID18,center,low,BCGF,1455.2468479812926,924.1520545772048,-0.0205933887045523,1.3708075284957886,0.8181854486465454,1.099857211112976,12.172874450683594,75.1893906698287,92.91075896580485
25.0,all8,v4-io,ID19,center,low,CDHG,1651.1845802515977,1066.5794167760464,119.58967211377588,1.4340671300888062,0.8241258263587952,1.1736119985580444,14.66329288482666,217.46153630377552,89.84179850124896
25.0,all8,v4-io,ID20,center,low,ADHE,1469.8598522746754,1211.1129536321523,160.84592107231205,1.4507546424865723,0.827481746673584,1.1916218996047974,15.300107955932617,185.9268578972658,91.42381348875936
25.0,all8,v4-io,ID21,center,high,ABEF,1498.2269138185509,1051.0521127720715,-1478.9149026795692,1.3483498096466064,0.807841956615448,1.079554796218872,11.345510482788086,97.70277988293402,91.3405495420483
25.0,all8,v4-io,ID22,center,high,BCGF,1479.5657250256318,1022.7501608879636,-1416.1742827184464,1.3277696371078491,0.8045830726623535,1.0562283992767334,10.615960121154785,70.24702567172382,92.67277268942549
25.0,all8,v4-io,ID23,center,high,CDHG,1455.432405849321,1045.466187836488,-1540.5174101218654,1.3839261531829834,0.8136803507804871,1.1194533109664917,12.655238151550293,129.18611830283794,93.75520399666944
25.0,all8,v4-io,ID24,center,high,ADHE,1471.085523982645,1015.6314445096888,-1474.1352226871666,1.3488997220993042,0.8081932663917542,1.0799788236618042,11.36170482635498,128.86793089145365,92.5895087427144
25.0,dropA,v4-io,ID01,edge,low,ABEF,1339.0175007439827,766.8834986068538,129.2331742499558,1.7859996557235718,1.0682252645492554,1.4313244819641113,25.353355407714844,115.1088534573236,91.75686927560366
25.0,dropA,v4-io,ID02,edge,mid,ABEF,1507.0711124056868,716.4300850182786,-868.6103357405455,1.3888459205627441,0.906680166721344,1.052057147026062,9.06450080871582,101.46588053410308,95.67027477102414
25.0,dropA,v4-io,ID03,edge,high,ABEF,1491.619118581302,655.9971491365872,-1798.1047371148002,1.7234344482421875,0.9275323152542114,1.4525530338287354,21.084150314331055,115.56446212698349,92.2564529558701
25.0,dropA,v4-io,ID04,edge,low,BCGF,2201.277217666929,1050.5786420763402,295.73289825998944,1.7303568124771118,0.9369847178459167,1.4547145366668701,23.896318435668945,108.77067421221275,93.83846794338052
25.0,dropA,v4-io,ID05,edge,mid,BCGF,2240.371048649451,1125.6909974307723,-902.227785676734,1.2446246147155762,0.8565195202827454,0.9030308723449707,6.066246032714844,92.9528493350123,91.5
