layout,tag_method,kind,keep_k,drop_category,drop_sets,dropped_lower_count_median,dropped_upper_count_median,turn_center_rms_3d_mm_median,turn_center_rms_3d_mm_p95_over_drop_sets,circle_thickness_rms_mm_median,radius_mm_median,d3_std_mm_median,d3_std_mm_p95_over_drop_sets,z_std_mm_median,residual_rms_median_mm
v3-full,T3,static,6,lower_heavy,6,2.0,0.0,,,,,84.54521179199219,90.64259147644043,55.91677951812744,77.08319854736328
v3-full,T3,static,6,upper_heavy,6,0.0,2.0,,,,,62.66793632507324,71.99351978302002,44.38379764556885,79.8567762374878
v3-full,T3,static,5,lower_heavy,28,2.0,1.0,,,,,97.19462394714355,117.52280082702637,65.73320960998535,60.84021520614624
v3-full,T3,static,5,upper_heavy,28,1.0,2.0,,,,,66.34704208374023,95.6183256149292,43.851375579833984,63.626803398132324
v3-full,T3,static,4,balanced,36,2.0,2.0,,,,,107.54122734069824,136.8424015045166,63.31123447418213,36.892635345458984
v3-full,T3,static,4,lower_heavy,17,3.0,1.0,,,,,123.0544776916504,163.04015045166014,80.80416870117188,32.55218839645386
v3-full,T3,static,4,upper_heavy,17,1.0,3.0,,,,,59.08106422424317,106.58706207275391,40.77378082275391,32.883832931518555
v3-full,T4,roto,7,lower_heavy,4,1.0,0.0,20.48987497555433,23.622696454086963,103.89719752333127,581.8159309690801,,,,
v3-full,T4,roto,7,upper_heavy,4,0.0,1.0,18.63017894431367,19.949022747276697,98.14414899499144,578.2926524110367,,,,
v3-full,T4,roto,6,balanced,16,1.0,1.0,25.932069738757363,29.59338925405974,122.4580120352104,584.6558951316761,,,,
v3-full,T4,roto,6,lower_heavy,6,2.0,0.0,28.10645220270748,31.356391175503713,123.64810812776335,564.6201046018197,,,,
v3-full,T4,roto,6,upper_heavy,6,0.0,2.0,23.088932533973924,28.641586697780223,115.49220968884784,577.5946480294618,,,,
v3-full,T4,roto,5,lower_heavy,28,2.0,1.0,36.05050277198623,53.74686635892012,143.8502336620272,597.4399075775957,,,,
v3-full,T4,roto,5,upper_heavy,28,1.0,2.0,31.631532149722666,45.11525098043694,144.06967020677803,592.3031111705011,,,,
v3-full,T4,roto,4,balanced,36,2.0,2.0,43.494702568412194,95.55889685611648,175.81664297368064,595.9727110620572,,,,
v3-full,T4,roto,4,lower_heavy,17,3.0,1.0,56.20296571443405,89.61320196363074,178.51989571326658,598.8089125994982,,,,
v3-full,T4,roto,4,upper_heavy,17,1.0,3.0,37.75386134048178,58.37361742424814,171.63851088054622,617.2431513615577,,,,
v3-full,T4,static,7,lower_heavy,4,1.0,0.0,,,,,68.36519145965576,70.93473396301269,46.08913040161133,82.58651924133301
v3-full,T4,static,7,upper_heavy,4,0.0,1.0,,,,,64.29740524291992,70.17091970443725,46.322251319885254,83.85891532897949
v3-full,T4,static,6,balanced,16,1.0,1.0,,,,,72.88502311706543,90.80415058135986,47.74115753173828,72.15649223327637
v3-full,T4,static,6,lower_heavy,6,2.0,0.0,,,,,84.54521179199219,90.64259147644043,55.91677951812744,77.08319854736328
v3-full,T4,static,6,upper_heavy,6,0.0,2.0,,,,,62.66793632507324,71.99351978302002,44.38379764556885,79.8567762374878
v3-full,T4,static,5,lower_heavy,28,2.0,1.0,,,,,97.19462394714355,117.52280082702637,65.73320960998535,60.84021520614624
v3-full,T4,static,5,upper_heavy,28,1.0,2.0,,,,,66.34704208374023,95.6183256149292,43.851375579833984,63.626803398132324
v3-full,T4,static,4,balanced,36,2.0,2.0,,,,,107.54122734069824,136.8424015045166,63.31123447418213,36.892635345458984
v3-full,T4,static,4,lower_heavy,17,3.0,1.0,,,,,123.0544776916504,163.04015045166014,80.80416870117188,32.55218839645386
v3-full,T4,static,4,upper_heavy,17,1.0,3.0,,,,,59.08106422424317,106.58706207275391,40.77378082275391,32.883832931518555
v3-lite,T1,roto,7,lower_heavy,4,1.0,0.0,16.64145250528634,18.237707040994163,99.94189497674563,554.4338517791275,,,,
v3-lite,T1,roto,7,upper_heavy,4,0.0,1.0,14.798399212478062,17.541540144434734,95.00422019947848,550.122997738956,,,,
v3-lite,T1,roto,6,balanced,16,1.0,1.0,20.69092977297955,22.707985551972385,117.1505689411679,570.2662094666525,,,,
v3-lite,T1,roto,6,lower_heavy,6,2.0,0.0,23.042288769313785,25.366719156426125,115.684748074796,548.7222471031986,,,,
v3-lite,T1,roto,6,upper_heavy,6,0.0,2.0,17.249149259748993,20.5472741641471,109.52944344517269,545.3201182499823,,,,
v3-lite,T1,roto,5,lower_heavy,28,2.0,1.0,30.69226786555931,39.0061462571856,141.29883845275316,575.4024772554053,,,,
v3-lite,T1,roto,5,upper_heavy,28,1.0,2.0,23.916254548259758,34.546757917005586,136.36235832130433,574.8335118934506,,,,
v3-lite,T1,roto,4,balanced,36,2.0,2.0,43.31585307647614,94.9363430537916,184.6164456552329,610.0934950261524,,,,
v3-lite,T1,roto,4,lower_heavy,17,3.0,1.0,52.94336933541039,137.12504798841087,177.04128813187492,601.9572897309945,,,,
v3-lite,T1,roto,4,upper_heavy,17,1.0,3.0,33.74359904100201,41.716823395594275,167.68911003674077,603.943000483386,,,,
v3-lite,T1,static,7,lower_heavy,4,1.0,0.0,,,,,69.95039367675781,71.7352445602417,49.17268371582031,77.9995174407959
v3-lite,T1,static,7,upper_heavy,4,0.0,1.0,,,,,60.810730934143066,71.45816316604613,42.54647636413574,77.0322265625
v3-lite,T1,static,6,balanced,16,1.0,1.0,,,,,74.07221031188965,95.86534690856934,51.719637870788574,71.78156661987305
v3-lite,T1,static,6,lower_heavy,6,2.0,0.0,,,,,88.64689826965332,94.33052349090575,66.49655342102051,72.6028823852539
v3-lite,T1,static,6,upper_heavy,6,0.0,2.0,,,,,66.77657508850098,76.25501441955566,47.75235939025879,71.99625015258789
v3-lite,T1,static,5,lower_heavy,28,2.0,1.0,,,,,101.68183708190918,141.80949325561522,68.05268669128418,55.06584930419922
v3-lite,T1,static,5,upper_heavy,28,1.0,2.0,,,,,77.96379089355469,110.95741615295408,51.26051139831543,60.95697498321533
v3-lite,T1,static,4,balanced,36,2.0,2.0,,,,,111.63673210144043,154.65993309020996,70.7386589050293,34.54493951797485
v3-lite,T1,static,4,lower_heavy,17,3.0,1.0,,,,,124.26888275146484,172.6603530883789,85.52587890625,31.697904109954838
v3-lite,T1,static,4,upper_heavy,17,1.0,3.0,,,,,58.44922637939453,103.91042327880858,37.34088897705078,35.93289756774902
v3-lite,T2,roto,7,lower_heavy,4,1.0,0.0,16.82864891230847,18.286552857654645,99.82561280703689,554.4812894528147,,,,
v3-lite,T2,roto,7,upper_heavy,4,0.0,1.0,14.983382611289532,17.509988628723356,94.96820503669393,550.0791994186702,,,,
v3-lite,T2,roto,6,balanced,16,1.0,1.0,20.902995489358183,22.9013504319294,117.12098075021811,570.2675032588454,,,,
v3-lite,T2,roto,6,lower_heavy,6,2.0,0.0,23.27534744772958,25.48274479411824,115.53363248997803,548.9628067280166,,,,
v3-lite,T2,roto,6,upper_heavy,6,0.0,2.0,17.25618554313669,20.337373452809814,109.51474035419147,545.1673606774381,,,,
v3-lite,T2,roto,5,lower_heavy,28,2.0,1.0,30.639318863635758,39.38317601375647,141.41285197123216,575.4685059823573,,,,
v3-lite,T2,roto,5,upper_heavy,28,1.0,2.0,24.093026553827805,35.43794648551403,136.47362730761336,573.7437248175956,,,,
v3-lite,T2,roto,4,balanced,36,2.0,2.0,43.05457427201665,98.31242936357307,184.18628986403434,610.1117664798552,,,,
v3-lite,T2,roto,4,lower_heavy,17,3.0,1.0,53.21384849443291,124.99805687001223,176.5776181545952,601.8283486693722,,,,
v3-lite,T2,roto,4,upper_heavy,17,1.0,3.0,33.7623035695575,41.88806956333596,167.74249195765782,603.8871878336756,,,,
v3-lite,T2,static,7,lower_heavy,4,1.0,0.0,,,,,70.03862953186035,71.63149433135986,49.2154598236084,78.13211250305176
v3-lite,T2,static,7,upper_heavy,4,0.0,1.0,,,,,60.994601249694824,71.24923934936523,42.59471607208252,77.02477645874023
v3-lite,T2,static,6,balanced,16,1.0,1.0,,,,,74.50881385803223,96.84956359863281,51.888901710510254,71.73507881164551
v3-lite,T2,static,6,lower_heavy,6,2.0,0.0,,,,,89.70524787902832,94.60213184356688,66.77824974060059,72.75222587585449
v3-lite,T2,static,6,upper_heavy,6,0.0,2.0,,,,,66.74922370910645,79.24807071685791,47.509270668029785,71.9807243347168
v3-lite,T2,static,5,lower_heavy,28,2.0,1.0,,,,,101.8318099975586,141.78303756713868,69.11928367614746,55.09755802154541
v3-lite,T2,static,5,upper_heavy,28,1.0,2.0,,,,,76.56698417663574,110.17248821258544,51.96679973602295,60.93076848983765
v3-lite,T2,static,4,balanced,36,2.0,2.0,,,,,110.6809196472168,158.09554290771484,70.2912826538086,34.58774137496948
v3-lite,T2,static,4,lower_heavy,17,3.0,1.0,,,,,124.34064102172852,172.3192916870117,86.89750671386719,31.75228452682495
v3-lite,T2,static,4,upper_heavy,17,1.0,3.0,,,,,58.43519973754883,103.96837310791015,37.374698638916016,35.93289756774902
v3-lite,T3,roto,7,lower_heavy,4,1.0,0.0,18.339473396310318,18.712902511039644,98.07189569585712,549.0237835595387,,,,
v3-lite,T3,roto,7,upper_heavy,4,0.0,1.0,16.50368769959984,20.357788442752444,92.64774175158661,545.7363129963405,,,,
v3-lite,T3,roto,6,balanced,16,1.0,1.0,22.788924575165645,25.5566186512111,113.16008471312105,563.4191019559535,,,,
v3-lite,T3,roto,6,lower_heavy,6,2.0,0.0,25.150148574265334,27.269804926197473,111.54731795005608,545.192113594673,,,,
v3-lite,T3,roto,6,upper_heavy,6,0.0,2.0,18.33101581721776,23.137115565354122,106.81133571884966,541.127981224884,,,,
v3-lite,T3,roto,5,lower_heavy,28,2.0,1.0,31.02466533619053,45.96015844622545,135.8550941480569,574.351381528863,,,,
v3-lite,T3,roto,5,upper_heavy,28,1.0,2.0,23.511248775846312,41.03400953270064,131.10450295884146,566.8866000399184,,,,
v3-lite,T3,roto,4,balanced,36,2.0,2.0,44.5662530604375,119.91003379716685,173.50684317569562,587.8753348637416,,,,
v3-lite,T3,roto,4,lower_heavy,17,3.0,1.0,50.81761989489648,79.29872678711632,174.75168257899617,584.904934931802,,,,
v3-lite,T3,roto,4,upper_heavy,17,1.0,3.0,32.323057664771255,48.739467820432786,156.44225769773152,594.9285282731599,,,,
v3-lite,T3,static,7,lower_heavy,4,1.0,0.0,,,,,65.50292015075684,68.8820728302002,47.12316036224365,78.82450485229492
v3-lite,T3,static,7,upper_heavy,4,0.0,1.0,,,,,62.502525329589844,73.29456634521485,40.02761459350586,79.03573226928711
v3-lite,T3,static,6,balanced,16,1.0,1.0,,,,,72.20623588562012,91.83533573150635,47.83757209777832,72.90315055847168
v3-lite,T3,static,6,lower_heavy,6,2.0,0.0,,,,,84.86874198913574,90.48415660858154,62.60067367553711,73.77485752105713
v3-lite,T3,static,6,upper_heavy,6,0.0,2.0,,,,,63.59670162200928,75.1567735671997,44.23160266876221,74.30898189544678
v3-lite,T3,static,5,lower_heavy,28,2.0,1.0,,,,,96.39823532104492,127.9841878890991,64.33407688140869,55.300511837005615
v3-lite,T3,static,5,upper_heavy,28,1.0,2.0,,,,,68.89461898803711,107.22110481262206,48.05041980743408,63.482550621032715
v3-lite,T3,static,4,balanced,36,2.0,2.0,,,,,106.6583480834961,140.03335762023926,60.85615539550781,34.79417276382446
v3-lite,T3,static,4,lower_heavy,17,3.0,1.0,,,,,113.76049423217772,162.93533630371093,81.26480484008789,31.86547088623047
v3-lite,T3,static,4,upper_heavy,17,1.0,3.0,,,,,57.43763542175293,104.50557022094726,38.96853256225586,35.780439376831055
v3-lite,T4,roto,7,lower_heavy,4,1.0,0.0,18.339473396310318,18.712902511039644,98.07189569585712,549.0237835595387,,,,
v3-lite,T4,roto,7,upper_heavy,4,0.0,1.0,16.50368769959984,20.357788442752444,92.64774175158661,545.7363129963405,,,,
v3-lite,T4,roto,6,balanced,16,1.0,1.0,22.788924575165645,25.5566186512111,113.16008471312105,563.4191019559535,,,,
v3-lite,T4,roto,6,lower_heavy,6,2.0,0.0,25.150148574265334,27.269804926197473,111.54731795005608,545.192113594673,,,,
v3-lite,T4,roto,6,upper_heavy,6,0.0,2.0,18.33101581721776,23.137115565354122,106.81133571884966,541.127981224884,,,,
v3-lite,T4,roto,5,lower_heavy,28,2.0,1.0,31.02466533619053,45.96015844622545,135.8550941480569,574.351381528863,,,,
v3-lite,T4,roto,5,upper_heavy,28,1.0,2.0,23.511248775846312,41.03400953270064,131.10450295884146,566.8866000399184,,,,
v3-lite,T4,roto,4,balanced,36,2.0,2.0,44.5662530604375,119.91003379716685,173.50684317569562,587.8753348637416,,,,
v3-lite,T4,roto,4,lower_heavy,17,3.0,1.0,50.81761989489648,79.29872678711632,174.75168257899617,584.904934931802,,,,
v3-lite,T4,roto,4,upper_heavy,17,1.0,3.0,32.323057664771255,48.739467820432786,156.44225769773152,594.9285282731599,,,,
v3-lite,T4,static,7,lower_heavy,4,1.0,0.0,,,,,65.50292015075684,68.8820728302002,47.12316036224365,78.82450485229492
v3-lite,T4,static,7,upper_heavy,4,0.0,1.0,,,,,62.502525329589844,73.29456634521485,40.02761459350586,79.03573226928711
v3-lite,T4,static,6,balanced,16,1.0,1.0,,,,,72.20623588562012,91.83533573150635,47.83757209777832,72.90315055847168
v3-lite,T4,static,6,lower_heavy,6,2.0,0.0,,,,,84.86874198913574,90.48415660858154,62.60067367553711,73.77485752105713
v3-lite,T4,static,6,upper_heavy,6,0.0,2.0,,,,,63.59670162200928,75.1567735671997,44.23160266876221,74.30898189544678
v3-lite,T4,static,5,lower_heavy,28,2.0,1.0,,,,,96.39823532104492,127.9841878890991,64.33407688140869,55.300511837005615
v3-lite,T4,static,5,upper_heavy,28,1.0,2.0,,,,,68.89461898803711,107.22110481262206,48.05041980743408,63.482550621032715
v3-lite,T4,static,4,balanced,36,2.0,2.0,,,,,106.6583480834961,140.03335762023926,60.85615539550781,34.79417276382446
v3-lite,T4,static,4,lower_heavy,17,3.0,1.0,,,,,113.76049423217772,162.93533630371093,81.26480484008789,31.86547088623047
v3-lite,T4,static,4,upper_heavy,17,1.0,3.0,,,,,57.43763542175293,104.50557022094726,38.96853256225586,35.780439376831055
v4-io,T1,roto,7,lower_heavy,4,1.0,0.0,16.32112038440939,18.16910645885755,99.21350054934419,563.6516152498059,,,,
v4-io,T1,roto,7,upper_heavy,4,0.0,1.0,14.578928411393232,16.884716538027405,92.89291869820518,556.9694856703597,,,,
v4-io,T1,roto,6,balanced,16,1.0,1.0,20.496741266889146,22.907472586755713,115.83388968731543,574.9776540723064,,,,
v4-io,T1,roto,6,lower_heavy,6,2.0,0.0,24.30812683244441,26.32730963947999,117.57551737386112,558.9557978529365,,,,
v4-io,T1,roto,6,upper_heavy,6,0.0,2.0,17.673593093362054,19.321605284348276,109.26698807295571,549.3091901450451,,,,
v4-io,T1,roto,5,lower_heavy,28,2.0,1.0,30.74234301417973,39.76509762534123,142.89866019226432,580.6134148908859,,,,
v4-io,T1,roto,5,upper_heavy,28,1.0,2.0,24.441222276371914,34.38505378665299,136.88549775262095,585.8141768599976,,,,
v4-io,T1,roto,4,balanced,36,2.0,2.0,45.2968856878893,152.36864314043632,184.68736947088178,624.0275748293755,,,,
v4-io,T1,roto,4,lower_heavy,17,3.0,1.0,52.97273676045442,139.6116384826174,179.6402801036566,603.2939734751476,,,,
v4-io,T1,roto,4,upper_heavy,17,1.0,3.0,36.30203333894727,47.304840091507344,169.3315136638949,606.9252812122095,,,,
v4-io,T1,static,7,lower_heavy,4,1.0,0.0,,,,,70.24056243896484,72.05188236236572,48.2217321395874,77.28277778625488
v4-io,T1,static,7,upper_heavy,4,0.0,1.0,,,,,61.12816905975342,69.7178165435791,42.80631637573242,77.1739330291748
v4-io,T1,static,6,balanced,16,1.0,1.0,,,,,75.22067260742188,93.54028034210205,49.806678771972656,67.02158546447754
v4-io,T1,static,6,lower_heavy,6,2.0,0.0,,,,,87.69958114624023,92.65052509307861,63.86297035217285,69.65633201599121
v4-io,T1,static,6,upper_heavy,6,0.0,2.0,,,,,69.09780502319336,74.64677429199219,44.51656723022461,70.43159294128418
v4-io,T1,static,5,lower_heavy,28,2.0,1.0,,,,,104.17221450805664,137.63080101013182,69.59942054748535,57.136682987213135
v4-io,T1,static,5,upper_heavy,28,1.0,2.0,,,,,73.26327705383301,105.92845668792722,49.02276802062988,58.970685958862305
v4-io,T1,static,4,balanced,36,2.0,2.0,,,,,112.01052856445312,163.80841445922852,72.14567756652832,35.48103094100952
v4-io,T1,static,4,lower_heavy,17,3.0,1.0,,,,,126.76296615600586,173.0372802734375,83.79511642456055,29.23798704147339
v4-io,T1,static,4,upper_heavy,17,1.0,3.0,,,,,58.03401756286621,103.44101409912109,37.085391998291016,33.09186506271362
v4-io,T2,roto,7,lower_heavy,4,1.0,0.0,16.98958430753357,18.36300228546898,99.13802234457147,563.758082938894,,,,
v4-io,T2,roto,7,upper_heavy,4,0.0,1.0,14.64541302990001,16.994257374927244,92.90870717887066,556.9092953936852,,,,
v4-io,T2,roto,6,balanced,16,1.0,1.0,20.385158206375767,22.818689251448518,115.81347265040394,575.1220885138407,,,,
v4-io,T2,roto,6,lower_heavy,6,2.0,0.0,24.478851987539286,26.16603282800067,117.54127220340554,559.344726412665,,,,
v4-io,T2,roto,6,upper_heavy,6,0.0,2.0,17.649253684027382,19.559517733774353,109.30080615413573,549.1719097925608,,,,
v4-io,T2,roto,5,lower_heavy,28,2.0,1.0,30.79245420371169,38.95772292641058,143.01553952596848,580.7129631662408,,,,
v4-io,T2,roto,5,upper_heavy,28,1.0,2.0,24.456171051365878,34.607971337368355,136.90714697031285,585.167789213817,,,,
v4-io,T2,roto,4,balanced,36,2.0,2.0,45.19477916511539,187.21846021082195,184.41865353356465,624.2840712766223,,,,
v4-io,T2,roto,4,lower_heavy,17,3.0,1.0,52.97583236205816,142.75295099421817,179.5183354602874,603.1892090078227,,,,
v4-io,T2,roto,4,upper_heavy,17,1.0,3.0,36.31720214107109,47.3469239044543,169.33108959977815,606.9236048855664,,,,
v4-io,T2,static,7,lower_heavy,4,1.0,0.0,,,,,70.12503623962402,72.36377239227295,48.621541023254395,77.30434989929199
v4-io,T2,static,7,upper_heavy,4,0.0,1.0,,,,,61.07009792327881,69.9106309890747,43.534958839416504,77.15682601928711
v4-io,T2,static,6,balanced,16,1.0,1.0,,,,,75.03868865966797,94.38851165771484,49.600707054138184,67.0659532546997
v4-io,T2,static,6,lower_heavy,6,2.0,0.0,,,,,89.28962707519531,93.045485496521,64.94974327087402,69.75585651397705
v4-io,T2,static,6,upper_heavy,6,0.0,2.0,,,,,69.17434310913086,75.45306396484375,44.871864318847656,70.79676055908203
v4-io,T2,static,5,lower_heavy,28,2.0,1.0,,,,,103.68024063110352,137.58827362060546,69.64552688598633,57.00182819366455
v4-io,T2,static,5,upper_heavy,28,1.0,2.0,,,,,73.4905834197998,105.41324329376219,48.981821060180664,58.99134159088135
v4-io,T2,static,4,balanced,36,2.0,2.0,,,,,110.91367721557617,163.6480884552002,71.77136039733887,35.50797891616821
v4-io,T2,static,4,lower_heavy,17,3.0,1.0,,,,,127.12279891967772,171.7792510986328,84.65984344482422,29.24171733856201
v4-io,T2,static,4,upper_heavy,17,1.0,3.0,,,,,58.01706504821777,103.4146873474121,37.45340919494629,33.08772802352905
v4-io,T3,roto,7,lower_heavy,4,1.0,0.0,18.324748736959407,20.365919047125754,96.58451513315966,557.8101095138544,,,,
v4-io,T3,roto,7,upper_heavy,4,0.0,1.0,16.043791799942035,18.993189846216858,92.05501721936301,555.2546002174082,,,,
v4-io,T3,roto,6,balanced,16,1.0,1.0,22.320084582123734,25.124636046602273,111.90519553802092,570.6027299831745,,,,
v4-io,T3,roto,6,lower_heavy,6,2.0,0.0,25.21560902514755,26.797540512659964,115.45478827670456,556.7902255671238,,,,
v4-io,T3,roto,6,upper_heavy,6,0.0,2.0,18.10413697228921,21.96353576524924,107.1281137913171,549.8971702847664,,,,
v4-io,T3,roto,5,lower_heavy,28,2.0,1.0,30.92919637253886,43.87605415122629,135.9876928562449,580.4386585929326,,,,
v4-io,T3,roto,5,upper_heavy,28,1.0,2.0,24.10381803061229,42.62547477350152,134.4372058430555,580.1061889329693,,,,
v4-io,T3,roto,4,balanced,36,2.0,2.0,45.263069230890224,106.30902362882992,175.15712340116443,597.2956804108336,,,,
v4-io,T3,roto,4,lower_heavy,17,3.0,1.0,48.45208616737556,73.02240132846921,172.29896138088043,593.2296037141685,,,,
v4-io,T3,roto,4,upper_heavy,17,1.0,3.0,33.98384577606137,48.89793185066867,160.69578084167915,599.4245809380195,,,,
v4-io,T3,static,7,lower_heavy,4,1.0,0.0,,,,,65.15434169769287,70.87012786865235,47.787611961364746,77.83772468566895
v4-io,T3,static,7,upper_heavy,4,0.0,1.0,,,,,60.96120548248291,70.79837303161621,39.75382137298584,79.25644111633301
v4-io,T3,static,6,balanced,16,1.0,1.0,,,,,71.4950942993164,89.40018653869629,47.04798889160156,67.56015968322754
v4-io,T3,static,6,lower_heavy,6,2.0,0.0,,,,,84.48698234558105,88.82389450073242,64.42616844177246,71.12936687469482
v4-io,T3,static,6,upper_heavy,6,0.0,2.0,,,,,63.054049491882324,71.77767181396484,43.82903289794922,73.47759437561035
v4-io,T3,static,5,lower_heavy,28,2.0,1.0,,,,,96.00423049926758,126.08733081817626,64.89113426208496,57.55264854431152
v4-io,T3,static,5,upper_heavy,28,1.0,2.0,,,,,65.10092353820801,103.37960910797118,45.0237340927124,60.60978174209595
v4-io,T3,static,4,balanced,36,2.0,2.0,,,,,105.82518577575684,146.1852264404297,61.394554138183594,35.50291061401367
v4-io,T3,static,4,lower_heavy,17,3.0,1.0,,,,,117.3375015258789,161.0009521484375,80.60561752319336,29.404346466064453
v4-io,T3,static,4,upper_heavy,17,1.0,3.0,,,,,57.20310592651367,101.33232116699219,38.86326789855957,33.07997226715088
v4-io,T4,roto,7,lower_heavy,4,1.0,0.0,18.324748736959407,20.365919047125754,96.58451513315966,557.8101095138544,,,,
v4-io,T4,roto,7,upper_heavy,4,0.0,1.0,16.043791799942035,18.993189846216858,92.05501721936301,555.2546002174082,,,,
v4-io,T4,roto,6,balanced,16,1.0,1.0,22.320084582123734,25.124636046602273,111.90519553802092,570.6027299831745,,,,
v4-io,T4,roto,6,lower_heavy,6,2.0,0.0,25.21560902514755,26.797540512659964,115.45478827670456,556.7902255671238,,,,
v4-io,T4,roto,6,upper_heavy,6,0.0,2.0,18.10413697228921,21.96353576524924,107.1281137913171,549.8971702847664,,,,
v4-io,T4,roto,5,lower_heavy,28,2.0,1.0,30.92919637253886,43.87605415122629,135.9876928562449,580.4386585929326,,,,
v4-io,T4,roto,5,upper_heavy,28,1.0,2.0,24.10381803061229,42.62547477350152,134.4372058430555,580.1061889329693,,,,
v4-io,T4,roto,4,balanced,36,2.0,2.0,45.263069230890224,106.30902362882992,175.15712340116443,597.2956804108336,,,,
v4-io,T4,roto,4,lower_heavy,17,3.0,1.0,48.45208616737556,73.02240132846921,172.29896138088043,593.2296037141685,,,,
v4-io,T4,roto,4,upper_heavy,17,1.0,3.0,33.98384577606137,48.89793185066867,160.69578084167915,599.4245809380195,,,,
v4-io,T4,static,7,lower_heavy,4,1.0,0.0,,,,,65.15434169769287,70.87012786865235,47.787611961364746,77.83772468566895
v4-io,T4,static,7,upper_heavy,4,0.0,1.0,,,,,60.96120548248291,70.79837303161621,39.75382137298584,79.25644111633301
v4-io,T4,static,6,balanced,16,1.0,1.0,,,,,71.4950942993164,89.40018653869629,47.04798889160156,67.56015968322754
v4-io,T4,static,6,lower_heavy,6,2.0,0.0,,,,,84.48698234558105,88.82389450073242,64.42616844177246,71.12936687469482
v4-io,T4,static,6,upper_heavy,6,0.0,2.0,,,,,63.054049491882324,71.77767181396484,43.82903289794922,73.47759437561035
v4-io,T4,static,5,lower_heavy,28,2.0,1.0,,,,,96.00423049926758,126.08733081817626,64.89113426208496,57.55264854431152
v4-io,T4,static,5,upper_heavy,28,1.0,2.0,,,,,65.10092353820801,103.37960910797118,45.0237340927124,60.60978174209595
v4-io,T4,static,4,balanced,36,2.0,2.0,,,,,105.82518577575684,146.1852264404297,61.394554138183594,35.50291061401367
v4-io,T4,static,4,lower_heavy,17,3.0,1.0,,,,,117.3375015258789,161.0009521484375,80.60561752319336,29.404346466064453
v4-io,T4,static,4,upper_heavy,17,1.0,3.0,,,,,57.20310592651367,101.33232116699219,38.86326789855957,33.07997226715088
