grid_mm,mask,n_grid_points,n_finite,n_nan,vdop_median,vdop_p90,vdop_p95,gdop_median,hdop_median,cond_p95,with_range_bias,device
25.0,all8,2762625,2762625,0,0.8038397431373596,0.9106726050376892,0.9410157799720764,1.1700291633605957,0.8613162636756897,5.560518741607666,False,cuda
25.0,noG,2762625,2762625,0,0.8556461334228516,1.0567784309387207,1.1767781972885132,1.2779183387756348,0.9428775310516357,7.190103054046631,False,cuda
25.0,dropH,2762625,2762625,0,0.8609287738800049,1.0754635334014893,1.1989482641220093,1.2833282947540283,0.9406585693359375,7.35312557220459,False,cuda
