mask,facing,height,n,vdop_median,vdop_p95,gdop_median,radial_p95_median,pct_ge8_median
all8,ABEF,high,2,1.1927481293678284,1.2946221292018891,1.4598128199577332,106.63362100495875,91.7985012489592
all8,ABEF,low,2,1.1428857445716858,1.1690702736377716,1.4116985201835632,113.40754186680162,92.12530703146321
all8,ABEF,mid,2,0.9146599471569061,0.917843809723854,1.211134135723114,115.40944847510812,93.6684707188454
all8,ADHE,high,2,1.0813732147216797,1.0826281666755677,1.3556501269340515,104.66248926254788,91.96502914238135
all8,ADHE,low,2,1.1527827382087708,1.1877379834651947,1.4225214123725891,137.55633401300634,91.09075770191507
all8,ADHE,mid,2,0.8980969786643982,0.9202844262123108,1.1990270614624023,77.7054933473849,90.7993338884263
all8,BCGF,high,2,1.1196674704551697,1.1767626345157622,1.3902559280395508,109.62870113291399,92.75603663613657
all8,BCGF,low,2,1.2092646956443787,1.307731431722641,1.4727948307991028,91.98003244102073,93.37461345459269
all8,BCGF,mid,2,0.8889216482639313,0.9148928612470627,1.1906684637069702,82.58665185358097,91.7116985845129
all8,CDHG,high,2,1.0740103721618652,1.114909017086029,1.3561376333236694,115.29532142575104,93.58867610324731
all8,CDHG,low,2,1.1878345608711243,1.2006348669528961,1.4561222195625305,179.82700603813663,90.3413821815154
all8,CDHG,mid,2,0.9151136577129364,0.9163540989160538,1.2184728980064392,120.72604325592548,92.9225645295587
dropA,ABEF,high,2,1.3227975964546204,1.4395774900913239,1.6008390188217163,106.63362100495875,91.7985012489592
dropA,ABEF,low,2,1.3684666752815247,1.4250387012958527,1.7095609307289124,113.40754186680162,92.12530703146321
dropA,ABEF,mid,2,1.0387654900550842,1.0507279813289643,1.3669939637184143,115.40944847510812,93.6684707188454
dropA,ADHE,high,2,1.2218377590179443,1.2433156013488769,1.5105519890785217,104.66248926254788,91.96502914238135
dropA,ADHE,low,2,1.3801310658454895,1.3899278342723846,1.7312387228012085,137.55633401300634,91.09075770191507
dropA,ADHE,mid,2,1.0489394664764404,1.0676808118820191,1.3833633661270142,77.7054933473849,90.7993338884263
dropA,BCGF,high,2,1.2108571529388428,1.2447203636169433,1.5006885528564453,109.62870113291399,92.75603663613657
