layout,tag_method,kind,keep_k,drop_category,dropped_lower_count,dropped_upper_count,drop_sets,turn_center_rms_3d_mm_median,turn_center_rms_3d_mm_p95_over_drop_sets,circle_thickness_rms_mm_median,radius_mm_median
v4-io,T2,roto,6,lower_heavy,2,0,6,24.478851987539286,26.166032828000667,117.54127220340554,559.344726412665
v4-io,T2,roto,6,upper_heavy,0,2,6,17.649253684027382,19.559517733774353,109.30080615413574,549.1719097925608
v4-io,T2,roto,5,lower_heavy,2,1,24,29.64028709248231,38.67058449816158,143.01553952596848,588.8841746575113
v4-io,T2,roto,5,lower_heavy,3,0,4,35.64681888793876,38.65945713417091,142.79055102017682,560.1905187149466
v4-io,T2,roto,5,upper_heavy,0,3,4,22.334952175001682,23.031931242782335,119.27442641742034,576.9803394514403
v4-io,T2,roto,5,upper_heavy,1,2,24,25.558871361940604,34.65416285459845,140.0536613677551,591.8540052740623
v4-io,T2,roto,4,balanced,2,2,36,45.19477916511539,187.21846021082195,184.41865353356468,624.2840712766223
v4-io,T2,roto,4,lower_heavy,3,1,16,51.880517134955035,70.34474616018423,178.35041644345017,603.0986977375401
v4-io,T2,roto,4,lower_heavy,4,0,1,422.13789920040796,422.13789920040796,302.45168031083705,934.8237574224395
v4-io,T2,roto,4,upper_heavy,0,4,1,18.799157997801068,18.799157997801068,138.5232985237466,611.5949052514303
v4-io,T2,roto,4,upper_heavy,1,3,16,36.3367250864681,47.56118181033631,170.71689139226498,606.8468393670837
v4-io,T3,roto,7,lower_heavy,1,0,4,18.324748736959407,20.365919047125754,96.58451513315967,557.8101095138544
v4-io,T3,roto,7,upper_heavy,0,1,4,16.043791799942035,18.99318984621686,92.05501721936301,555.2546002174082
v4-io,T3,roto,6,balanced,1,1,16,22.320084582123734,25.124636046602276,111.90519553802093,570.6027299831745
v4-io,T3,roto,6,lower_heavy,2,0,6,25.21560902514755,26.797540512659964,115.45478827670456,556.7902255671238
v4-io,T3,roto,6,upper_heavy,0,2,6,18.10413697228921,21.96353576524924,107.12811379131712,549.8971702847664
v4-io,T3,roto,5,lower_heavy,2,1,24,29.995836683343335,44.60466917202829,138.46913301783727,585.2476629840423
v4-io,T3,roto,5,lower_heavy,3,0,4,32.155798688938916,35.21719255856017,131.69665077230226,565.464046189079
v4-io,T3,roto,5,upper_heavy,0,3,4,20.552934730768957,23.845473146052047,116.69197975303064,572.6174957261106
v4-io,T3,roto,5,upper_heavy,1,2,24,24.294192054149804,43.45497819337044,138.3369276984007,586.395347530219
v4-io,T3,roto,4,balanced,2,2,36,45.263069230890224,106.30902362882992,175.15712340116443,597.2956804108336
v4-io,T3,roto,4,lower_heavy,3,1,16,50.23433026776217,73.40188684078292,173.1758993762475,593.8395155665796
v4-io,T3,roto,4,lower_heavy,4,0,1,38.511326933433864,38.511326933433864,123.99600936207672,534.9410918073013
v4-io,T3,roto,4,upper_heavy,0,4,1,16.303795776948633,16.303795776948633,117.06139040966224,533.4570678814381
v4-io,T3,roto,4,upper_heavy,1,3,16,34.509893314799626,48.95333412998357,161.51255908171413,600.6451664420567
v4-io,T4,roto,7,lower_heavy,1,0,4,18.324748736959407,20.365919047125754,96.58451513315967,557.8101095138544
v4-io,T4,roto,7,upper_heavy,0,1,4,16.043791799942035,18.99318984621686,92.05501721936301,555.2546002174082
v4-io,T4,roto,6,balanced,1,1,16,22.320084582123734,25.124636046602276,111.90519553802093,570.6027299831745
v4-io,T4,roto,6,lower_heavy,2,0,6,25.21560902514755,26.797540512659964,115.45478827670456,556.7902255671238
v4-io,T4,roto,6,upper_heavy,0,2,6,18.10413697228921,21.96353576524924,107.12811379131712,549.8971702847664
v4-io,T4,roto,5,lower_heavy,2,1,24,29.995836683343335,44.60466917202829,138.46913301783727,585.2476629840423
v4-io,T4,roto,5,lower_heavy,3,0,4,32.155798688938916,35.21719255856017,131.69665077230226,565.464046189079
v4-io,T4,roto,5,upper_heavy,0,3,4,20.552934730768957,23.845473146052047,116.69197975303064,572.6174957261106
v4-io,T4,roto,5,upper_heavy,1,2,24,24.294192054149804,43.45497819337044,138.3369276984007,586.395347530219
v4-io,T4,roto,4,balanced,2,2,36,45.263069230890224,106.30902362882992,175.15712340116443,597.2956804108336
v4-io,T4,roto,4,lower_heavy,3,1,16,50.23433026776217,73.40188684078292,173.1758993762475,593.8395155665796
v4-io,T4,roto,4,lower_heavy,4,0,1,38.511326933433864,38.511326933433864,123.99600936207672,534.9410918073013
v4-io,T4,roto,4,upper_heavy,0,4,1,16.303795776948633,16.303795776948633,117.06139040966224,533.4570678814381
v4-io,T4,roto,4,upper_heavy,1,3,16,34.509893314799626,48.95333412998357,161.51255908171413,600.6451664420567
