dropped_anchor,keep_set,static_d3_std_median_mm,static_d3_std_keep8_baseline_mm,static_d3_std_delta_mm,roto_turn_center_rms_median_mm,roto_turn_center_rms_keep8_baseline_mm,roto_turn_center_rms_delta_mm,combined_criticality_score,rank_note,criticality_rank
E,ABCDFGH,71.67342376708984,61.65706825256348,10.016355514526367,19.49574606455997,12.053854461208598,7.4418916033513725,0.9238408242622893,higher score means more critical to keep,1
D,ABCEFGH,66.59318923950195,61.65706825256348,4.936120986938477,20.624586100404112,12.053854461208598,8.570731639195515,0.8810385580699803,higher score means more critical to keep,2
A,BCDEFGH,71.62488174438477,61.65706825256348,9.967813491821289,16.45632146781094,12.053854461208598,4.402467006602343,0.7176440198124243,higher score means more critical to keep,3
C,ABDEFGH,63.71549415588379,61.65706825256348,2.0584259033203125,18.9001390785484,12.053854461208598,6.846284617339801,0.697310090254826,higher score means more critical to keep,4
H,ABCDEFG,65.83975219726562,61.65706825256348,4.182683944702148,15.942212324278168,12.053854461208598,3.8883578630695705,0.5474911092427547,higher score means more critical to keep,5
B,ACDEFGH,59.51878356933594,61.65706825256348,-2.138284683227539,17.74935839537041,12.053854461208598,5.695503934161813,0.5213982692718248,higher score means more critical to keep,6
G,ABCDEFH,56.0826587677002,61.65706825256348,-5.574409484863274,16.1453712756059,12.053854461208598,4.091516814397302,0.3327203565352395,higher score means more critical to keep,7
F,ABCDEGH,50.32098197937012,61.65706825256348,-11.33608627319336,13.213528766145243,12.053854461208598,1.1596743049366456,0.0,higher score means more critical to keep,8
