anchor,autopos_delay_mm,autopos_common_mm,autopos_differential_mm,delaycal_endpoint_delay_mm,delaycal_common_mm,delaycal_differential_mm,differential_delta_autopos_minus_delaycal_mm,abs_autopos_differential_mm
A,0.0,34.411330475903924,-34.411330475903924,148.31658290395075,90.62219119663911,57.69439170731164,-92.10572218321556,34.411330475903924
B,37.127097197321255,34.411330475903924,2.7157667214173316,91.10219245568649,90.62219119663911,0.4800012590473841,2.2357654623699474,2.7157667214173316
C,59.99999999999338,34.411330475903924,25.588669524089454,114.41502081183907,90.62219119663911,23.792829615199963,1.7958399088894907,25.588669524089454
D,59.999999999999986,34.411330475903924,25.588669524096062,114.24190029344038,90.62219119663911,23.619709096801273,1.968960427294789,25.588669524096062
E,31.143226774707873,34.411330475903924,-3.2681037011960505,55.902138641781754,90.62219119663911,-34.720052554857354,31.451948853661303,3.2681037011960505
F,27.042519801587616,34.411330475903924,-7.3688106743163075,54.22693064632111,90.62219119663911,-36.395260550318,29.026449876001692,7.3688106743163075
G,27.558723285689375,34.411330475903924,-6.852607190214549,52.980386076310396,90.62219119663911,-37.64180512032871,30.789197930114163,6.852607190214549
H,32.41907674793188,34.411330475903924,-1.9922537279720416,93.79237774378286,90.62219119663911,3.170186547143757,-5.162440275115799,1.9922537279720416
