version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v2,T1,all8,A_tag_cloud_fit_WRONG_circular,24,79.2438927617862,225.81268784024388,130.8028849451012,45.27997785166009,60.22802801014518,,,,,-0.9999999999999989,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,252.48696404708085,1563.4543979390398,557.1329543949929,2187.06996781302,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T1,all8,C_anchor_locked_OFFICIAL,24,79.67501457970067,232.66749316200165,133.03469093941064,42.74270260137854,68.08307034712993,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T1,noG,A_tag_cloud_fit_WRONG_circular,24,80.20905464686217,282.6532277136246,137.91926094322878,40.26781941344597,53.84204227081392,,,,,-0.9999999999999993,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,225.15071720490783,1540.4053129739304,510.16995184996654,2224.8642552059855,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T1,noG,C_anchor_locked_OFFICIAL,24,92.71116730777689,304.2287191796049,149.58476854208374,66.72640945974247,58.04767640802491,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T2,all8,A_tag_cloud_fit_WRONG_circular,24,80.38355333121683,225.0828305150748,130.4406258751835,44.92290916021017,60.30530180724918,,,,,-0.9999999999999997,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,251.0928161205897,1563.794800530402,556.6421459795464,2188.5513760552194,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T2,all8,C_anchor_locked_OFFICIAL,24,78.62380129924983,231.6187139003014,132.7110603112564,41.996643068611974,67.70737153117364,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T2,noG,A_tag_cloud_fit_WRONG_circular,24,80.2826636630358,282.3028672760469,138.05346410222515,40.18893654166799,54.203593469357514,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,225.72802774963213,1541.0269624222174,510.34668579453796,2224.8942289410084,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T2,noG,C_anchor_locked_OFFICIAL,24,92.64755808443789,303.8346040639631,149.6954841119334,66.43328594407456,58.169816897135874,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T3,all8,A_tag_cloud_fit_WRONG_circular,24,63.40907060520884,175.7718825733333,90.20227343480191,40.46642621783451,42.12026021817587,,,,,-0.9999999999999986,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,217.72254535900848,1531.8330557903178,512.1514160036096,2172.537866943011,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T3,all8,C_anchor_locked_OFFICIAL,24,71.26642295371852,190.09625136561604,100.47105099053071,45.58098683306456,53.10453543039489,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T3,noG,A_tag_cloud_fit_WRONG_circular,24,77.91952271049749,223.11142611129415,109.80415096144141,40.62609848531353,55.34228485067172,,,,,-1.0000000000000016,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.5870821151941,1522.5332126574176,454.24563678709114,2206.8038843571912,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T3,noG,C_anchor_locked_OFFICIAL,24,90.40981577135521,256.2699892189087,131.31370620652078,67.36898649471149,46.25861094620234,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T4,all8,A_tag_cloud_fit_WRONG_circular,24,60.58332957059133,184.93227618855187,98.12745868658973,44.84186079777886,50.40086956381481,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,226.24246331158486,1555.3065081851294,552.9965018188809,2174.8985719632105,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T4,all8,C_anchor_locked_OFFICIAL,24,74.9844517531365,166.03293415389163,101.95665019746211,43.360856476378366,58.637947709538594,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v2,T4,noG,A_tag_cloud_fit_WRONG_circular,24,77.91952271049749,223.11142611129415,109.80415096144141,40.62609848531353,55.34228485067172,,,,,-1.0000000000000016,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v2,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.5870821151941,1522.5332126574176,454.24563678709114,2206.8038843571912,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T4,noG,C_anchor_locked_OFFICIAL,24,90.40981577135521,256.2699892189087,131.31370620652078,67.36898649471149,46.25861094620234,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T1,all8,A_tag_cloud_fit_WRONG_circular,24,79.64190460134645,225.98942071982108,130.91306718182116,45.67016303109415,60.73047376121531,,,,,-1.0000000000000009,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,252.98491377093666,1563.396803605831,557.4461558355891,2187.277880915505,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T1,all8,C_anchor_locked_OFFICIAL,24,79.80424035053099,233.10881677322894,133.1912300532922,42.939738745662005,68.6638129648685,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T1,noG,A_tag_cloud_fit_WRONG_circular,24,80.46412781004503,282.67196490912323,138.1430152237766,40.28227003919457,54.088826312986555,,,,,-1.0000000000000009,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,225.01535034143058,1540.5128810481565,510.6869053867029,2225.187149053089,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T1,noG,C_anchor_locked_OFFICIAL,24,93.4896140330938,304.3182054394033,149.86478470336905,66.79615149921382,58.300258165524596,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T2,all8,A_tag_cloud_fit_WRONG_circular,24,80.70531632644233,225.41219135107633,130.56274803498053,45.184095505169424,60.74855429013871,,,,,-0.9999999999999992,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,251.45937825775752,1563.7796276188208,556.9399526565312,2188.7661904053284,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T2,all8,C_anchor_locked_OFFICIAL,24,78.88453340315553,232.18930329760587,132.88669995151628,42.16235143209415,68.42956829074103,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T2,noG,A_tag_cloud_fit_WRONG_circular,24,80.56397861817577,282.28464597607666,138.27157549737845,40.16832224698581,54.5232100548246,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,225.71580884235226,1541.187083139851,510.8432563892673,2225.213410305532,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T2,noG,C_anchor_locked_OFFICIAL,24,93.44074522315901,303.8586022268175,149.97439957132048,66.45738462760141,58.38863647626296,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T3,all8,A_tag_cloud_fit_WRONG_circular,24,62.46695872536786,175.99606014605754,90.49918814966348,40.67650816717921,43.075338140994745,,,,,-0.9999999999999988,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,217.8020293312152,1531.5238533287015,521.8800948310666,2172.8185414763793,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T3,all8,C_anchor_locked_OFFICIAL,24,72.36600420116787,190.24070262657602,100.5827973077396,45.966180279139195,52.65386355853778,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T3,noG,A_tag_cloud_fit_WRONG_circular,24,77.98491819597336,224.0696951656846,110.35944102983984,41.15279057975408,55.71690108643418,,,,,-0.9999999999999992,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.51342533508603,1522.7232024926652,454.6895612729734,2207.33946394339,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T3,noG,C_anchor_locked_OFFICIAL,24,91.11988582774336,257.2480058743767,131.8980470733443,67.84198512017723,46.527794231868484,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T4,all8,A_tag_cloud_fit_WRONG_circular,24,60.940500240801924,183.63224245254648,98.02526341955556,44.9818994244885,50.9465421787969,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,226.1372925163012,1555.1840524544073,553.1297464407886,2174.9360150101634,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T4,all8,C_anchor_locked_OFFICIAL,24,75.1978803349624,164.63571693826734,101.93376803052962,43.47907413172652,58.65891737459151,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T4,noG,A_tag_cloud_fit_WRONG_circular,24,77.98491819597336,224.0696951656846,110.35944102983984,41.15279057975408,55.71690108643418,,,,,-0.9999999999999992,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,212.51342533508603,1522.7232024926652,454.6895612729734,2207.33946394339,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T4,noG,C_anchor_locked_OFFICIAL,24,91.11988582774336,257.2480058743767,131.8980470733443,67.84198512017723,46.527794231868484,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T1,all8,A_tag_cloud_fit_WRONG_circular,24,114.77151276123126,266.6746110511787,156.1703119837045,47.01110474675749,105.60606635787366,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,280.0187543645161,1578.6906742265655,615.8139699124371,2238.6618972029455,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T1,all8,C_anchor_locked_OFFICIAL,24,121.0190022391258,278.34667198531747,160.4041979006146,51.93049192781345,99.46306861524415,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T1,noG,A_tag_cloud_fit_WRONG_circular,24,102.70017491482632,292.0514211847981,151.4320059807491,46.39619943130421,91.03714833622429,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,255.9687165146221,1587.7879562418989,501.9057642936149,2282.6219974673318,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T1,noG,C_anchor_locked_OFFICIAL,24,136.43050647391536,303.9568532651443,168.29919248457904,75.20356190826581,93.58398081265148,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T2,all8,A_tag_cloud_fit_WRONG_circular,24,115.02970150748345,266.9820125262978,155.586734046942,47.476688722239096,106.2621499111432,,,,,-0.9999999999999997,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,279.16693167125436,1579.2542404898672,614.3098878016249,2238.758066290652,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T2,all8,C_anchor_locked_OFFICIAL,24,122.93968008788451,278.63814148604456,159.9870818624264,51.101828507123095,99.63673230980794,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T2,noG,A_tag_cloud_fit_WRONG_circular,24,102.01469330590075,292.8504419541735,151.3726086344881,46.84780984795799,90.95232662324776,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,255.41866742575735,1587.7761827981706,501.97407353087857,2282.9684353769735,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T2,noG,C_anchor_locked_OFFICIAL,24,136.30313568462847,304.7754172941627,168.30314423742283,75.31848752863664,93.16008848990964,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T3,all8,A_tag_cloud_fit_WRONG_circular,24,95.66268770169566,210.78904061738479,116.45425725215443,41.027895096523736,73.89647342135811,,,,,-0.9999999999999998,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,224.4162919812883,1555.9665327742605,555.9566976723595,2217.2652192222968,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T3,all8,C_anchor_locked_OFFICIAL,24,78.87692728882709,233.34615927112932,126.08187794786974,43.278353224768736,70.53538575330595,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T3,noG,A_tag_cloud_fit_WRONG_circular,24,90.6017986174991,257.494214075432,136.36025301803724,49.966995582949366,74.12644409216614,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,217.41946357911175,1560.770388457343,488.99503662607617,2267.012987013174,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T3,noG,C_anchor_locked_OFFICIAL,24,116.81234380834351,281.4265281378431,158.17349096696117,73.68897688750094,69.0705636345973,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T4,all8,A_tag_cloud_fit_WRONG_circular,24,97.47579452265508,229.77150994158467,127.07710204929775,39.97478886109772,80.56278013915252,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,257.80736549421795,1572.9645025457212,606.5915588187364,2220.7328342595083,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T4,all8,C_anchor_locked_OFFICIAL,24,107.37154234099879,224.51057730989183,131.92724926780897,45.06954213247822,77.72929004999705,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T4,noG,A_tag_cloud_fit_WRONG_circular,24,90.6017986174991,257.494214075432,136.36025301803724,49.966995582949366,74.12644409216614,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,217.41946357911175,1560.770388457343,488.99503662607617,2267.012987013174,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T4,noG,C_anchor_locked_OFFICIAL,24,116.81234380834351,281.4265281378431,158.17349096696117,73.68897688750094,69.0705636345973,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T1,all8,A_tag_cloud_fit_WRONG_circular,24,80.44943928168632,268.2730221176123,135.5783950015365,40.6113894161774,62.15409017344939,,,,,-1.0000000000000004,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,238.5689949678108,1567.6243533814638,555.670004292204,2202.3985961471476,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T1,all8,C_anchor_locked_OFFICIAL,24,76.43589478130463,273.8310253889955,138.1199902025878,43.66148721495887,62.30798235604311,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T1,noG,A_tag_cloud_fit_WRONG_circular,24,82.31329762136974,304.8966913269938,142.2930836940081,37.13317664770367,50.13450779997386,,,,,-0.9999999999999997,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T1,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,224.45736570668677,1541.8998813919884,494.2685808370024,2235.5375111203525,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T1,noG,C_anchor_locked_OFFICIAL,24,97.50628258487146,329.2344222879244,154.8335516604521,66.87793869321285,56.22358267274723,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T2,all8,A_tag_cloud_fit_WRONG_circular,24,79.85428477052776,267.62150596767236,135.22563177820862,39.54110789410875,62.390580187411956,,,,,-0.9999999999999996,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,237.09864444899722,1568.787310388526,555.1658100604565,2203.4579452861567,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T2,all8,C_anchor_locked_OFFICIAL,24,75.99807789524769,273.09700075494146,137.83730612205042,43.945813389032025,62.5505485088529,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T2,noG,A_tag_cloud_fit_WRONG_circular,24,83.05371288330898,304.6629406543974,142.26436052573126,36.98503088349735,50.8700015027668,,,,,-1.000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T2,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,224.2269154762169,1542.3698147020386,494.49919750308516,2235.071930180727,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T2,noG,C_anchor_locked_OFFICIAL,24,98.15416288703526,328.83879350369244,154.81891764054456,66.92277657979302,57.258432192425076,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T3,all8,A_tag_cloud_fit_WRONG_circular,24,61.23099015057833,160.28571487729548,92.5071640155305,42.51373613564864,37.36793651805476,,,,,-0.9999999999999997,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,205.11368643834595,1544.7085094185127,483.6633344905899,2183.3218692251307,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T3,all8,C_anchor_locked_OFFICIAL,24,62.25534493207161,158.16659114861568,101.80134976717291,44.816685581986036,48.62419214775332,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T3,noG,A_tag_cloud_fit_WRONG_circular,24,76.44252212570515,257.0378408721313,116.37932176450045,43.69905031869099,53.68004939029845,,,,,-0.999999999999999,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T3,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,208.14066958256535,1520.0830468938557,435.562357233544,2215.7595909114657,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T3,noG,C_anchor_locked_OFFICIAL,24,83.90113746495814,291.14449217145807,138.74185950146872,67.89402573082312,43.87462864978549,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T4,all8,A_tag_cloud_fit_WRONG_circular,24,62.92499320076726,196.8385211166782,103.70064210422618,39.635979951995395,50.46558789057602,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,224.68564822612598,1561.028000230569,551.78337764377,2190.012589871754,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T4,all8,C_anchor_locked_OFFICIAL,24,69.14042154041556,182.33483865352585,107.01822727594723,41.346242234764006,55.042081953411866,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T4,noG,A_tag_cloud_fit_WRONG_circular,24,76.44252212570515,257.0378408721313,116.37932176450045,43.69905031869099,53.68004939029845,,,,,-0.999999999999999,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T4,noG,B_centroid_only_WRONG_underdetermined,24,,,,,,208.14066958256535,1520.0830468938557,435.562357233544,2215.7595909114657,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T4,noG,C_anchor_locked_OFFICIAL,24,83.90113746495814,291.14449217145807,138.74185950146872,67.89402573082312,43.87462864978549,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
