version,eval_set,anchor,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_mm,err_vertical_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm
v1-old,all8,A,-80.15644990453711,-75.91068073901653,-133.27860234913214,173.0626295758202,155.52569660810607,75.91068073901653,-1154.722749904537,172.36460926098346,-1757.5297523491322,-1074.5663,248.27528999999998,-1624.25115
v1-old,all8,B,-29.23973177956009,18.514269421611004,74.07606131586135,81.76186731495231,79.6380862063615,18.514269421611004,-1349.6725317795601,288.840794421611,1103.4321613158613,-1320.4328,270.326525,1029.3561
v1-old,all8,C,31.023485556153105,0.16870976274572058,107.0231103026249,111.42904135764923,111.4289136395965,0.16870976274572058,882.9451755561531,222.56334476274571,1301.301910302625,851.92169,222.394635,1194.2788
v1-old,all8,D,65.27667010943242,5.323691867128105,-49.52595932870872,82.11093717100484,81.93817369214779,5.323691867128105,1148.0507701094325,246.2277468671281,-1482.0039593287088,1082.7741,240.904055,-1432.478
v1-old,all8,E,-50.096709813482676,-10.713683647631115,-52.14523976407122,73.09985897038574,72.3104858522522,10.713683647631115,-1220.7276098134828,1637.258916352369,-1633.7982397640712,-1170.6309,1647.9726,-1581.653
v1-old,all8,F,-1.4393716300983215,53.79253107792124,20.577434677410793,57.61196931508037,20.627714575120535,53.79253107792124,-1273.1518216300983,1713.8924310779212,1119.8370346774109,-1271.71245,1660.0999,1099.2596
v1-old,all8,G,46.18354173998807,-68.33343567553902,98.39629816150932,128.39084644460013,108.69568077682693,68.33343567553902,1019.118751739988,1665.098664324461,1266.6043481615093,972.93521,1733.4321,1168.20805
v1-old,all8,H,18.448565722105286,77.15859793278128,-65.12310301549587,102.639258368922,67.68580444649916,77.15859793278128,1046.5110657221053,1707.4765979327813,-1617.210803015496,1028.0625,1630.318,-1552.0877
v2,all8,A,-94.20206860245708,-88.53447584445627,-140.68084750350522,191.0588495630054,169.30779835343236,88.53447584445627,-1168.768368602457,159.74081415554372,-1764.9319975035053,-1074.5663,248.27528999999998,-1624.25115
v2,all8,B,-62.06966517589149,-45.908303618138376,80.70183731411203,111.68259587785313,101.81075523205139,45.908303618138376,-1382.5024651758915,224.41822138186163,1110.057937314112,-1320.4328,270.326525,1029.3561
v2,all8,C,64.31272068312012,-53.95616362512925,129.9267747593783,154.6879453421661,144.9727313705555,53.95616362512925,916.2344106831201,168.43847137487074,1324.2055747593784,851.92169,222.394635,1194.2788
v2,all8,D,94.45477765575379,-65.08094320338202,-63.30403603021364,131.01387395216702,113.70622674116169,65.08094320338202,1177.2288776557539,175.82311179661798,-1495.7820360302137,1082.7741,240.904055,-1432.478
v2,all8,E,-61.804541281207776,16.155421309622852,-55.967560846028164,84.93036458020063,83.37966892495065,16.155421309622852,-1232.4354412812079,1664.128021309623,-1637.6205608460282,-1170.6309,1647.9726,-1581.653
v2,all8,F,-10.407124357607245,116.85417307678631,23.842160469002465,119.71488887637952,26.014550798050806,116.85417307678631,-1282.1195743576072,1776.9540730767862,1123.1017604690026,-1271.71245,1660.0999,1099.2596
v2,all8,G,49.35625590909706,-15.508149680201313,93.53192684579244,106.88668786782793,105.75566810743973,15.508149680201313,1022.291465909097,1717.9239503197987,1261.7399768457924,972.93521,1733.4321,1168.20805
v2,all8,H,20.359645169189662,135.9784415848983,-68.05025500853799,153.41280563890342,71.03064379647954,135.9784415848983,1048.4221451691897,1766.2964415848983,-1620.137955008538,1028.0625,1630.318,-1552.0877
v3-full,all8,A,-115.36544185700495,-79.64369059685129,-119.74860652107009,184.36927995326946,166.2796257471133,79.64369059685129,-1189.931741857005,168.6315994031487,-1743.9997565210701,-1074.5663,248.27528999999998,-1624.25115
v3-full,all8,B,119.49742292243923,-46.26888722950497,70.48896204861649,146.25025737157608,138.73834313482197,46.26888722950497,-1200.9353770775608,224.05763777049503,1099.8450620486165,-1320.4328,270.326525,1029.3561
v3-full,all8,C,-124.16698900770268,20.23963060638806,132.25501186045994,182.5334817739814,181.40790865188143,20.23963060638806,727.7547009922973,242.63426560638806,1326.53381186046,851.92169,222.394635,1194.2788
v3-full,all8,D,144.43617694561408,95.52280093173599,-153.20232103568583,231.20849006736353,210.55346205034502,95.52280093173599,1227.2102769456142,336.426855931736,-1585.680321035686,1082.7741,240.904055,-1432.478
v3-full,all8,E,-25.64056328100287,35.32792201152279,5.844554793605539,44.04156422920065,26.298237699560215,35.32792201152279,-1196.271463281003,1683.3005220115228,-1575.8084452063945,-1170.6309,1647.9726,-1581.653
v3-full,all8,F,-29.633427220601106,100.25441793857112,28.94659538766905,108.4757747590575,41.42517825400496,100.25441793857112,-1301.345877220601,1760.354317938571,1128.2061953876691,-1271.71245,1660.0999,1099.2596
v3-full,all8,G,21.180931519967658,-42.85722901750114,41.14957298322702,63.076630346064206,46.28087312006426,42.85722901750114,994.1161415199676,1690.5748709824989,1209.357622983227,972.93521,1733.4321,1168.20805
v3-full,all8,H,9.691889978292693,-82.5749646443594,-5.733769516822576,83.33926823677166,11.260943309659904,82.5749646443594,1037.7543899782927,1547.7430353556406,-1557.8214695168226,1028.0625,1630.318,-1552.0877
v3-lite,all8,A,-93.99976243780611,-89.15157747946438,-140.64488705232247,191.21962074902635,169.16542079374418,89.15157747946438,-1168.566062437806,159.1237125205356,-1764.8960370523225,-1074.5663,248.27528999999998,-1624.25115
