layout,tag_method,kind,keep_k,keep_set,dropped_set,dropped_lower_count,dropped_upper_count,drop_category,drops_G,drops_H,drops_FGH_count,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
v1-old,T4,roto,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,34,40796,34.94434778779411,57.99861772817762,164.28357984875043,640.8176305363816,23.0
v1-old,T4,roto,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,34,40779,43.55396813587797,76.19301168162107,175.22036959783136,620.5368784133403,23.0
v1-old,T4,roto,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,34,40780,39.617645463503976,73.7774583596834,159.86390207174185,594.4522593417394,23.0
v1-old,T4,roto,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,34,40790,50.816104065135,83.3756748697709,201.58330595070427,651.9379637677575,18.5
v1-old,T4,roto,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,33,39589,50.54425825938917,92.96869305773674,192.8295266637363,666.6520050081842,18.0
v1-old,T4,roto,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,34,40787,29.77165503713229,49.77989688715154,126.11078879181812,590.7135648043544,23.0
v1-old,T4,roto,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,34,40780,45.767531168471265,87.63492749320477,156.75108407162168,616.2759757548727,23.0
v1-old,T4,roto,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,34,40784,41.260512432279334,64.37422040002356,137.4144246593967,546.6053814468431,23.0
v1-old,T4,roto,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,34,40791,55.30221083595375,91.37390386694038,185.10453993450514,634.0282406845147,23.0
v1-old,T4,roto,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,34,40179,14.269318190940552,22.596225979096374,115.50916523948884,534.9515434032146,23.0
v1-old,T4,roto,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,34,40176,23.837942130550218,40.9092084011282,156.19267824721032,611.859232254375,23.0
v1-old,T4,roto,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,34,39756,39.91422988375905,64.87384850846058,172.58541204532332,591.1552873374486,23.0
v1-old,T4,roto,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,34,39799,34.52566230577138,55.111425742900195,158.85183962450034,610.9285605996513,23.0
v1-old,T4,roto,4,ABCH,DEFG,1,3,upper_heavy,1,0,2,34,39785,53.50858145694995,81.66485339647866,175.0351035131958,625.7497264763426,23.0
v1-old,T4,roto,4,ABDE,CFGH,1,3,upper_heavy,1,1,3,33,39061,44.451556577387535,76.5298900693844,162.82464438743835,617.848239815188,23.0
v1-old,T4,roto,4,ABDF,CEGH,1,3,upper_heavy,1,1,2,33,38654,61.44854405456448,95.7415255529524,201.58927603677895,656.2111884324817,23.0
v1-old,T4,roto,4,ABDG,CEFH,1,3,upper_heavy,0,1,2,34,39861,37.320630581057486,65.50061697966521,162.2107718652381,619.4899576110508,23.0
v1-old,T4,roto,4,ABDH,CEFG,1,3,upper_heavy,1,0,2,34,39853,31.78908615758972,55.17835436011052,160.8300050484082,635.6717194589298,23.0
v1-old,T4,roto,4,ABEF,CDGH,2,2,balanced,1,1,2,34,39821,23.740353944640404,41.329562209771204,122.89644762644107,531.021926226706,23.0
v1-old,T4,roto,4,ABEG,CDFH,2,2,balanced,0,1,2,34,39856,60.28544694525147,99.2798974877152,201.38087422629195,611.5910541224332,23.0
v1-old,T4,roto,4,ABEH,CDFG,2,2,balanced,1,0,2,34,39850,45.29072024283802,76.16305878334622,186.93867348890342,599.6012918745695,23.0
v1-old,T4,roto,4,ABFG,CDEH,2,2,balanced,0,1,1,34,39436,49.96690962142631,90.64503332381983,172.55279927574918,613.0247399696508,23.0
v1-old,T4,roto,4,ABFH,CDEG,2,2,balanced,1,0,1,34,39432,93.7595790962132,142.65941540648126,236.95446655269694,689.2978446739619,22.0
v1-old,T4,roto,4,ABGH,CDEF,2,2,balanced,0,0,1,33,38311,48.45357651769799,69.75070225454006,166.16381483385456,499.7051632384722,22.0
v1-old,T4,roto,4,ACDE,BFGH,1,3,upper_heavy,1,1,3,34,40231,34.28608302418943,53.679999047593654,187.2492230744852,595.8316929474174,23.0
v1-old,T4,roto,4,ACDF,BEGH,1,3,upper_heavy,1,1,2,33,38615,103.6843510297896,128.74116656328795,237.7774062112073,665.7654224006966,7.0
v1-old,T4,roto,4,ACDG,BEFH,1,3,upper_heavy,0,1,2,34,39855,24.25662765195833,40.001846913111734,170.1161016669014,589.7330252588354,23.0
v1-old,T4,roto,4,ACDH,BEFG,1,3,upper_heavy,1,0,2,34,39845,36.50210479168159,66.68050186941781,158.02527188327284,573.0554401158397,23.0
v1-old,T4,roto,4,ACEF,BDGH,2,2,balanced,1,1,2,34,39798,72.14954541890299,109.6423113883032,193.79336168842696,584.2043652198872,23.0
v1-old,T4,roto,4,ACEG,BDFH,2,2,balanced,0,1,2,31,36338,86.08084051538665,164.5796764955985,217.44642806124432,639.3843487021104,6.0
v1-old,T4,roto,4,ACEH,BDFG,2,2,balanced,1,0,2,34,39839,33.093417165928344,55.59123974678218,164.9988128611285,598.631107169372,23.0
v1-old,T4,roto,4,ACFG,BDEH,2,2,balanced,0,1,1,34,39420,41.12819448299251,71.9405593370117,161.85869781054242,592.9879268264237,23.0
v1-old,T4,roto,4,ACFH,BDEG,2,2,balanced,1,0,1,34,39414,66.25545013626845,128.3674835883054,190.08864955835705,638.6749323222475,23.0
v1-old,T4,roto,4,ACGH,BDEF,2,2,balanced,0,0,1,34,39461,41.50042792797673,73.30910885583663,166.6342698522233,647.6413021731801,23.0
v1-old,T4,roto,4,ADEF,BCGH,2,2,balanced,1,1,2,34,39868,127.6841973396417,170.16882347373615,258.4428944182423,701.5938393037096,11.0
v1-old,T4,roto,4,ADEG,BCFH,2,2,balanced,0,1,2,34,39909,61.46029996694854,107.09626799912363,203.36359047239574,631.5718071799032,23.0
v1-old,T4,roto,4,ADEH,BCFG,2,2,balanced,1,0,2,34,39907,50.5201348824485,92.11265425770698,155.61036244202268,550.4979244825553,23.0
v1-old,T4,roto,4,ADFG,BCEH,2,2,balanced,0,1,1,33,38301,47.16963313331911,73.03090485098521,169.31764508554582,485.08669244552055,23.0
v1-old,T4,roto,4,ADFH,BCEG,2,2,balanced,1,0,1,34,39484,125.57032845280214,204.46154519228088,265.8960887377168,704.6762874892089,21.5
v1-old,T4,roto,4,ADGH,BCEF,2,2,balanced,0,0,1,34,39522,35.03730713784195,63.74185618549247,149.98184309562347,593.0235389918741,23.0
v1-old,T4,roto,4,AEFG,BCDH,3,1,lower_heavy,0,1,1,34,39474,60.198836806240564,99.94854005646212,179.85117900681217,618.9190522259179,23.0
v1-old,T4,roto,4,AEFH,BCDG,3,1,lower_heavy,1,0,1,34,39476,51.71773084220813,104.94931570308378,186.90642627076937,602.5080519621392,23.0
v1-old,T4,roto,4,AEGH,BCDF,3,1,lower_heavy,0,0,1,34,39514,46.38160943556474,79.94150694071283,179.63335540804798,624.7973726389758,23.0
v1-old,T4,roto,4,AFGH,BCDE,3,1,lower_heavy,0,0,0,34,39090,74.33931773852238,120.14326838237804,209.04921166777513,596.8693303385503,23.0
v1-old,T4,roto,4,BCDE,AFGH,1,3,upper_heavy,1,1,3,34,40138,28.72023439212762,44.8681210926198,147.4136301078086,598.80057130413,23.0
v1-old,T4,roto,4,BCDF,AEGH,1,3,upper_heavy,1,1,2,34,39719,46.24408906345821,73.29396318888493,185.72905046643407,615.7913158194822,23.0
v1-old,T4,roto,4,BCDG,AEFH,1,3,upper_heavy,0,1,2,34,39762,43.21833095425095,67.22913763474011,161.7533645005867,609.5503758499437,23.0
v1-old,T4,roto,4,BCDH,AEFG,1,3,upper_heavy,1,0,2,34,39747,39.81849066655236,65.69795039401079,172.1775070087615,604.801859888843,23.0
v1-old,T4,roto,4,BCEF,ADGH,2,2,balanced,1,1,2,34,39714,35.81475102939575,58.49501020934049,161.76040926543624,569.0586310631645,23.0
v1-old,T4,roto,4,BCEG,ADFH,2,2,balanced,0,1,2,34,39757,60.90279117950415,88.65763627578136,195.71968845228855,631.2488065864534,23.0
v1-old,T4,roto,4,BCEH,ADFG,2,2,balanced,1,0,2,33,38564,40.80802832100211,65.470425073603,169.65112769766856,499.1668228795316,11.0
v1-old,T4,roto,4,BCFG,ADEH,2,2,balanced,0,1,1,34,39336,28.775387923692392,51.41980431690764,121.24046831358623,541.5176186419657,23.0
v1-old,T4,roto,4,BCFH,ADEG,2,2,balanced,1,0,1,34,39325,67.2134909196607,103.22869087553471,190.57443288892577,628.5474583930423,23.0
v1-old,T4,roto,4,BCGH,ADEF,2,2,balanced,0,0,1,34,39366,50.818740118431606,94.17169714220424,175.3432515256574,625.5481452606875,23.0
v1-old,T4,roto,4,BDEF,ACGH,2,2,balanced,1,1,2,34,39783,84.39257945054754,143.97692770999706,209.68408377631135,645.2603219438715,18.5
v1-old,T4,roto,4,BDEG,ACFH,2,2,balanced,0,1,2,33,38635,39.17870860331355,76.1008714237978,175.14793360482096,655.5251047985595,23.0
v1-old,T4,roto,4,BDEH,ACFG,2,2,balanced,1,0,2,34,39811,34.80991270993353,66.78133616171391,155.41299332603913,585.2261617927431,23.0
v1-old,T4,roto,4,BDFG,ACEH,2,2,balanced,0,1,1,34,39399,83.70315233003794,134.1508455031533,209.22384486988602,650.226473671931,23.0
v1-old,T4,roto,4,BDFH,ACEG,2,2,balanced,1,0,1,33,38248,49.137583703074974,88.48371333809632,184.0048541554566,477.31945529053263,23.0
v1-old,T4,roto,4,BDGH,ACEF,2,2,balanced,0,0,1,34,39426,44.433538270504215,85.6853712906283,168.93115000574312,621.6839313816354,23.0
v1-old,T4,roto,4,BEFG,ACDH,3,1,lower_heavy,0,1,1,34,39392,66.52047627847469,128.78614495142233,189.0500997368643,609.9685382511743,23.0
v1-old,T4,roto,4,BEFH,ACDG,3,1,lower_heavy,1,0,1,34,39389,46.598032202231316,91.34958692445026,174.25259197285135,589.8189953171463,23.0
v1-old,T4,roto,4,BEGH,ACDF,3,1,lower_heavy,0,0,1,34,39421,114.62671017773476,180.44511307100166,244.09128484150597,654.4970075781591,21.5
v1-old,T4,roto,4,BFGH,ACDE,3,1,lower_heavy,0,0,0,34,39003,51.078713367010685,100.67107583347325,198.82927807180306,600.041097224195,23.0
v1-old,T4,roto,4,CDEF,ABGH,2,2,balanced,1,1,2,34,39761,52.68341643988461,88.07805619807637,177.68406330151885,473.7170604418226,23.0
v1-old,T4,roto,4,CDEG,ABFH,2,2,balanced,0,1,2,34,39810,45.35787526279893,81.80249819676425,184.50749923713607,570.7763623399311,23.0
v1-old,T4,roto,4,CDEH,ABFG,2,2,balanced,1,0,2,34,39801,62.409122034425216,110.06137818284145,191.2781810864716,613.3638004108684,23.0
v1-old,T4,roto,4,CDFG,ABEH,2,2,balanced,0,1,1,34,39384,105.72368917605579,177.7359748903209,226.81761261295952,642.6596695037853,14.0
v1-old,T4,roto,4,CDFH,ABEG,2,2,balanced,1,0,1,34,39377,149.15425914675635,252.56538182703687,260.2012229868601,723.9033548941441,8.0
v1-old,T4,roto,4,CDGH,ABEF,2,2,balanced,0,0,1,34,39424,33.55616712770902,58.41403733755325,126.04509288534078,555.2147527927496,23.0
v1-old,T4,roto,4,CEFG,ABDH,3,1,lower_heavy,0,1,1,34,39374,39.03488962891825,68.4899158479762,171.41360838250927,592.2124110105194,23.0
v1-old,T4,roto,4,CEFH,ABDG,3,1,lower_heavy,1,0,1,34,39369,94.5881233678098,179.41381127118163,223.69667683484326,580.3940146471585,22.5
v1-old,T4,roto,4,CEGH,ABDF,3,1,lower_heavy,0,0,1,34,39416,42.015504402697395,73.63075670097376,170.15458449498027,630.0766666400584,23.0
v1-old,T4,roto,4,CFGH,ABDE,3,1,lower_heavy,0,0,0,34,38990,63.061091553403244,123.23921565593372,176.06979047318092,613.258088022674,23.0
v1-old,T4,roto,4,DEFG,ABCH,3,1,lower_heavy,0,1,1,33,38256,181.4378089792549,288.8429760145988,281.5416165749851,712.4030239995209,11.0
v1-old,T4,roto,4,DEFH,ABCG,3,1,lower_heavy,1,0,1,34,39438,128.0499454711404,157.01668762664886,254.49952389234988,707.9094685791179,14.0
v1-old,T4,roto,4,DEGH,ABCF,3,1,lower_heavy,0,0,1,34,39476,70.25546575219312,116.80438169282831,201.46201514193314,611.8873084600134,23.0
v1-old,T4,roto,4,DFGH,ABCE,3,1,lower_heavy,0,0,0,34,39053,103.33151684549352,191.33592246193967,217.75890185636473,656.5116404786252,22.0
v1-old,T4,roto,4,EFGH,ABCD,4,0,lower_heavy,0,0,0,34,39043,39.102107474539075,69.84375540433412,123.65596910409144,536.4137847270426,23.0
v2,T1,roto,7,ABCDEFG,H,0,1,upper_heavy,0,1,1,34,40811,13.995180845007809,23.161073056753054,93.95030153884997,543.8254612365399,23.0
v2,T1,roto,7,ABCDEFH,G,0,1,upper_heavy,1,0,1,34,40811,15.646438951405141,27.72304707572615,95.90026898518927,561.6720340755426,23.0
v2,T1,roto,7,ABCDEGH,F,0,1,upper_heavy,0,0,1,34,40811,13.941001735134751,22.975785347471827,88.00523497857071,534.7120231845993,23.0
v2,T1,roto,7,ABCDFGH,E,0,1,upper_heavy,0,0,0,34,40811,17.863298904518793,29.70441598698625,100.40278740919291,556.3120132629537,23.0
v2,T1,roto,7,ABCEFGH,D,1,0,lower_heavy,0,0,0,34,40811,18.503789955185642,29.81738385535293,91.63809434299509,529.6825001900661,23.0
v2,T1,roto,7,ABDEFGH,C,1,0,lower_heavy,0,0,0,34,40811,16.320018154183742,29.315399994919545,104.31956978990674,563.5254104460095,23.0
v2,T1,roto,7,ACDEFGH,B,1,0,lower_heavy,0,0,0,34,40811,16.76200963364279,28.837016981900984,95.82169877031609,557.200501780834,23.0
v2,T1,roto,7,BCDEFGH,A,1,0,lower_heavy,0,0,0,34,40811,16.45618339958185,26.014586441941383,104.06617332072216,551.7202608892424,23.0
v2,T1,roto,6,ABCDEF,GH,0,2,upper_heavy,1,1,2,34,40811,16.348268997711894,27.051495911224386,112.44563885182447,542.9693991194305,23.0
v2,T1,roto,6,ABCDEG,FH,0,2,upper_heavy,0,1,2,34,40811,16.280526519653066,27.318884122606853,106.5421402425644,563.3476262842296,23.0
v2,T1,roto,6,ABCDEH,FG,0,2,upper_heavy,1,0,2,34,40811,17.674598001993573,27.409791899147443,103.64039218923656,525.0329752369712,23.0
v2,T1,roto,6,ABCDFG,EH,0,2,upper_heavy,0,1,1,34,40810,20.558821321353882,35.36599735131075,114.97905147549938,547.9249307573388,23.0
v2,T1,roto,6,ABCDFH,EG,0,2,upper_heavy,1,0,1,34,40810,20.467244355080958,35.7328207100568,121.87487135169795,568.8171818872886,23.0
v2,T1,roto,6,ABCDGH,EF,0,2,upper_heavy,0,0,1,34,40811,16.903484509661336,27.312885518399362,100.65077639167589,537.6955380757333,23.0
v2,T1,roto,6,ABCEFG,DH,1,1,balanced,0,1,1,34,40810,17.749628207429136,29.72801360276948,99.85542959099098,521.4456732191413,23.0
v2,T1,roto,6,ABCEFH,DG,1,1,balanced,1,0,1,34,40810,19.26591368422867,34.63928928275785,104.1900608722971,547.1367010682313,23.0
v2,T1,roto,6,ABCEGH,DF,1,1,balanced,0,0,1,34,40811,20.252821441670587,36.159848514624194,121.24481907043466,586.7601979316389,23.0
v2,T1,roto,6,ABCFGH,DE,1,1,balanced,0,0,0,34,40809,22.327953386010343,39.41897185783472,107.83984628226376,545.5602842272594,23.0
v2,T1,roto,6,ABDEFG,CH,1,1,balanced,0,1,1,34,40811,21.834428454754715,42.249768171251134,116.23266984566281,578.2505768191544,23.0
v2,T1,roto,6,ABDEFH,CG,1,1,balanced,1,0,1,34,40811,19.55196202929782,33.85669791876588,117.26972663737314,557.3150310046469,23.0
v2,T1,roto,6,ABDEGH,CF,1,1,balanced,0,0,1,34,40811,20.59942394515522,33.29108597533475,116.8113649429539,570.8735512367839,23.0
v2,T1,roto,6,ABDFGH,CE,1,1,balanced,0,0,0,34,40811,22.231980631374974,38.50179334213614,124.21969191957957,597.0000072770897,23.0
v2,T1,roto,6,ABEFGH,CD,2,0,lower_heavy,0,0,0,34,40811,25.453970621538755,45.77847908773933,112.34733304091787,523.0683626310921,23.0
v2,T1,roto,6,ACDEFG,BH,1,1,balanced,0,1,1,34,40810,23.981448568133658,40.04430776657223,132.32191458943646,603.1678644169825,23.0
v2,T1,roto,6,ACDEFH,BG,1,1,balanced,1,0,1,34,40810,21.215960175666865,36.59574577314197,132.85095142326765,572.3002155748611,23.0
v2,T1,roto,6,ACDEGH,BF,1,1,balanced,0,0,1,34,40811,15.381021481321017,25.276827030732324,102.8100707238053,535.0395398984806,23.0
v2,T1,roto,6,ACDFGH,BE,1,1,balanced,0,0,0,34,40809,22.346184967592112,38.7350698892719,119.20678106508781,569.7298937074938,23.0
v2,T1,roto,6,ACEFGH,BD,2,0,lower_heavy,0,0,0,34,40809,25.191703213224088,40.441411316567056,113.34844171000918,553.5295443096684,23.0
v2,T1,roto,6,ADEFGH,BC,2,0,lower_heavy,0,0,0,34,40811,23.00108537926137,41.81945757011056,118.23555434074008,578.2569866684303,23.0
v2,T1,roto,6,BCDEFG,AH,1,1,balanced,0,1,1,34,40810,18.506365722256803,30.59869924374007,106.56956320386135,562.3079402315486,23.0
v2,T1,roto,6,BCDEFH,AG,1,1,balanced,1,0,1,34,40810,20.594335193625998,35.80894793911565,119.01224850785621,588.5281210564344,23.0
v2,T1,roto,6,BCDEGH,AF,1,1,balanced,0,0,1,34,40811,20.74120720437564,32.371426668928976,118.98017911467622,575.8983902450261,23.0
v2,T1,roto,6,BCDFGH,AE,1,1,balanced,0,0,0,34,40809,21.07402644018746,39.00656830281585,111.69220493724399,551.2570142084119,23.0
v2,T1,roto,6,BCEFGH,AD,2,0,lower_heavy,0,0,0,34,40809,21.288988142719674,35.99971854695007,101.86534622421075,510.8965581881698,23.0
v2,T1,roto,6,BDEFGH,AC,2,0,lower_heavy,0,0,0,34,40811,21.97557338503045,37.85479786127735,126.5516104644073,575.8296235352626,23.0
v2,T1,roto,6,CDEFGH,AB,2,0,lower_heavy,0,0,0,34,40809,23.098223385597706,41.96146287766613,118.45353296121127,543.8830181499259,23.0
v2,T1,roto,5,ABCDE,FGH,0,3,upper_heavy,1,1,3,34,40805,16.166021217490652,26.69730214048684,121.53537891078162,575.7011398063803,23.0
v2,T1,roto,5,ABCDF,EGH,0,3,upper_heavy,1,1,2,34,40790,22.005963932771444,36.45208602314543,138.37104502966127,565.3978294580907,23.0
v2,T1,roto,5,ABCDG,EFH,0,3,upper_heavy,0,1,2,34,40792,19.50504136878935,30.657081945755117,117.95187620461923,582.4717702708899,23.0
v2,T1,roto,5,ABCDH,EFG,0,3,upper_heavy,1,0,2,34,40801,21.46150570657148,34.339629029444325,116.11268725938191,557.0799785548353,23.0
v2,T1,roto,5,ABCEF,DGH,1,2,upper_heavy,1,1,2,34,40789,20.397303177164932,36.32165358607588,117.40599567629681,518.8194071096225,23.0
v2,T1,roto,5,ABCEG,DFH,1,2,upper_heavy,0,1,2,34,40791,20.66525321959044,34.64541512199253,129.76910822410838,575.3529760073247,23.0
v2,T1,roto,5,ABCEH,DFG,1,2,upper_heavy,1,0,2,34,40798,27.316744946894048,43.331184989163575,136.3194840366702,574.5143068525706,23.0
v2,T1,roto,5,ABCFG,DEH,1,2,upper_heavy,0,1,1,34,40779,25.398698930768617,41.163356768289525,116.84734926443434,536.4853262159936,23.0
v2,T1,roto,5,ABCFH,DEG,1,2,upper_heavy,1,0,1,34,40784,29.358412271114844,48.54817406844779,142.4819964385386,569.1267006682303,23.0
v2,T1,roto,5,ABCGH,DEF,1,2,upper_heavy,0,0,1,34,40787,25.257241312881597,43.220670781654526,145.99712110933626,602.8651659031725,23.0
v2,T1,roto,5,ABDEF,CGH,1,2,upper_heavy,1,1,2,34,40791,21.97829382381673,38.9298558357204,126.8326789745096,565.807883646605,23.0
v2,T1,roto,5,ABDEG,CFH,1,2,upper_heavy,0,1,2,34,40801,23.42747898048814,39.47092087701735,142.26148953973671,608.2450020734368,23.0
v2,T1,roto,5,ABDEH,CFG,1,2,upper_heavy,1,0,2,34,40802,17.49348944005,30.552277140328574,111.88210685376366,543.0716023455021,23.0
v2,T1,roto,5,ABDFG,CEH,1,2,upper_heavy,0,1,1,34,40786,36.04979531630585,59.71276415035652,164.69893675616962,633.81407578426,23.0
v2,T1,roto,5,ABDFH,CEG,1,2,upper_heavy,1,0,1,34,40785,30.511301656784568,47.34051523989872,152.21457868207597,625.1125220011511,23.5
v2,T1,roto,5,ABDGH,CEF,1,2,upper_heavy,0,0,1,34,40798,31.143024679597918,55.65363541142486,145.83258997702978,583.7311246728156,23.0
v2,T1,roto,5,ABEFG,CDH,2,1,lower_heavy,0,1,1,34,40787,30.35737627409611,53.11925465348122,126.72919395253246,537.8962017574054,23.0
v2,T1,roto,5,ABEFH,CDG,2,1,lower_heavy,1,0,1,34,40784,26.539616788821217,47.22263581848209,119.06257125967056,539.1916847859281,23.0
v2,T1,roto,5,ABEGH,CDF,2,1,lower_heavy,0,0,1,34,40797,31.717557116342924,58.79795728110222,163.52109363796302,608.7323151940442,23.0
v2,T1,roto,5,ABFGH,CDE,2,1,lower_heavy,0,0,0,34,40781,33.132236563216054,54.20746829832841,147.6545915297982,572.7074599635735,23.0
v2,T1,roto,5,ACDEF,BGH,1,2,upper_heavy,1,1,2,34,40800,30.12463155107478,50.21802301340342,168.71142635978265,614.6351494536051,23.0
v2,T1,roto,5,ACDEG,BFH,1,2,upper_heavy,0,1,2,34,40796,19.00414679872872,32.08333899433724,127.84023155236372,547.6834421891031,23.0
v2,T1,roto,5,ACDEH,BFG,1,2,upper_heavy,1,0,2,34,40799,21.28255719902591,39.10673121647794,116.13179568377456,533.8392509667582,23.0
v2,T1,roto,5,ACDFG,BEH,1,2,upper_heavy,0,1,1,34,40789,34.9419094650976,57.30727403856618,172.36017570609744,618.8247879876726,23.0
v2,T1,roto,5,ACDFH,BEG,1,2,upper_heavy,1,0,1,34,40790,31.26939339783368,53.64578228461701,154.28152867323973,590.2994530467772,23.0
v2,T1,roto,5,ACDGH,BEF,1,2,upper_heavy,0,0,1,34,40787,20.762607843434182,36.323096295913956,111.7360008569731,525.4602745868253,23.0
v2,T1,roto,5,ACEFG,BDH,2,1,lower_heavy,0,1,1,34,40793,26.96788449100066,49.73830851897053,130.97811899916547,575.6183345645923,23.0
v2,T1,roto,5,ACEFH,BDG,2,1,lower_heavy,1,0,1,34,40792,33.88225803417099,56.82109051566953,155.22136527783985,586.359890236525,23.0
v2,T1,roto,5,ACEGH,BDF,2,1,lower_heavy,0,0,1,34,40789,23.338694644205155,41.392035343871015,129.6008382490003,576.8478938680814,23.0
v2,T1,roto,5,ACFGH,BDE,2,1,lower_heavy,0,0,0,34,40783,36.75969849047307,61.096448668059,137.7515007199812,565.0355092844673,23.0
v2,T1,roto,5,ADEFG,BCH,2,1,lower_heavy,0,1,1,34,40800,40.81094735253432,68.52225651763993,183.11445450734624,643.1939873101798,23.0
v2,T1,roto,5,ADEFH,BCG,2,1,lower_heavy,1,0,1,34,40793,25.323844482441658,42.47998262710327,135.04821489896855,569.0455251416768,23.0
v2,T1,roto,5,ADEGH,BCF,2,1,lower_heavy,0,0,1,34,40800,23.857696198228876,38.12099204116144,115.38769854946196,547.4892369918847,23.0
v2,T1,roto,5,ADFGH,BCE,2,1,lower_heavy,0,0,0,34,40789,39.06360405873191,67.71493376826974,162.79230832670652,615.287877129533,23.0
v2,T1,roto,5,AEFGH,BCD,3,0,lower_heavy,0,0,0,34,40793,33.802051215464566,57.50622731796959,131.96964052202839,556.6766697791682,23.0
v2,T1,roto,5,BCDEF,AGH,1,2,upper_heavy,1,1,2,34,40787,25.093227865539532,41.08861912660864,141.63013923820967,590.0277561262056,23.0
v2,T1,roto,5,BCDEG,AFH,1,2,upper_heavy,0,1,2,34,40789,27.633129643657234,46.49973154131568,147.6620445953555,602.8215065267989,23.0
v2,T1,roto,5,BCDEH,AFG,1,2,upper_heavy,1,0,2,34,40797,33.65967768424843,54.158199042743874,141.1957527422535,565.133436741793,23.0
v2,T1,roto,5,BCDFG,AEH,1,2,upper_heavy,0,1,1,34,40776,22.363394419575798,38.87591750771779,124.57581399637056,554.897143724117,23.0
v2,T1,roto,5,BCDFH,AEG,1,2,upper_heavy,1,0,1,34,40782,24.378310253554066,40.14567560824486,136.1933266645799,600.5496966017085,23.0
v2,T1,roto,5,BCDGH,AEF,1,2,upper_heavy,0,0,1,34,40785,21.206036408270528,38.90660643277486,117.10129119653712,557.0704251562097,23.0
v2,T1,roto,5,BCEFG,ADH,2,1,lower_heavy,0,1,1,34,40777,21.856239590828544,36.95505996664605,112.15874139813374,513.7144425629733,23.0
v2,T1,roto,5,BCEFH,ADG,2,1,lower_heavy,1,0,1,34,40781,30.29129371414434,54.9352894825971,142.90538486930058,550.5658258539981,23.0
v2,T1,roto,5,BCEGH,ADF,2,1,lower_heavy,0,0,1,34,40784,28.34429054437439,50.81361881492473,140.92039945670626,584.2588818536901,23.0
v2,T1,roto,5,BCFGH,ADE,2,1,lower_heavy,0,0,0,33,39573,28.830935769465615,54.56545722721535,113.56672084246021,537.0039555463582,23.0
v2,T1,roto,5,BDEFG,ACH,2,1,lower_heavy,0,1,1,34,40785,31.11818860712821,41.61172219670729,141.7937553809635,593.8946862165621,23.0
v2,T1,roto,5,BDEFH,ACG,2,1,lower_heavy,1,0,1,34,40783,26.76990057286062,47.096620694276,141.83679914026806,594.1208800788056,23.0
v2,T1,roto,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,34,40796,29.09068233885037,44.958910021887434,155.5495730390328,607.0661229685513,23.0
v2,T1,roto,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,34,40779,27.33496589452742,53.21601687983511,143.99404763764522,588.4823506769119,23.0
v2,T1,roto,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,34,40780,36.442833667938686,59.88508814101601,143.19362779289415,550.0412036444225,23.0
v2,T1,roto,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,34,40790,33.22340894491482,53.16566835506674,154.2882122728072,590.9426303918988,23.0
v2,T1,roto,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,34,40790,31.702206949048808,53.16046743658469,167.04944760086227,601.0504779644795,23.0
v2,T1,roto,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,34,40787,29.106462799068098,45.05244915663589,120.18540622555355,575.0990390495119,23.0
v2,T1,roto,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,34,40780,38.703049899289525,64.27657016354533,137.9574746286894,556.4887845743331,23.0
v2,T1,roto,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,34,40784,31.057950016787657,63.2948111198818,124.45571105948093,533.8867080799836,23.0
v2,T1,roto,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,34,40791,34.73935602594776,62.815042544413,154.73104413082393,576.3544912828949,23.0
v2,T1,roto,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,34,40179,18.799012553539143,34.00098773915843,140.02468645532713,598.0079501848968,23.0
v2,T1,roto,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,34,40176,27.4692577597526,43.049270697426024,161.56319982707868,583.2668866538087,23.0
v2,T1,roto,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,34,39756,39.23019088966889,70.02362519487758,167.71553457794985,604.3659221190546,23.0
v2,T1,roto,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,34,39799,33.12066021913647,54.86812020107171,162.57003439348856,611.2096507381086,23.0
