host_elapsed_s,listener_t_ms,seq,pan,src,dst,code,q,level,cir,rxpacc,fp1,len
102.211,2017272,38694,0xdeca,0xb102,0xa100,0xe0,17678,7,1878,118,7180,12
102.223,2017284,38695,0xdeca,0xb102,0xa105,0xe0,17095,7,1847,119,6957,12
102.286,2017347,38696,0xdeca,0xb101,0xa100,0xe0,22218,8,2523,122,7394,12
102.298,2017359,38697,0xdeca,0xa104,0xb101,0xe1,16381,7,946,87,3352,20
105.364,2020425,38698,0xdeca,0xb102,0xa100,0xe0,18600,7,1976,118,7267,12
105.376,2020438,38699,0xdeca,0xb102,0xa103,0xe0,17734,7,1884,118,7257,12
105.443,2020491,38700,0xdeca,0xb101,0xa100,0xe0,20075,7,2355,124,4232,12
105.456,2020517,38701,0xdeca,0xb103,0xa104,0xe0,18739,7,2128,122,7254,12
105.489,2020550,38702,0xdeca,0xb102,0xa100,0xe0,19059,7,2200,123,2559,12
105.501,2020562,38703,0xdeca,0xb102,0xa104,0xe0,19140,7,2138,121,4130,12
105.632,2020693,38704,0xdeca,0xb101,0xa100,0xe0,18881,7,1972,117,6325,12
105.645,2020706,38705,0xdeca,0xb101,0xa104,0xe0,18504,7,2033,120,6530,12
105.657,2020718,38706,0xdeca,0xb103,0xa105,0xe0,19999,7,2234,121,7127,12
105.669,2020730,38707,0xdeca,0xb103,0xa107,0xe0,19187,7,2108,120,6935,12
105.687,2020748,38708,0xdeca,0xb102,0xa100,0xe0,18243,7,1938,118,6933,12
105.699,2020760,38709,0xdeca,0xb102,0xa104,0xe0,19196,7,2109,120,7268,12
105.846,2020907,38710,0xdeca,0xb101,0xa100,0xe0,20305,7,2382,124,7557,12
105.858,2020919,38711,0xdeca,0xb101,0xa104,0xe0,20151,7,2326,123,7459,12
108.800,2023862,38712,0xdeca,0xb102,0xa100,0xe0,18577,7,2041,120,5247,12
108.813,2023874,38713,0xdeca,0xb102,0xa104,0xe0,19478,7,2140,120,7464,12
108.866,2023928,38714,0xdeca,0xb101,0xa100,0xe0,18678,7,2121,122,7444,12
108.880,2023940,38715,0xdeca,0xb101,0xa104,0xe0,18969,7,2084,120,6728,12
109.462,2024523,38716,0xdeca,0xb102,0xa100,0xe0,20458,7,2400,124,7632,12
109.474,2024536,38717,0xdeca,0xb102,0xa104,0xe0,19032,7,2091,120,7205,12
109.518,2024579,38718,0xdeca,0xb103,0xa104,0xe0,20021,7,2311,123,7278,12
109.530,2024591,38719,0xdeca,0xb101,0xa101,0xe0,18685,7,1985,118,7211,12
109.542,2024604,38720,0xdeca,0xb101,0xa105,0xe0,19611,7,2227,122,4223,12
109.581,2024642,38721,0xdeca,0xb102,0xa100,0xe0,18862,7,2107,121,6565,12
109.593,2024654,38722,0xdeca,0xb102,0xa103,0xe0,16819,7,1910,122,6201,12
109.714,2024775,38723,0xdeca,0xb103,0xa104,0xe0,19937,7,2264,122,7402,12
109.726,2024788,38724,0xdeca,0xb101,0xa100,0xe0,18158,7,1929,118,6912,12
109.739,2024800,38725,0xdeca,0xb101,0xa100,0xe0,19847,7,2217,121,7110,12
109.751,2024812,38726,0xdeca,0xb101,0xa105,0xe0,19171,7,2177,122,6451,12
109.784,2024845,38727,0xdeca,0xb102,0xa100,0xe0,19360,7,2127,120,6125,12
109.796,2024858,38728,0xdeca,0xb102,0xa105,0xe0,19094,7,2240,124,7095,12
109.917,2024978,38729,0xdeca,0xb103,0xa100,0xe0,18345,7,1916,117,7194,12
109.929,2024991,38730,0xdeca,0xb101,0xa100,0xe0,20825,7,2443,124,3057,12
109.942,2025003,38731,0xdeca,0xb101,0xa101,0xe0,17524,7,1990,122,2609,12
