row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L19:I3:T6,simulate_imu_prior,0.6556723149988102,,,,
R2:L19:I3:T6,cpu_golden,20.734091215010267,,,,
R2:L19:I3:T6,torch_gpu,2.14596629900916,0,1,2.14596629900916,2.14596629900916
R2:L19:I3:T8,simulate_imu_prior,0.5636720330076059,,,,
R2:L19:I3:T8,cpu_golden,21.122051308004302,,,,
R2:L19:I3:T8,torch_gpu,2.0589320760045666,0,1,2.0589320760045666,2.0589320760045666
R2:L19:I4:T6,simulate_imu_prior,0.5828328560019145,,,,
R2:L19:I4:T6,cpu_golden,21.014840233998257,,,,
R2:L19:I4:T6,torch_gpu,2.0840242100093747,0,1,2.0840242100093747,2.0840242100093747
R2:L19:I4:T8,simulate_imu_prior,0.6117009689914994,,,,
R2:L19:I4:T8,cpu_golden,20.74205194800743,,,,
R2:L19:I4:T8,torch_gpu,2.048534249988734,0,1,2.048534249988734,2.048534249988734
