row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L10:I0:T6,S00,simulate_imu_prior,L10:I0,0.4169813830012572,,,,
R2:L10:I0:T6,S00,build_track_tensors,L10:I0,7.020994317001168,,,,
R2:L10:I0:T6,S00,torch_gpu,,3.4081384470009652,0,1,3.4081384470009652,3.4081384470009652
R2:L10:I0:T8,S00,torch_gpu,,3.5606040689999645,0,1,3.5606040689999645,3.5606040689999645
R2:L10:I1:T6,S00,simulate_imu_prior,L10:I1,0.31140547799805063,,,,
R2:L10:I1:T6,S00,build_track_tensors,L10:I1,7.187848251000105,,,,
R2:L10:I1:T6,S00,torch_gpu,,3.2652711299997463,0,1,3.2652711299997463,3.2652711299997463
R2:L10:I1:T8,S00,torch_gpu,,3.6856613130003097,0,1,3.6856613130003097,3.6856613130003097
R2:L10:I3:T6,S00,simulate_imu_prior,L10:I3,0.3069609810008842,,,,
R2:L10:I3:T6,S00,build_track_tensors,L10:I3,7.151986421999027,,,,
R2:L10:I3:T6,S00,torch_gpu,,2.3943848719973175,0,1,2.3943848719973175,2.3943848719973175
R2:L10:I3:T8,S00,torch_gpu,,3.6106411079999816,0,1,3.6106411079999816,3.6106411079999816
R2:L10:I4:T6,S00,simulate_imu_prior,L10:I4,0.3030397950024053,,,,
R2:L10:I4:T6,S00,build_track_tensors,L10:I4,7.995234247002372,,,,
R2:L10:I4:T6,S00,torch_gpu,,0.9609182179992786,0,1,0.9609182179992786,0.9609182179992786
R2:L10:I4:T8,S00,torch_gpu,,3.795330073000514,0,1,3.795330073000514,3.795330073000514
R2:L10:I7:T6,S00,simulate_imu_prior,L10:I7,0.29898211899853777,,,,
R2:L10:I7:T6,S00,build_track_tensors,L10:I7,7.020266029998311,,,,
R2:L10:I7:T6,S00,torch_gpu,,0.674478379998618,0,1,0.674478379998618,0.674478379998618
R2:L10:I7:T8,S00,torch_gpu,,0.6606489549994876,0,1,0.6606489549994876,0.6606489549994876
R2:L10:I8:T6,S00,simulate_imu_prior,L10:I8,0.31759387900092406,,,,
R2:L10:I8:T6,S00,build_track_tensors,L10:I8,7.473461502999271,,,,
R2:L10:I8:T6,S00,torch_gpu,,1.7962310949988023,0,1,1.7962310949988023,1.7962310949988023
R2:L10:I8:T8,S00,torch_gpu,,0.676053041999694,0,1,0.676053041999694,0.676053041999694
R2:L10:I1+I3+I7:T6,S00,simulate_imu_prior,L10:I1+I3+I7,0.31913879700005054,,,,
R2:L10:I1+I3+I7:T6,S00,build_track_tensors,L10:I1+I3+I7,7.772789098999056,,,,
R2:L10:I1+I3+I7:T6,S00,torch_gpu,,3.075044125002023,0,1,3.075044125002023,3.075044125002023
R2:L10:I1+I3+I7:T8,S00,torch_gpu,,1.9646536699983699,0,1,1.9646536699983699,1.9646536699983699
R2:L10:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L10:I1+I2+I3+I8,0.32288063000305556,,,,
R2:L10:I1+I2+I3+I8:T6,S00,build_track_tensors,L10:I1+I2+I3+I8,7.477220089000184,,,,
R2:L10:I1+I2+I3+I8:T6,S00,torch_gpu,,3.0571060219990613,0,1,3.0571060219990613,3.0571060219990613
R2:L10:I1+I2+I3+I8:T8,S00,torch_gpu,,3.45407368999804,0,1,3.45407368999804,3.45407368999804
R2:L11:I0:T6,S00,simulate_imu_prior,L11:I0,0.30858416599949123,,,,
R2:L11:I0:T6,S00,build_track_tensors,L11:I0,8.093854826998722,,,,
R2:L11:I0:T6,S00,torch_gpu,,3.1196910869985004,0,1,3.1196910869985004,3.1196910869985004
R2:L11:I0:T8,S00,torch_gpu,,3.1646666349988664,0,1,3.1646666349988664,3.1646666349988664
R2:L11:I1:T6,S00,simulate_imu_prior,L11:I1,0.31385294400024577,,,,
R2:L11:I1:T6,S00,build_track_tensors,L11:I1,8.06718493599692,,,,
R2:L11:I1:T6,S00,torch_gpu,,2.975129829999787,0,1,2.975129829999787,2.975129829999787
R2:L11:I1:T8,S00,torch_gpu,,3.104671012999461,0,1,3.104671012999461,3.104671012999461
R2:L11:I3:T6,S00,simulate_imu_prior,L11:I3,0.30904214499969385,,,,
R2:L11:I3:T6,S00,build_track_tensors,L11:I3,7.9064079400013725,,,,
R2:L11:I3:T6,S00,torch_gpu,,2.540974881998409,0,1,2.540974881998409,2.540974881998409
R2:L11:I3:T8,S00,torch_gpu,,3.2812150009995094,0,1,3.2812150009995094,3.2812150009995094
R2:L11:I4:T6,S00,simulate_imu_prior,L11:I4,0.31263019800098846,,,,
R2:L11:I4:T6,S00,build_track_tensors,L11:I4,8.265628353998181,,,,
R2:L11:I4:T6,S00,torch_gpu,,1.7392554149992066,0,1,1.7392554149992066,1.7392554149992066
R2:L11:I4:T8,S00,torch_gpu,,3.2969176180013164,0,1,3.2969176180013164,3.2969176180013164
R2:L11:I7:T6,S00,simulate_imu_prior,L11:I7,0.3055974829985644,,,,
R2:L11:I7:T6,S00,build_track_tensors,L11:I7,8.186925161997351,,,,
R2:L11:I7:T6,S00,torch_gpu,,1.2359121029985545,0,1,1.2359121029985545,1.2359121029985545
R2:L11:I7:T8,S00,torch_gpu,,2.0617867059991113,0,1,2.0617867059991113,2.0617867059991113
R2:L11:I8:T6,S00,simulate_imu_prior,L11:I8,0.30792370100243716,,,,
R2:L11:I8:T6,S00,build_track_tensors,L11:I8,7.989368336999178,,,,
