row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L17:I0:T6,simulate_imu_prior,0.6063120579929091,,,,
R4:L17:I0:T6,cpu_golden,21.2709667589952,,,,
R4:L17:I0:T6,torch_gpu,2.24477261499851,0,1,2.24477261499851,2.24477261499851
R4:L17:I0:T8,simulate_imu_prior,0.630795571996714,,,,
R4:L17:I0:T8,cpu_golden,22.327686514006928,,,,
R4:L17:I0:T8,torch_gpu,2.076202853000723,0,1,2.076202853000723,2.076202853000723
R4:L17:I1:T6,simulate_imu_prior,0.5900408869929379,,,,
R4:L17:I1:T6,cpu_golden,21.064710409002146,,,,
R4:L17:I1:T6,torch_gpu,2.0869457619992318,0,1,2.0869457619992318,2.0869457619992318
R4:L17:I1:T8,simulate_imu_prior,0.6055520210065879,,,,
R4:L17:I1:T8,cpu_golden,21.167834132997086,,,,
R4:L17:I1:T8,torch_gpu,2.1638896639924496,0,1,2.1638896639924496,2.1638896639924496
