timestamp,id,type,path,notes
2026-06-23T21:48:22+02:00,"CODEX_TR2FULL10_SLOT25_OFF","static","/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2full10_slot25_20260623/static_CODEX_TR2FULL10_SLOT25_OFF_BSF66F_30s_20260623_214717","duration_s=30; targets=BSF66F; cir=off; rc=0"
