host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T01:25:40.700+02:00,BSF66F,3756,2,C,2602,2555269738,6749,47694,11266,647,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003756_C.bin
2026-06-02T01:25:41.636+02:00,BSF66F,3757,6,G,2473,1372962884,11612,48136,13603,2259,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003757_G.bin
2026-06-02T01:25:42.567+02:00,BSF66F,3758,3,D,2655,1213727305,6627,47653,11554,719,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003758_D.bin
2026-06-02T01:25:43.525+02:00,BSF66F,3760,0,A,2714,3411904095,5577,47675,13082,1817,36,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003760_A.bin
2026-06-02T01:25:44.485+02:00,BSF66F,3762,1,B,3243,4274428256,5866,47940,9785,475,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003762_B.bin
2026-06-02T01:25:45.453+02:00,BSF66F,3764,2,C,2647,1301139241,6649,47885,11397,646,36,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003764_C.bin
2026-06-02T01:25:46.388+02:00,BSF66F,3765,6,G,2426,137858655,11613,47667,16840,2173,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003765_G.bin
2026-06-02T01:25:47.320+02:00,BSF66F,3766,3,D,2697,4255729670,6547,48098,11742,711,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003766_D.bin
2026-06-02T01:25:48.262+02:00,BSF66F,3767,7,H,2268,3516403059,7406,47943,21641,2019,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003767_H.bin
2026-06-02T01:25:49.171+02:00,BSF66F,3768,0,A,2689,3443050781,5569,47865,15459,1967,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003768_A.bin
2026-06-02T01:25:50.131+02:00,BSF66F,3770,1,B,3183,4274812530,5850,47710,9590,470,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003770_B.bin
2026-06-02T01:25:51.099+02:00,BSF66F,3772,2,C,2667,1274359873,6527,47645,10984,639,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003772_C.bin
2026-06-02T01:25:52.073+02:00,BSF66F,3774,3,D,2646,3006125479,6702,48011,12313,730,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003774_D.bin
2026-06-02T01:25:53.026+02:00,BSF66F,3776,0,A,2720,658662175,5525,47875,13128,1700,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003776_A.bin
2026-06-02T01:25:53.940+02:00,BSF66F,3777,4,E,2649,2853710978,8387,47710,12816,686,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003777_E.bin
2026-06-02T01:25:54.874+02:00,BSF66F,3778,1,B,3251,2404955623,5754,48083,9776,483,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003778_B.bin
2026-06-02T01:25:55.795+02:00,BSF66F,3779,5,F,2869,765089382,111,47706,20924,2159,72,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003779_F.bin
2026-06-02T01:25:56.725+02:00,BSF66F,3780,2,C,2619,60073150,6631,47778,11668,761,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003780_C.bin
2026-06-02T01:25:57.700+02:00,BSF66F,3782,3,D,2613,1803569928,6709,47852,10518,688,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003782_D.bin
2026-06-02T01:25:58.653+02:00,BSF66F,3784,0,A,2729,3726475424,5524,47740,14769,1793,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003784_A.bin
2026-06-02T01:25:59.612+02:00,BSF66F,3786,1,B,3194,263514604,5830,48088,10192,503,20,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003786_B.bin
2026-06-02T01:26:00.538+02:00,BSF66F,3787,5,F,2972,3157330921,-72,48085,21110,1871,72,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003787_F.bin
2026-06-02T01:26:01.469+02:00,BSF66F,3788,2,C,2640,2468815343,6524,48083,11353,669,36,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003788_C.bin
2026-06-02T01:26:02.443+02:00,BSF66F,3790,3,D,2653,4211741486,6728,47890,12254,726,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539/accumulator_bin/sweep_00003790_D.bin
