host_elapsed_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
3.094775,62905,,BSDC91,,cal_roto,5,success,95,4,4,70,88,0
3.297265,62906,,BSDC91,,cal_roto,5,success,96,4,4,38,52,0
3.479953,62907,,BSDC91,,cal_roto,5,success,96,4,4,7,9,0
3.687402,62908,,BSDC91,,cal_roto,5,success,96,4,4,52,72,0
3.889706,62909,,BSDC91,,cal_roto,5,success,96,4,4,56,80,0
4.145184,62910,,BSDC91,,cal_roto,5,success,97,4,4,112,165,0
4.302616,62911,,BSDC91,,cal_roto,5,success,97,4,4,131,200,0
4.487411,62912,,BSDC91,,cal_roto,5,success,97,4,4,147,220,0
4.687009,62913,,BSDC91,,cal_roto,5,success,97,4,4,80,115,0
4.894899,62914,,BSDC91,,cal_roto,5,success,97,4,4,63,96,0
5.150096,62915,,BSDC91,,cal_roto,5,success,97,4,4,16,24,0
5.280026,62916,,BSDC91,,cal_roto,5,success,97,4,4,68,109,0
5.487298,62917,,BSDC91,,cal_roto,5,success,97,4,4,15,22,0
5.689734,62918,,BSDC91,,cal_roto,5,success,98,4,4,35,51,0
5.924727,62919,,BSDC91,,cal_roto,5,success,98,4,4,222,318,0
6.054847,62920,,BSDC91,,cal_roto,5,success,98,4,4,7,10,0
6.304774,62921,,BSDC91,,cal_roto,5,success,98,4,4,14,18,0
6.487649,62922,,BSDC91,,cal_roto,5,success,98,4,4,98,136,0
6.694927,62923,,BSDC91,,cal_roto,5,success,98,4,4,72,108,0
6.897304,62924,,BSDC91,,cal_roto,5,success,98,4,4,57,75,0
7.079761,62925,,BSDC91,,cal_roto,5,success,98,4,4,23,30,0
7.288228,62926,,BSDC91,,cal_roto,5,success,100,4,4,11,15,0
7.490342,62927,,BSDC91,,cal_roto,5,success,100,4,4,35,48,0
7.722586,62928,,BSDC91,,cal_roto,5,success,100,4,4,90,119,0
7.880104,62929,,BSDC91,,cal_roto,5,success,100,4,4,76,107,0
8.105646,62930,,BSDC91,,cal_roto,5,success,100,4,4,46,67,0
8.28784,62931,,BSDC91,,cal_roto,5,success,100,4,4,101,147,0
8.495128,62932,,BSDC91,,cal_roto,5,success,100,4,4,80,121,0
8.700139,62933,,BSDC91,,cal_roto,5,success,100,4,4,128,207,0
8.879845,62934,,BSDC91,,cal_roto,5,success,100,4,4,114,180,0
9.08799,62935,,BSDC91,,cal_roto,5,success,100,4,4,38,58,0
9.294909,62936,,BSDC91,,cal_roto,5,success,100,4,4,67,102,0
9.524997,62937,,BSDC91,,cal_roto,5,success,100,4,4,34,53,0
9.702465,62938,,BSDC91,,cal_roto,5,success,100,4,4,58,81,0
9.905437,62939,,BSDC91,,cal_roto,5,success,100,4,4,20,30,0
10.087229,62940,,BSDC91,,cal_roto,5,success,100,4,4,84,118,0
10.297725,62941,,BSDC91,,cal_roto,5,success,100,4,4,7,10,0
10.497673,62942,,BSDC91,,cal_roto,5,success,100,4,4,29,39,0
10.679952,62943,,BSDC91,,cal_roto,5,success,100,4,4,71,100,0
10.862826,62944,,BSDC91,,cal_roto,5,success,100,4,4,57,78,0
11.119916,62945,,BSDC91,,cal_roto,5,success,100,4,4,45,57,0
11.325086,62946,,BSDC91,,cal_roto,5,success,100,4,4,17,21,0
11.480082,62947,,BSDC91,,cal_roto,5,success,100,4,4,18,24,0
11.705031,62948,,BSDC91,,cal_roto,5,success,100,4,4,102,141,0
11.939763,62949,,BSDC91,,cal_roto,5,success,100,4,4,60,83,0
12.09511,62950,,BSDC91,,cal_roto,5,success,100,4,4,28,39,0
12.297784,62951,,BSDC91,,cal_roto,5,success,100,4,4,97,142,0
12.477832,62952,,BSDC91,,cal_roto,5,success,100,4,4,113,171,0
12.687546,62953,,BSDC91,,cal_roto,5,success,100,4,4,95,154,0
12.890379,62954,,BSDC91,,cal_roto,5,success,100,4,4,106,172,0
13.125313,62955,,BSDC91,,cal_roto,5,success,100,4,4,73,113,0
13.280617,62956,,BSDC91,,cal_roto,5,success,100,4,4,59,90,0
13.505136,62957,,BSDC91,,cal_roto,5,success,100,4,4,64,94,0
13.687431,62958,,BSDC91,,cal_roto,5,success,100,4,4,53,84,0
13.895204,62959,,BSDC91,,cal_roto,5,success,100,4,4,57,90,0
14.079856,62960,,BSDC91,,cal_roto,5,success,100,4,4,74,107,0
14.27997,62961,,BSDC91,,cal_roto,5,success,100,4,4,39,52,0
14.487626,62962,,BSDC91,,cal_roto,5,success,100,4,4,12,18,0
14.694173,62963,,BSDC91,,cal_roto,5,success,100,4,4,97,144,0
14.872383,62964,,BSDC91,,cal_roto,5,success,100,4,4,5,7,0
15.102619,62965,,BSDC91,,cal_roto,5,success,100,4,4,42,54,0
15.305094,62966,,BSDC91,,cal_roto,5,success,100,4,4,5,6,0
15.487478,62967,,BSDC91,,cal_roto,5,success,100,4,4,12,16,0
15.66995,62968,,BSDC91,,cal_roto,5,success,100,4,4,6,9,0
15.897652,62969,,BSDC91,,cal_roto,5,success,100,4,4,19,26,0
16.080133,62970,,BSDC91,,cal_roto,5,success,100,4,4,30,43,0
16.287604,62971,,BSDC91,,cal_roto,5,success,100,4,4,50,73,0
16.542828,62972,,BSDC91,,cal_roto,5,success,100,4,4,115,172,0
16.725015,62973,,BSDC91,,cal_roto,5,success,100,4,4,135,209,0
16.90291,62974,,BSDC91,,cal_roto,5,success,100,4,4,112,178,0
17.109066,62975,,BSDC91,,cal_roto,5,success,100,4,4,71,109,0
17.285308,62976,,BSDC91,,cal_roto,5,success,100,4,4,66,101,0
17.495312,62977,,BSDC91,,cal_roto,5,success,100,4,4,18,29,0
17.698018,62978,,BSDC91,,cal_roto,5,success,100,4,4,75,116,0
17.909423,62979,,BSDC91,,cal_roto,5,success,100,4,4,19,28,0
18.090318,62980,,BSDC91,,cal_roto,5,success,100,4,4,53,75,0
18.290308,62981,,BSDC91,,cal_roto,5,success,100,4,4,36,50,0
18.473354,62982,,BSDC91,,cal_roto,5,success,100,4,4,6,8,0
18.703769,62983,,BSDC91,,cal_roto,5,success,100,4,4,89,137,0
18.90913,62984,,BSDC91,,cal_roto,5,success,100,4,4,28,37,0
19.117208,62985,,BSDC91,,cal_roto,5,success,100,4,4,37,51,0
19.295388,62986,,BSDC91,,cal_roto,5,success,100,4,4,9,12,0
19.49832,62987,,BSDC91,,cal_roto,5,success,100,4,4,58,77,0
19.709657,62988,,BSDC91,,cal_roto,5,success,100,4,4,15,21,0
19.887818,62989,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0
20.090311,62990,,BSDC91,,cal_roto,5,success,100,4,4,76,108,0
20.272787,62991,,BSDC91,,cal_roto,5,success,100,4,4,41,60,0
20.501881,62992,,BSDC91,,cal_roto,5,success,100,4,4,125,184,0
20.70532,62993,,BSDC91,,cal_roto,5,success,100,4,4,104,162,0
20.887584,62994,,BSDC91,,cal_roto,5,success,100,4,4,103,158,0
21.095303,62995,,BSDC91,,cal_roto,5,success,100,4,4,98,148,0
21.297873,62996,,BSDC91,,cal_roto,5,success,100,4,4,38,58,0
21.483069,62997,,BSDC91,,cal_roto,5,success,100,4,4,44,67,0
21.688581,62998,,BSDC91,,cal_roto,5,success,100,4,4,74,106,0
21.890411,62999,,BSDC91,,cal_roto,5,success,100,4,4,29,40,0
22.123065,63000,,BSDC91,,cal_roto,5,success,100,4,4,66,94,0
22.280545,63001,,BSDC91,,cal_roto,5,success,100,4,4,31,42,0
22.534358,63002,,BSDC91,,cal_roto,5,success,100,4,4,5,6,0
22.687575,63003,,BSDC91,,cal_roto,5,success,100,4,4,74,95,0
22.918044,63004,,BSDC91,,cal_roto,5,success,100,4,4,43,59,0
23.098157,63005,,BSDC91,,cal_roto,5,success,100,4,4,60,87,0
23.280318,63006,,BSDC91,,cal_roto,5,success,100,4,4,40,53,0
23.488358,63007,,BSDC91,,cal_roto,5,success,100,4,4,25,31,0
23.673285,63008,,BSDC91,,cal_roto,5,success,100,4,4,9,12,0
23.925376,63009,,BSDC91,,cal_roto,5,success,100,4,4,127,174,0
24.124936,63010,,BSDC91,,cal_roto,5,success,100,4,4,82,114,0
24.305508,63011,,BSDC91,,cal_roto,5,success,100,4,4,50,71,0
24.518044,63012,,BSDC91,,cal_roto,5,success,100,4,4,70,100,0
24.695552,63013,,BSDC91,,cal_roto,5,success,100,4,4,128,191,0
24.898302,63014,,BSDC91,,cal_roto,5,success,100,4,4,111,174,0
25.080367,63015,,BSDC91,,cal_roto,5,success,100,4,4,127,203,0
25.263453,63016,,BSDC91,,cal_roto,5,success,100,4,4,76,117,0
25.490624,63017,,BSDC91,,cal_roto,5,success,100,4,4,59,91,0
25.725403,63018,,BSDC91,,cal_roto,5,success,100,4,4,39,56,0
25.880584,63019,,BSDC91,,cal_roto,5,success,100,4,4,56,86,0
26.105853,63020,,BSDC91,,cal_roto,5,success,100,4,4,30,49,0
26.287901,63021,,BSDC91,,cal_roto,5,success,100,4,4,66,96,0
26.495531,63022,,BSDC91,,cal_roto,5,success,100,4,4,45,61,0
26.698142,63023,,BSDC91,,cal_roto,5,success,100,4,4,21,30,0
26.878179,63024,,BSDC91,,cal_roto,5,success,100,4,4,87,134,0
27.091969,63025,,BSDC91,,cal_roto,5,success,100,4,4,35,45,0
27.29063,63026,,BSDC91,,cal_roto,5,success,100,4,4,29,38,0
27.524922,63027,,BSDC91,,cal_roto,5,success,100,4,4,11,14,0
27.680687,63028,,BSDC91,,cal_roto,5,success,100,4,4,30,39,0
27.935956,63029,,BSDC91,,cal_roto,5,success,100,4,4,4,5,0
28.089068,63030,,BSDC91,,cal_roto,5,success,100,4,4,100,131,0
28.296313,63031,,BSDC91,,cal_roto,5,success,100,4,4,73,103,0
28.480982,63032,,BSDC91,,cal_roto,5,success,100,4,4,47,67,0
28.711559,63033,,BSDC91,,cal_roto,5,success,100,4,4,106,155,0
28.889107,63034,,BSDC91,,cal_roto,5,success,100,4,4,137,214,0
29.091771,63035,,BSDC91,,cal_roto,5,success,100,4,4,118,182,0
29.325707,63036,,BSDC91,,cal_roto,5,success,100,4,4,66,100,0
29.480856,63037,,BSDC91,,cal_roto,5,success,100,4,4,30,45,0
29.735787,63038,,BSDC91,,cal_roto,5,success,100,4,4,57,82,0
29.88806,63039,,BSDC91,,cal_roto,5,success,100,4,4,42,60,0
30.07066,63040,,BSDC91,,cal_roto,5,success,100,4,4,52,74,0
30.298175,63041,,BSDC91,,cal_roto,5,success,100,4,4,54,74,0
30.480589,63042,,BSDC91,,cal_roto,5,success,100,4,4,208,301,0
30.688374,63043,,BSDC91,,cal_roto,5,success,100,4,4,2,3,0
30.891227,63044,,BSDC91,,cal_roto,5,success,100,4,4,66,90,0
31.125739,63045,,BSDC91,,cal_roto,5,success,100,4,4,46,58,0
31.280843,63046,,BSDC91,,cal_roto,5,success,100,4,4,40,51,0
31.506212,63047,,BSDC91,,cal_roto,5,success,100,4,4,14,19,0
31.685733,63048,,BSDC91,,cal_roto,5,success,100,4,4,43,56,0
31.918738,63049,,BSDC91,,cal_roto,5,success,100,4,4,119,163,0
32.098231,63050,,BSDC91,,cal_roto,5,success,100,4,4,74,103,0
32.280576,63051,,BSDC91,,cal_roto,5,success,100,4,4,64,91,0
32.488234,63052,,BSDC91,,cal_roto,5,success,100,4,4,56,80,0
32.720778,63053,,BSDC91,,cal_roto,5,success,100,4,4,94,140,0
32.926033,63054,,BSDC91,,cal_roto,5,success,100,4,4,91,141,0
33.080799,63055,,BSDC91,,cal_roto,5,success,100,4,4,115,186,0
33.288138,63056,,BSDC91,,cal_roto,5,success,100,4,4,74,115,0
33.488382,63057,,BSDC91,,cal_roto,5,success,100,4,4,48,74,0
33.69632,63058,,BSDC91,,cal_roto,5,success,100,4,4,46,64,0
33.898296,63059,,BSDC91,,cal_roto,5,success,100,4,4,51,81,0
34.080726,63060,,BSDC91,,cal_roto,5,success,100,4,4,47,77,0
34.288562,63061,,BSDC91,,cal_roto,5,success,100,4,4,72,105,0
34.490933,63062,,BSDC91,,cal_roto,5,success,100,4,4,33,45,0
34.673139,63063,,BSDC91,,cal_roto,5,success,100,4,4,16,23,0
34.855581,63064,,BSDC91,,cal_roto,5,success,100,4,4,94,138,0
35.105983,63065,,BSDC91,,cal_roto,5,success,100,4,4,15,21,0
35.288072,63066,,BSDC91,,cal_roto,5,success,100,4,4,60,78,0
35.499189,63067,,BSDC91,,cal_roto,5,success,100,4,4,6,7,0
35.698414,63068,,BSDC91,,cal_roto,5,success,100,4,4,40,55,0
35.930441,63069,,BSDC91,,cal_roto,5,success,100,4,4,56,73,0
36.111469,63070,,BSDC91,,cal_roto,5,success,100,4,4,82,115,0
36.290989,63071,,BSDC91,,cal_roto,5,success,100,4,4,30,43,0
36.523553,63072,,BSDC91,,cal_roto,5,success,100,4,4,157,226,0
36.755985,63073,,BSDC91,,cal_roto,5,success,100,4,4,80,120,0
36.905948,63074,,BSDC91,,cal_roto,5,success,100,4,4,141,208,0
37.118214,63075,,BSDC91,,cal_roto,5,success,100,4,4,90,131,0
37.29646,63076,,BSDC91,,cal_roto,5,success,100,4,4,54,82,0
37.498601,63077,,BSDC91,,cal_roto,5,success,100,4,4,87,128,0
37.680768,63078,,BSDC91,,cal_roto,5,success,100,4,4,34,54,0
37.888485,63079,,BSDC91,,cal_roto,5,success,100,4,4,69,102,0
38.073937,63080,,BSDC91,,cal_roto,5,success,100,4,4,52,85,0
38.325847,63081,,BSDC91,,cal_roto,5,success,100,4,4,160,240,0
38.480933,63082,,BSDC91,,cal_roto,5,success,100,4,4,5,7,0
38.706151,63083,,BSDC91,,cal_roto,5,success,100,4,4,19,26,0
38.888314,63084,,BSDC91,,cal_roto,5,success,100,4,4,85,118,0
39.096955,63085,,BSDC91,,cal_roto,5,success,100,4,4,40,60,0
39.29868,63086,,BSDC91,,cal_roto,5,success,100,4,4,61,75,0
39.481588,63087,,BSDC91,,cal_roto,5,success,100,4,4,12,15,0
39.664554,63088,,BSDC91,,cal_roto,5,success,100,4,4,55,73,0
39.895186,63089,,BSDC91,,cal_roto,5,success,100,4,4,61,86,0
40.073401,63090,,BSDC91,,cal_roto,5,success,100,4,4,10,13,0
40.281415,63091,,BSDC91,,cal_roto,5,success,100,4,4,67,94,0
40.535423,63092,,BSDC91,,cal_roto,5,success,100,4,4,37,54,0
40.688264,63093,,BSDC91,,cal_roto,5,success,100,4,4,115,171,0
40.896077,63094,,BSDC91,,cal_roto,5,success,100,4,4,112,172,0
41.09895,63095,,BSDC91,,cal_roto,5,success,100,4,4,124,188,0
41.278681,63096,,BSDC91,,cal_roto,5,success,100,4,4,67,95,0
41.488548,63097,,BSDC91,,cal_roto,5,success,100,4,4,50,77,0
41.691078,63098,,BSDC91,,cal_roto,5,success,100,4,4,21,33,0
41.926258,63099,,BSDC91,,cal_roto,5,success,100,4,4,81,129,0
42.081345,63100,,BSDC91,,cal_roto,5,success,100,4,4,26,39,0
42.306032,63101,,BSDC91,,cal_roto,5,success,100,4,4,44,61,0
42.488078,63102,,BSDC91,,cal_roto,5,success,100,4,4,92,128,0
42.696094,63103,,BSDC91,,cal_roto,5,success,100,4,4,26,38,0
42.851367,63104,,BSDC91,,cal_roto,5,success,100,4,4,1,2,0
43.081184,63105,,BSDC91,,cal_roto,5,success,100,4,4,93,121,0
43.288773,63106,,BSDC91,,cal_roto,5,success,100,4,4,8,11,0
43.491204,63107,,BSDC91,,cal_roto,5,success,100,4,4,30,39,0
43.67381,63108,,BSDC91,,cal_roto,5,success,100,4,4,22,28,0
43.88125,63109,,BSDC91,,cal_roto,5,success,100,4,4,20,26,0
44.106181,63110,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0
44.319129,63111,,BSDC91,,cal_roto,5,success,100,4,4,8,12,0
44.470965,63112,,BSDC91,,cal_roto,5,success,100,4,4,71,98,0
44.698602,63113,,BSDC91,,cal_roto,5,success,100,4,4,59,84,0
44.881247,63114,,BSDC91,,cal_roto,5,success,100,4,4,96,138,0
45.111193,63115,,BSDC91,,cal_roto,5,success,100,4,4,114,168,0
45.291195,63116,,BSDC91,,cal_roto,5,success,100,4,4,133,216,0
45.526078,63117,,BSDC91,,cal_roto,5,success,100,4,4,110,170,0
45.681289,63118,,BSDC91,,cal_roto,5,success,100,4,4,101,153,0
45.906352,63119,,BSDC91,,cal_roto,5,success,100,4,4,43,66,0
46.086746,63120,,BSDC91,,cal_roto,5,success,100,4,4,71,108,0
46.296202,63121,,BSDC91,,cal_roto,5,success,100,4,4,31,51,0
46.476388,63122,,BSDC91,,cal_roto,5,success,100,4,4,26,38,0
46.680971,63123,,BSDC91,,cal_roto,5,success,100,4,4,45,62,0
46.888819,63124,,BSDC91,,cal_roto,5,success,100,4,4,6,9,0
47.091254,63125,,BSDC91,,cal_roto,5,success,100,4,4,10,15,0
47.273592,63126,,BSDC91,,cal_roto,5,success,100,4,4,106,136,0
47.481222,63127,,BSDC91,,cal_roto,5,success,100,4,4,31,41,0
47.688496,63128,,BSDC91,,cal_roto,5,success,100,4,4,39,52,0
47.888785,63129,,BSDC91,,cal_roto,5,success,100,4,4,15,19,0
48.096265,63130,,BSDC91,,cal_roto,5,success,100,4,4,74,98,0
48.299023,63131,,BSDC91,,cal_roto,5,success,100,4,4,21,30,0
48.481098,63132,,BSDC91,,cal_roto,5,success,100,4,4,11,16,0
48.689855,63133,,BSDC91,,cal_roto,5,success,100,4,4,59,84,0
48.892011,63134,,BSDC91,,cal_roto,5,success,100,4,4,37,54,0
49.147009,63135,,BSDC91,,cal_roto,5,success,100,4,4,82,121,0
49.328225,63136,,BSDC91,,cal_roto,5,success,100,4,4,119,189,0
49.510235,63137,,BSDC91,,cal_roto,5,success,100,4,4,119,183,0
49.689671,63138,,BSDC91,,cal_roto,5,success,100,4,4,96,144,0
49.896502,63139,,BSDC91,,cal_roto,5,success,100,4,4,65,99,0
50.076488,63140,,BSDC91,,cal_roto,5,success,100,4,4,8,12,0
50.281011,63141,,BSDC91,,cal_roto,5,success,100,4,4,78,115,0
50.489733,63142,,BSDC91,,cal_roto,5,success,100,4,4,40,65,0
50.691515,63143,,BSDC91,,cal_roto,5,success,100,4,4,56,82,0
50.871504,63144,,BSDC91,,cal_roto,5,success,100,4,4,31,42,0
51.081414,63145,,BSDC91,,cal_roto,5,success,100,4,4,12,16,0
51.30747,63146,,BSDC91,,cal_roto,5,success,100,4,4,103,141,0
51.488783,63147,,BSDC91,,cal_roto,5,success,100,4,4,18,23,0
51.696479,63148,,BSDC91,,cal_roto,5,success,100,4,4,49,67,0
51.876661,63149,,BSDC91,,cal_roto,5,success,100,4,4,30,40,0
52.081201,63150,,BSDC91,,cal_roto,5,success,100,4,4,12,15,0
52.288898,63151,,BSDC91,,cal_roto,5,success,100,4,4,15,20,0
52.474569,63152,,BSDC91,,cal_roto,5,success,100,4,4,57,79,0
52.674358,63153,,BSDC91,,cal_roto,5,success,100,4,4,53,77,0
52.881467,63154,,BSDC91,,cal_roto,5,success,100,4,4,85,124,0
53.106637,63155,,BSDC91,,cal_roto,5,success,100,4,4,116,173,0
53.288381,63156,,BSDC91,,cal_roto,5,success,100,4,4,111,172,0
53.49683,63157,,BSDC91,,cal_roto,5,success,100,4,4,132,209,0
53.699485,63158,,BSDC91,,cal_roto,5,success,100,4,4,80,119,0
53.881206,63159,,BSDC91,,cal_roto,5,success,100,4,4,51,78,0
54.063843,63160,,BSDC91,,cal_roto,5,success,100,4,4,45,66,0
54.292005,63161,,BSDC91,,cal_roto,5,success,100,4,4,38,61,0
54.473903,63162,,BSDC91,,cal_roto,5,success,100,4,4,29,41,0
54.681757,63163,,BSDC91,,cal_roto,5,success,100,4,4,111,161,0
54.906503,63164,,BSDC91,,cal_roto,5,success,100,4,4,40,56,0
55.089654,63165,,BSDC91,,cal_roto,5,success,100,4,4,25,34,0
55.296681,63166,,BSDC91,,cal_roto,5,success,100,4,4,33,46,0
55.499087,63167,,BSDC91,,cal_roto,5,success,100,4,4,86,116,0
55.707956,63168,,BSDC91,,cal_roto,5,success,100,4,4,17,21,0
55.889127,63169,,BSDC91,,cal_roto,5,success,100,4,4,24,32,0
56.091995,63170,,BSDC91,,cal_roto,5,success,100,4,4,41,58,0
56.274004,63171,,BSDC91,,cal_roto,5,success,100,4,4,1,1,0
