host_elapsed_s,sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
3.096799,62905,,BSDC91,,cal_roto,5,95,"A,D,E,G","ok,ok,ok,ok","100,91,100,91"
3.300022,62906,,BSDC91,,cal_roto,5,96,"D,A,E,G","ok,ok,ok,ok","92,100,100,92"
3.4811,62907,,BSDC91,,cal_roto,5,96,"D,A,E,G","ok,ok,ok,ok","92,100,100,92"
3.689533,62908,,BSDC91,,cal_roto,5,96,"D,A,E,G","ok,ok,ok,ok","93,100,100,93"
3.891876,62909,,BSDC91,,cal_roto,5,96,"A,D,E,G","ok,ok,ok,ok","100,93,100,93"
4.147822,62910,,BSDC91,,cal_roto,5,97,"A,D,G,E","ok,ok,ok,ok","100,94,94,100"
4.304568,62911,,BSDC91,,cal_roto,5,97,"A,D,G,E","ok,ok,ok,ok","100,94,94,100"
4.504982,62912,,BSDC91,,cal_roto,5,97,"A,D,E,G","ok,ok,ok,ok","100,94,100,94"
4.688601,62913,,BSDC91,,cal_roto,5,97,"A,D,E,G","ok,ok,ok,ok","100,95,100,95"
4.896847,62914,,BSDC91,,cal_roto,5,97,"D,A,E,G","ok,ok,ok,ok","95,100,100,95"
5.152455,62915,,BSDC91,,cal_roto,5,97,"D,A,E,G","ok,ok,ok,ok","95,100,100,95"
5.281729,62916,,BSDC91,,cal_roto,5,97,"D,A,E,G","ok,ok,ok,ok","95,100,100,95"
5.489321,62917,,BSDC91,,cal_roto,5,97,"A,D,E,G","ok,ok,ok,ok","100,95,100,95"
5.692071,62918,,BSDC91,,cal_roto,5,98,"A,D,G,E","ok,ok,ok,ok","100,96,96,100"
5.926306,62919,,BSDC91,,cal_roto,5,98,"A,D,G,E","ok,ok,ok,ok","100,96,96,100"
6.080103,62920,,BSDC91,,cal_roto,5,98,"A,D,E,G","ok,ok,ok,ok","100,96,100,96"
6.306934,62921,,BSDC91,,cal_roto,5,98,"A,D,E,G","ok,ok,ok,ok","100,96,100,96"
6.488629,62922,,BSDC91,,cal_roto,5,98,"D,A,E,G","ok,ok,ok,ok","96,100,100,96"
6.696849,62923,,BSDC91,,cal_roto,5,98,"D,A,E,G","ok,ok,ok,ok","96,100,100,96"
6.899439,62924,,BSDC91,,cal_roto,5,98,"D,A,E,G","ok,ok,ok,ok","96,100,100,96"
7.081349,62925,,BSDC91,,cal_roto,5,98,"A,D,E,G","ok,ok,ok,ok","100,96,100,96"
7.289537,62926,,BSDC91,,cal_roto,5,100,"A,D,G,E","ok,ok,ok,ok","100,100,100,100"
7.492445,62927,,BSDC91,,cal_roto,5,100,"A,D,G,E","ok,ok,ok,ok","100,100,100,100"
7.724494,62928,,BSDC91,,cal_roto,5,100,"A,D,E,G","ok,ok,ok,ok","100,100,100,100"
7.882155,62929,,BSDC91,,cal_roto,5,100,"A,D,E,G","ok,ok,ok,ok","100,100,100,100"
8.107309,62930,,BSDC91,,cal_roto,5,100,"D,A,E,G","ok,ok,ok,ok","100,100,100,100"
8.289287,62931,,BSDC91,,cal_roto,5,100,"D,A,E,G","ok,ok,ok,ok","100,100,100,100"
8.497045,62932,,BSDC91,,cal_roto,5,100,"D,A,E,G","ok,ok,ok,ok","100,100,100,100"
8.700242,62933,,BSDC91,,cal_roto,5,100,"A,D,E,G","ok,ok,ok,ok","100,100,100,100"
8.88159,62934,,BSDC91,,cal_roto,5,100,"A,D,G,E","ok,ok,ok,ok","100,100,100,100"
9.089729,62935,,BSDC91,,cal_roto,5,100,"A,D,G,E","ok,ok,ok,ok","100,100,100,100"
9.320074,62936,,BSDC91,,cal_roto,5,100,"A,D,E,G","ok,ok,ok,ok","100,100,100,100"
