version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v1-old,last500,A-B,3007.1,2936.0010996145684,-71.09890038543153,71.09890038543153
v1-old,last500,A-C,5535.848,5496.613377237159,-39.234622762841354,39.234622762841354
v1-old,last500,A-D,4665.666,4683.437624981373,17.771624981372952,17.771624981372952
v1-old,last500,A-E,1462.068,1504.7360300287735,42.6680300287735,42.6680300287735
v1-old,last500,A-F,3195.355,3195.616452360754,0.26145236075399225,0.26145236075399225
v1-old,last500,A-G,5756.187,5775.207642045518,19.02064204551789,19.02064204551789
v1-old,last500,A-H,4856.998,4830.24538988899,-26.752610111009744,26.752610111009744
v1-old,last500,B-C,4566.663,4526.976405121297,-39.686594878702635,39.686594878702635
v1-old,last500,B-D,5435.958,5435.024622037436,-0.9333779625640091,0.9333779625640091
v1-old,last500,B-E,3214.732,3232.831906885795,18.099906885795008,18.099906885795008
v1-old,last500,B-F,1437.184,1428.4247552874594,-8.759244712540522,8.759244712540522
v1-old,last500,B-G,4999.468,4978.101321332106,-21.36667866789412,21.36667866789412
v1-old,last500,B-H,5660.013,5679.699059793615,19.68605979361473,19.68605979361473
v1-old,last500,C-D,3126.7,2965.5501948659817,-161.14980513401815,161.14980513401815
v1-old,last500,C-E,5668.228,5690.428009900908,22.2000099009083,22.2000099009083
v1-old,last500,C-F,4801.999,4714.405489986516,-87.59351001348386,87.59351001348386
v1-old,last500,C-G,1730.828,1550.7477566849216,-180.0802433150784,180.0802433150784
v1-old,last500,C-H,3455.981,3457.5008394182823,1.5198394182821175,1.5198394182821175
v1-old,last500,D-E,5099.231,5033.1250189607845,-66.1059810392153,66.1059810392153
v1-old,last500,D-F,5592.732,5617.126287631439,24.3942876314386,24.3942876314386
v1-old,last500,D-G,3272.009,3282.404701220711,10.39570122071109,10.39570122071109
v1-old,last500,D-H,1531.652,1639.3833950300905,107.73139503009043,107.73139503009043
v1-old,last500,E-F,2791.279,2787.982605254838,-3.2963947451621607,3.2963947451621607
v1-old,last500,E-G,5602.982,5566.949418128299,-36.03258187170104,36.03258187170104
v1-old,last500,E-H,4570.565,4677.7428480317785,107.17784803177892,107.17784803177892
v1-old,last500,F-G,4656.935,4703.621551064153,46.68655106415281,46.68655106415281
v1-old,last500,F-H,5450.176,5441.566521305978,-8.609478694022073,8.609478694022073
v1-old,last500,G-H,2939.435,2986.2829046393754,46.84790463937543,46.84790463937543
