version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v1-old,all1000,A-B,3007.088,2936.0010996145684,-71.08690038543182,71.08690038543182
v1-old,all1000,A-C,5537.676,5496.613377237159,-41.062622762841784,41.062622762841784
v1-old,all1000,A-D,4676.4445,4683.437624981373,6.993124981373512,6.993124981373512
v1-old,all1000,A-E,1463.483,1504.7360300287735,41.25303002877354,41.25303002877354
v1-old,all1000,A-F,3196.3945,3195.616452360754,-0.7780476392458695,0.7780476392458695
v1-old,all1000,A-G,5759.797,5775.207642045518,15.410642045518216,15.410642045518216
v1-old,all1000,A-H,4858.948,4830.24538988899,-28.702610111010472,28.702610111010472
v1-old,all1000,B-C,4571.0895,4526.976405121297,-44.11309487870312,44.11309487870312
v1-old,all1000,B-D,5439.381,5435.024622037436,-4.356377962564693,4.356377962564693
v1-old,all1000,B-E,3214.588,3232.831906885795,18.243906885794786,18.243906885794786
v1-old,all1000,B-F,1442.35,1428.4247552874594,-13.925244712540461,13.925244712540461
v1-old,all1000,B-G,5006.028,4978.101321332106,-27.92667866789452,27.92667866789452
v1-old,all1000,B-H,5659.838,5679.699059793615,19.861059793614913,19.861059793614913
v1-old,all1000,C-D,3127.2775,2965.5501948659817,-161.72730513401848,161.72730513401848
v1-old,all1000,C-E,5670.7815,5690.428009900908,19.646509900908313,19.646509900908313
v1-old,all1000,C-F,4803.5415,4714.405489986516,-89.13601001348434,89.13601001348434
v1-old,all1000,C-G,1733.8835,1550.7477566849216,-183.13574331507834,183.13574331507834
v1-old,all1000,C-H,3455.9555,3457.5008394182823,1.5453394182823104,1.5453394182823104
v1-old,all1000,D-E,5099.0235,5033.1250189607845,-65.89848103921577,65.89848103921577
v1-old,all1000,D-F,5592.5365,5617.126287631439,24.589787631438412,24.589787631438412
v1-old,all1000,D-G,3276.221,3282.404701220711,6.1837012207111,6.1837012207111
v1-old,all1000,D-H,1528.5645,1639.3833950300905,110.81889503009052,110.81889503009052
v1-old,all1000,E-F,2791.712,2787.982605254838,-3.7293947451621534,3.7293947451621534
v1-old,all1000,E-G,5604.9755,5566.949418128299,-38.026081871700626,38.026081871700626
v1-old,all1000,E-H,4572.044,4677.7428480317785,105.69884803177865,105.69884803177865
v1-old,all1000,F-G,4657.457,4703.621551064153,46.164551064152874,46.164551064152874
v1-old,all1000,F-H,5454.796,5441.566521305978,-13.229478694021964,13.229478694021964
v1-old,all1000,G-H,2940.7725,2986.2829046393754,45.51040463937534,45.51040463937534
