version,eval_set,n,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm
v4-io-commonmode,all8,24,58.92166336341475,128.21165615855665,75.63051445994434,25.56983645328494,48.77187175770359,743.71828715619,7.275260582930261
