window_s,window_index,start_monotonic,start_wall,node,fusion_imu_hz,fusion_uwb_hz,listener_deduplicated_observed_hz,telemetry_hz,qos_hz,control_hz,LAE_hz,LBF_hz,LDH_hz,LLOW_hz,LMID_hz
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSF6C53,200.0,8.333333333333334,8.3,1.0,1.0,1.0,0.4666666666666667,8.2,5.833333333333333,7.883333333333334,4.783333333333333
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSF8BC4,200.0,8.333333333333334,8.333333333333334,1.0,1.0,1.0,7.983333333333333,8.2,7.65,8.016666666666667,7.466666666666667
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSF1120,200.0,8.316666666666666,8.266666666666667,1.0,1.0,1.0,8.15,0.0,3.316666666666667,0.0,5.8
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSF31CC,200.0,8.333333333333334,1.8333333333333333,1.0,1.0,1.0,1.4333333333333333,0.06666666666666667,0.25,0.0,0.18333333333333332
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSFAA61,199.8,8.333333333333334,0.6833333333333333,1.0,1.0,1.0,0.06666666666666667,0.5,0.0,0.08333333333333333,0.06666666666666667
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSFB165,199.83333333333334,8.333333333333334,4.15,1.0,1.0,1.0,0.16666666666666666,1.8666666666666667,1.0833333333333333,0.9833333333333333,1.3833333333333333
60,45,199169.533385283,2026-08-11T00:58:55.548+02:00,BSFEC35,200.0,8.35,2.316666666666667,1.0,1.0,1.0,0.06666666666666667,1.0666666666666667,0.2,0.8333333333333334,0.4
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSF3C79,200.0,8.333333333333334,8.333333333333334,1.0,0.9833333333333333,1.0,8.333333333333334,8.3,8.333333333333334,8.333333333333334,8.333333333333334
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSFC2CC,199.93333333333334,8.333333333333334,0.08333333333333333,1.0,0.9833333333333333,1.0,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.0,0.016666666666666666
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSF44AD,200.0,8.333333333333334,0.2,1.0,0.9833333333333333,1.0,0.05,0.06666666666666667,0.016666666666666666,0.0,0.06666666666666667
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSF6C53,200.0,8.333333333333334,8.266666666666667,1.0,0.9833333333333333,1.0,0.5666666666666667,8.066666666666666,5.733333333333333,7.966666666666667,4.766666666666667
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSF8BC4,200.0,8.333333333333334,8.333333333333334,1.0,0.9833333333333333,1.0,7.883333333333334,8.116666666666667,7.466666666666667,8.1,7.516666666666667
