version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic
v1-old,ID25,planar,none,461.82849458034946,593.0841300873661,131.25563550701668,11.255635507016677,11.255635507016677,21.828494580349457,33.084130087366134,58.82446237581989,23.58381365017299,17.959043857726776,37.9558637744955,26.770773357791455,48,47,156.69750213112107,145.21332693749684
v1-old,ID26,small,BCGF,472.2361368895936,588.6627727935889,116.42663590399536,-3.5733640960046387,3.5733640960046387,32.23613688959358,28.662772793588942,44.8935882750786,29.362144197040486,20.119710324515893,50.12246675798106,28.735573564127233,47,48,163.2878447092113,142.32976500008434
v1-old,ID27,small,CDHG,460.2237856984258,569.4566871350024,109.23290143657664,-10.76709856342336,10.76709856342336,20.223785698425786,9.456687135002426,70.11450710581116,28.642990082254915,30.90075764592818,51.743067247357295,47.320803458411056,48,48,142.93524037917922,162.25717350982805
v1-old,ID28,small,ADHE,467.7735767617214,592.2910959615903,124.51751919986884,4.517519199868843,4.517519199868843,27.773576761721415,32.29109596159026,58.25244684212567,25.166005408221363,21.11316790667972,36.78509430885395,42.886737906605845,47,47,119.6026622062569,127.37573510135
v1-old,ID29,mid,ABEF,461.63845558987737,583.0577463154774,121.41929072560004,1.4192907256000353,1.4192907256000353,21.638455589877367,23.057746315477402,63.463749919834896,26.15619312014164,16.097194811071475,39.71921204763374,27.970463455388412,47,47,167.21518939195965,130.44351827188578
v1-old,ID30,mid,BCGF,497.99576532990784,573.5799629180492,75.58419758814136,-44.415802411858635,44.415802411858635,57.99576532990784,13.579962918049205,31.058664052701946,40.85824148122997,23.44619010204838,69.06178684687438,41.35259556216454,46,46,112.04445103864576,102.71235736375574
v1-old,ID31,mid,CDHG,426.76844003230957,550.3045783565062,123.53613832419666,3.5361383241966564,3.5361383241966564,-13.23155996769043,-9.695421643493773,42.139182943622174,22.789681756917833,16.775922738325654,36.55274146942315,28.42919408051511,46,46,104.58333875060923,96.63421533374618
v1-old,ID32,mid,ADHE,502.17460607718976,567.4153843850855,65.24077830789577,-54.759221692104234,54.759221692104234,62.174606077189765,7.415384385085531,46.53268442439611,23.071972214081008,17.375491315774198,38.503331390355726,27.494033652844305,46,46,98.97749342061874,100.7539736272016
v1-old,ID33,high,ABEF,458.62662724524546,554.0566817391068,95.43005449386135,-24.56994550613865,24.56994550613865,18.62662724524546,-5.943318260893193,56.57278144007505,35.64765807871383,19.20765820090599,57.94698016100848,30.37495558328742,45,45,145.8665510977844,116.54486438977608
v1-old,ID34,high,BCGF,486.07934102444955,545.182789025692,59.1034480012425,-60.8965519987575,60.8965519987575,46.07934102444955,-14.817210974307955,34.7557220151785,24.535741103333894,14.853546476364912,42.33091303379496,25.85022869247182,44,44,86.0514325905251,69.54344390553828
v1-old,ID35,high,CDHG,460.6118009166939,546.1842775721292,85.57247665543531,-34.42752334456469,34.42752334456469,20.61180091669388,-13.81572242787081,28.315273173724364,22.823463335347174,18.407908065814325,47.152288692067934,28.995798685862194,45,45,104.91530927193548,93.32289808942272
v1-old,ID36,high,ADHE,471.8463162362977,539.5298464613271,67.68353022502941,-52.316469774970585,52.316469774970585,31.846316236297696,-20.47015353867289,36.01959032063978,19.694573280550394,16.187742683967095,28.750237657948247,26.68605986566825,44,44,84.91736078243916,74.59437244587048
v1-old,ID37,high-extra,suspect,457.19243822805294,541.0196051232883,83.8271668952354,-36.17283310476461,36.17283310476461,17.192438228052936,-18.98039487671167,20.860990563446737,19.41166315937212,26.843497342437505,27.87685941983398,45.4311487941871,43,43,104.44761297702448,104.68277079792149
v1-old,ID38,vertical,ABEF,451.3066987932535,526.6621876524988,75.35548885924533,-44.64451114075467,44.64451114075467,11.306698793253474,-33.3378123475012,18.926994248223025,15.753026489081876,13.464733988871627,22.27056913381906,24.253749703662677,42,43,68.38027238197444,70.17019298397936
v1-old,ID39,vertical,BCGF,446.7849543866707,548.7758186046881,101.9908642180174,-18.009135781982593,18.009135781982593,6.784954386670677,-11.224181395311916,25.195671964589327,18.226832901561984,16.525877557438324,29.193845938703678,29.734042082106622,43,43,93.1502363829277,88.4804734952707
v1-old,ID40,vertical,CDHG,454.341092417299,532.2535991922558,77.9125067749568,-42.087493225043204,42.087493225043204,14.341092417299024,-27.74640080774418,16.36025824128505,16.723193842334375,16.87887917751659,29.14604322154311,32.72393388958141,44,44,71.27049158030252,65.43871074939112
v1-old,ID41,vertical,ADHE,429.2122268091912,527.4878721304148,98.27564532122358,-21.72435467877642,21.72435467877642,-10.78777319080882,-32.51212786958524,17.4541487819538,26.23964224696514,17.269241150114258,42.94404766043418,32.06265944477954,43,43,92.83603286084298,90.66750904964562
v2,ID25,planar,none,465.1098873331465,593.7357648970927,128.62587756394623,8.625877563946233,8.625877563946233,25.109887333146503,33.735764897092736,42.02935067265364,25.354295950000378,16.291466948044537,43.06172031924664,24.951197402305176,48,47,156.8473674815977,146.30785703072064
v2,ID26,small,BCGF,461.253497616985,586.1132802689979,124.85978265201288,4.859782652012882,4.859782652012882,21.253497616984987,26.11328026899787,17.367003434644186,24.206667511680312,19.80904251554686,46.23952677314705,28.274899016078866,47,48,160.2502092598036,146.4870740620404
v2,ID27,small,CDHG,466.69053718260875,569.8394953909366,103.14895820832783,-16.851041791672174,16.851041791672174,26.69053718260875,9.839495390936577,53.11981313112597,28.662817954693626,30.084427776453232,49.57041720147035,50.126044857033904,48,48,150.1984092011776,161.85328965070687
v2,ID28,small,ADHE,474.9400299583459,594.853134713203,119.91310475485705,-0.08689524514295499,0.08689524514295499,34.94002995834592,34.85313471320296,36.05634857052425,25.602548784474155,20.658138584483286,40.55374263302034,37.33480951119058,47,47,119.38045667679744,130.20503964363354
v2,ID29,mid,ABEF,457.530610017488,577.770716546981,120.240106529493,0.24010652949300493,0.24010652949300493,17.530610017488016,17.77071654698102,47.90099676815936,26.44364038975254,16.016673897495288,44.60621188352522,24.785957097438853,47,47,182.2207438063872,138.91989179953046
v2,ID30,mid,BCGF,491.2239982523469,562.3409034173668,71.11690516501989,-48.88309483498011,48.88309483498011,51.22399825234692,2.3409034173668033,17.090226935874018,30.512627074728027,19.6258132740503,50.05273597476847,33.964197836118416,46,46,103.50108029232103,92.06679830454861
v2,ID31,mid,CDHG,433.1081115953016,548.4240825864115,115.31597099110991,-4.684029008890093,4.684029008890093,-6.89188840469842,-11.575917413588513,26.541473813265217,21.88737759027697,16.142731971911235,38.191774803802446,27.316968428876656,46,46,102.61975729271924,97.28012570242666
