version,capture_pairs,deltaR_error_mean_mm,deltaR_error_rms_mm,abs_deltaR_error_median_mm,abs_deltaR_error_p95_mm,inner_outer_center_sep_median_mm,inner_outer_center_sep_p95_mm,turn_center_rms_median_mm,turn_center_rms_p95_mm,circle_thickness_rms_median_mm_diagnostic,circle_thickness_rms_p95_mm_diagnostic
v1-old,17,-25.155042444850682,33.75101801683155,24.56994550613865,55.986687753434886,36.01959032063978,64.79390135703014,19.907141802533143,32.56217279740315,103.5799851703901,162.61790842961219
v2,17,-25.770937065877163,33.3619202162428,25.083012797315178,51.487991856254546,26.541473813265217,51.46579835527329,19.77862218537681,30.23429753084941,103.06041879252014,160.81128739661975
v3-full,17,-22.150291620273517,31.199817367271695,26.34075748286324,49.2116638609796,48.90142372205668,65.75355724557589,20.51548553705389,30.551149090601353,106.72611757925702,157.80190761661453
v3-lite,17,-25.741940748196914,33.3546725657272,24.969058398654624,51.526739552184566,26.709930956155894,51.6694804702025,19.743552134922446,30.20236666744845,103.01332979020918,160.80562437228048
v4-io,17,-25.291563954289305,33.385157291346864,24.964833354025473,52.055887468290145,32.494615044496676,64.73302228584099,20.997079783482242,30.852505333635634,103.44990703411908,160.50436990343093
v4-io-roto,17,-22.132747979226295,30.511243962549955,26.52762633656033,46.02993421150596,28.06422079857389,55.29141113606305,18.107803473380116,27.528300539847194,99.96981035272034,142.09740695692426
v4-io-td,17,-24.327828671020267,32.61064700220473,24.20360517404987,50.5617280249552,32.608786247234285,62.934277085035184,20.70169041038963,29.375914684427176,102.3086587636344,157.79268046380346
v4-io-wand,17,-24.212320094673654,32.73911386565866,22.491394996764484,51.20961740547934,32.878877892738444,66.36740867515584,19.532550627593345,30.22488564173827,101.88014389612931,154.748536844264
v5,17,-25.291563954289305,33.385157291346864,24.964833354025473,52.055887468290145,32.494615044496676,64.73302228584099,20.997079783482242,30.852505333635634,103.44990703411908,160.50436990343093
