version,eval_set,anchor,n_pairs,rms,p50_abs,p95_abs,max_abs
v1-old,all1000,A,7,36.940368456087384,28.702610111010472,62.13673927843431,71.08690038543182
v1-old,all1000,B,7,35.293472143171094,19.861059793614913,62.99475873341319,71.08690038543182
v1-old,all1000,C,7,101.1788568679581,44.11309487870312,176.71321186076037,183.13574331507834
v1-old,all1000,D,7,78.82162155089001,24.589787631438412,146.45478210284006,161.72730513401848
v1-old,all1000,E,7,52.63809802048373,38.026081871700626,93.75873793400976,105.69884803177865
v1-old,all1000,F,7,39.757294033299985,13.925244712540461,76.24457232868487,89.13601001348434
v1-old,all1000,G,7,75.82185090058704,38.026081871700626,142.04438563980062,183.13574331507834
v1-old,all1000,H,7,62.013799852611655,28.702610111010472,109.28288093059696,110.81889503009052
v1-old,first500,A,7,36.98413911996307,30.65261011101029,62.61961709865452,71.07490038543165
v1-old,first500,B,7,37.34323021299026,20.036059793615095,64.31430873341294,71.07490038543165
v1-old,first500,C,7,102.62480718686983,48.5395948787027,179.02531186076044,186.1912433150785
v1-old,first500,D,7,79.57554134498344,24.785287631438223,147.78528210283991,162.30480513401835
v1-old,first500,E,7,52.117078254566906,39.838030028773574,92.66118793400943,104.21984803177838
v1-old,first500,F,7,40.74985302802657,19.09124471254063,77.16772232868458,90.6785100134839
v1-old,first500,G,7,77.12300727340566,40.01958187170112,144.02663563980073,186.1912433150785
v1-old,first500,H,7,62.62106752020968,30.65261011101029,111.00043093059678,113.90639503009038
v1-old,last500,A,7,37.43252220288667,26.752610111009744,62.5696392784341,71.09890038543153
v1-old,last500,B,7,33.55029816390442,19.68605979361473,61.675208733412845,71.09890038543153
v1-old,last500,C,7,99.77138761868031,39.686594878702635,174.40111186076032,180.0802433150784
v1-old,last500,D,7,78.34463024796614,24.3942876314386,145.1242821028398,161.14980513401815
v1-old,last500,E,7,53.19413618052833,36.03258187170104,94.8562879340098,107.17784803177892
v1-old,last500,F,7,38.93056159508925,8.759244712540522,75.32142232868452,87.59351001348386
v1-old,last500,G,7,74.66878444467321,36.03258187170104,140.11054171236742,180.0802433150784
v1-old,last500,H,7,61.49047183581971,26.752610111009744,107.56533093059697,107.73139503009043
v2,all1000,A,7,26.8099628170056,18.702467334162975,45.9430746372698,51.70475901766804
v2,all1000,B,7,23.499885715542067,13.831810272831717,39.79576998875181,42.92289523407089
v2,all1000,C,7,42.76557947165312,34.10974820076535,65.63955754023517,66.43577056300182
v2,all1000,D,7,49.56858537304032,39.97288295536782,83.4217144459997,90.70140468157024
v2,all1000,E,7,58.86391099469073,62.374877574715356,89.8788519153626,90.70140468157024
v2,all1000,F,7,32.32986371274347,39.97288295536782,42.77966886410759,42.82989740207904
v2,all1000,G,7,33.072073195419826,24.494440997529637,56.461154984953,62.374877574715356
v2,all1000,H,7,43.76044007437404,34.10974820076535,77.08312119458175,87.95956212754481
v2,first500,A,7,25.94416925819249,12.223025725424122,47.13068026461027,53.59064089082585
v2,first500,B,7,23.347546530913558,13.024933162070283,36.62165744504031,38.57775114858305
v2,first500,C,7,43.499808505856684,34.188810135909534,66.71396105280395,69.06792034569617
v2,first500,D,7,49.50491004029106,38.57775114858305,85.43001400194701,92.44233985462597
v2,first500,E,7,58.86686881633668,61.22138936938882,90.71804921421908,92.44233985462597
v2,first500,F,7,33.52047763442093,40.78912620949268,45.67975901069321,46.294646853573795
v2,first500,G,7,33.184855072190516,23.211978557729708,57.630038282767586,64.25866750290425
v2,first500,H,7,44.41766017405661,34.188810135909534,76.76348533786984,86.69470438660301
v2,last500,A,7,28.262625676546314,27.6653277801488,44.82344369587671,49.79275223386594
v2,last500,B,7,24.305292039230743,13.563776704482734,43.75416570771512,48.26521225077795
v2,last500,C,7,41.96077177250879,33.993415960442235,65.24152615006241,66.3678474407925
v2,last500,D,7,49.61529157971223,38.77839044772554,80.04784137423593,87.51972633246896
v2,last500,E,7,58.574817555545124,60.544466613660916,88.70103282511909,89.20730703625486
v2,last500,F,7,31.115340823516615,36.99716783754502,42.55350240479847,43.14374357710949
v2,last500,G,7,33.452249573751644,27.773500822198912,55.324249702695475,60.544466613660916
v2,last500,H,7,43.18968160961083,33.993415960442235,77.38294059553816,89.20730703625486
v3-full,all1000,A,7,12.836073293726702,5.311443200875146,24.268549901651028,31.539154698414222
v3-full,all1000,B,7,27.70547970624314,5.795059436123665,52.27473389053132,61.161410687152966
v3-full,all1000,C,7,94.1106236053422,3.2214859946398064,178.69152334525228,182.95069290740275
v3-full,all1000,D,7,69.23606164862167,2.0720890930670066,130.1643584371008,182.95069290740275
v3-full,all1000,E,7,106.23715644215447,7.303805375870297,204.93242073300695,220.43768917562375
v3-full,all1000,F,7,16.456222574669987,2.0720890930670066,31.559117019783088,43.02140652394337
v3-full,all1000,G,7,23.21524519812332,1.046441045589745,44.40642044126958,61.161410687152966
v3-full,all1000,H,7,83.8319959638346,0.8450629755220689,161.64309146118498,220.43768917562375
v3-full,first500,A,7,13.239221089246469,4.710419870786609,25.42399552602422,31.68285756569685
v3-full,first500,B,7,30.131488666445073,4.912230896174151,57.370093112174274,68.37890834637892
v3-full,first500,C,7,94.12302388610075,4.308278447470002,179.48887613510468,185.04885220016695
v3-full,first500,D,7,70.05976529661409,3.0135572394156043,132.04441965909905,185.04885220016695
v3-full,first500,E,7,105.55299635897244,10.819984100121474,203.45210864841016,219.2820415048891
v3-full,first500,F,7,17.13695349979001,3.7705009865471766,32.75931704220308,44.51927796756718
v3-full,first500,G,7,26.046752089467173,2.3536919138950907,50.11674877052606,68.37890834637892
v3-full,first500,H,7,83.46768986312628,2.061885975217592,161.1076200286427,219.2820415048891
v3-full,last500,A,7,14.00704351553833,4.424506557529867,27.47206564868155,32.986259886299194
v3-full,last500,B,7,26.123072921563736,9.764784206765398,48.357718950081725,54.945487120274265
v3-full,last500,C,7,94.2315724805949,2.959221843695559,178.09635149396516,181.14092124564286
v3-full,last500,D,7,68.76241925984561,4.3659035762284475,131.18032860022203,181.14092124564286
v3-full,last500,E,7,107.05440503419149,4.424506557529867,206.44999119332138,221.64612081615178
v3-full,last500,F,7,16.354219650694688,2.959221843695559,31.545393084160533,42.58208339743169
v3-full,last500,G,7,20.99125144922707,1.8866966366440465,40.44256771258716,54.945487120274265
v3-full,last500,H,7,84.27240682551326,2.4369025041792156,162.28926758215727,221.64612081615178
v3-lite,all1000,A,7,27.587372848542135,20.88559747504678,47.12507287122306,53.21987678186815
v3-lite,all1000,B,7,23.7036303151616,14.30760014755515,40.52809307647684,43.79561993223069
v3-lite,all1000,C,7,42.345996921657324,33.975428680418645,65.30056280396215,66.28628272655487
v3-lite,all1000,D,7,49.96765910533467,41.29514790657231,83.3441385342879,90.6546481661735
v3-lite,all1000,E,7,59.3290036100358,62.751443488250516,90.57488842751727,90.6546481661735
v3-lite,all1000,F,7,32.969681974212286,41.29514790657231,43.44860470945851,43.53859294777885
v3-lite,all1000,G,7,33.05935495419109,23.771048129675364,56.89760008778865,62.751443488250516
v3-lite,all1000,H,7,44.96096157553074,33.975428680418645,79.23811069401734,90.38878237065273
v3-lite,first500,A,7,26.585665998179717,13.15682298767797,48.03661254183497,54.46048936819261
v3-lite,first500,B,7,24.03515265744957,13.690442913059996,37.871480687889104,39.938872433984216
v3-lite,first500,C,7,42.86647087502943,33.20831941552706,66.09791559381455,68.38444201931907
v3-lite,first500,D,7,49.983016917505495,39.938872433984216,86.09299256093288,93.6823713644817
v3-lite,first500,E,7,59.77648729290279,60.762687267637375,92.34760036511261,93.6823713644817
