version,condition_number,anchor,sigma_x,sigma_y,sigma_z,sigma_3d,sigma_d
v5,674.9106970518297,A,0.0,0.0,0.0,0.0,0.0
v5,674.9106970518297,B,20.3354979895346,0.0,0.0,20.3354979895346,18.105087527564557
v5,674.9106970518297,C,35.170065451812306,26.613126429844648,0.0,44.10433087867514,19.665755415185988
v5,674.9106970518297,D,34.967689082202924,21.62190250313728,62.543001942494406,74.84566146132751,19.31593568789569
v5,674.9106970518297,E,22.89081489762775,30.81391087843958,23.746145070413444,45.13718994362625,19.496277119752175
v5,674.9106970518297,F,20.8937701548808,29.12414591880602,28.37256634886499,45.713980662436725,18.943726950909213
v5,674.9106970518297,G,41.37608922001377,28.985938426859228,33.37472783363013,60.54781452370597,19.414338788004635
v5,674.9106970518297,H,38.8011559674886,21.93985054451533,63.38783595977271,77.491318829867,18.99480094801402
