version,ID,radius_BS2DCE,radius_BSDC91,delta_radius,delta_radius_bias_vs_120
v5,ID26,462.1445523993462,588.1934174628321,126.04886506348595,6.048865063485948
v5,ID27,465.79266356251713,570.1110535032419,104.31838994072478,-15.681610059275215
v5,ID28,471.0312440777307,595.5653465452043,124.53410246747359,4.534102467473588
v5,ID29,456.56299686613477,577.901723622877,121.33872675674218,1.338726756742176
v5,ID30,492.18380389148143,566.4059152422626,74.22211135078118,-45.77788864921882
v5,ID31,433.81526817930484,550.5244440040714,116.70917582476653,-3.2908241752334675
v5,ID32,499.31248759656785,571.893143939142,72.58065634257412,-47.419343657425884
v5,ID33,454.9641730768765,552.3167090315565,97.35253595467998,-22.64746404532002
v5,ID34,482.5754863202621,540.399857211733,57.82437089147089,-62.17562910852911
v5,ID35,464.38165014478017,547.4338234280625,83.05217328328234,-36.94782671671766
v5,ID36,464.9988378437693,535.4728857855389,70.47404794176958,-49.525952058230416
v5,ID37,460.28524505986593,539.1854396464654,78.90019458659947,-41.09980541340053
v5,ID38,445.4406187301849,522.9631592122346,77.52254048204969,-42.47745951795031
v5,ID39,446.9521077031848,544.0217709043882,97.06966320120335,-22.930336798796645
v5,ID40,444.7197479380442,527.9513346107982,83.23158667275402,-36.76841332724598
v5,ID41,430.8383437914091,525.8735104373836,95.03516664597453,-24.964833354025473
