version,location,height,facing,n,D3_median,D3_p75,D3_p95,D3_max
v3-lite,center,high,CDHG,1,44.352746379625664,44.352746379625664,44.352746379625664,44.352746379625664
v3-lite,center,low,ABEF,1,56.679266870681815,56.679266870681815,56.679266870681815,56.679266870681815
v3-lite,center,low,ADHE,1,56.996505737507626,56.996505737507626,56.996505737507626,56.996505737507626
v3-lite,center,low,BCGF,1,60.43017727754592,60.43017727754592,60.43017727754592,60.43017727754592
v3-lite,center,low,CDHG,1,57.505996073198965,57.505996073198965,57.505996073198965,57.505996073198965
v3-lite,center,mid,ABEF,1,50.465134264924856,50.465134264924856,50.465134264924856,50.465134264924856
v3-lite,center,mid,ADHE,1,47.50680130661552,47.50680130661552,47.50680130661552,47.50680130661552
v3-lite,center,mid,BCGF,1,46.50752578025971,46.50752578025971,46.50752578025971,46.50752578025971
v3-lite,center,mid,CDHG,1,44.32126881233481,44.32126881233481,44.32126881233481,44.32126881233481
v3-lite,edge,high,ABEF,1,38.90552235039564,38.90552235039564,38.90552235039564,38.90552235039564
v3-lite,edge,high,ADHE,1,48.60206773545057,48.60206773545057,48.60206773545057,48.60206773545057
v3-lite,edge,high,BCGF,1,32.37548239422442,32.37548239422442,32.37548239422442,32.37548239422442
v3-lite,edge,high,CDHG,1,71.28346590984276,71.28346590984276,71.28346590984276,71.28346590984276
v3-lite,edge,low,ABEF,1,47.67730697397112,47.67730697397112,47.67730697397112,47.67730697397112
v3-lite,edge,low,BCGF,1,51.63523055927766,51.63523055927766,51.63523055927766,51.63523055927766
v3-lite,edge,low,CDHG,1,72.14114295156065,72.14114295156065,72.14114295156065,72.14114295156065
v3-lite,edge,mid,ABEF,1,47.91956660676246,47.91956660676246,47.91956660676246,47.91956660676246
v3-lite,edge,mid,ADHE,1,48.7266702323155,48.7266702323155,48.7266702323155,48.7266702323155
v3-lite,edge,mid,BCGF,1,51.564593091912485,51.564593091912485,51.564593091912485,51.564593091912485
v3-lite,edge,mid,CDHG,1,83.10909959247046,83.10909959247046,83.10909959247046,83.10909959247046
v4-io,center,high,ABEF,1,43.39256272185165,43.39256272185165,43.39256272185165,43.39256272185165
v4-io,center,high,ADHE,1,40.294834614381955,40.294834614381955,40.294834614381955,40.294834614381955
v4-io,center,high,BCGF,1,39.95868859999901,39.95868859999901,39.95868859999901,39.95868859999901
v4-io,center,high,CDHG,1,45.19265848059921,45.19265848059921,45.19265848059921,45.19265848059921
v4-io,center,low,ABEF,1,60.95863971173936,60.95863971173936,60.95863971173936,60.95863971173936
v4-io,center,low,ADHE,1,58.20033578149214,58.20033578149214,58.20033578149214,58.20033578149214
v4-io,center,low,BCGF,1,67.2857769240101,67.2857769240101,67.2857769240101,67.2857769240101
v4-io,center,low,CDHG,1,60.095384437644746,60.095384437644746,60.095384437644746,60.095384437644746
v4-io,center,mid,ABEF,1,51.13125466527672,51.13125466527672,51.13125466527672,51.13125466527672
v4-io,center,mid,ADHE,1,47.40148432083001,47.40148432083001,47.40148432083001,47.40148432083001
v4-io,center,mid,BCGF,1,46.1906314495554,46.1906314495554,46.1906314495554,46.1906314495554
v4-io,center,mid,CDHG,1,44.8073842514845,44.8073842514845,44.8073842514845,44.8073842514845
v4-io,edge,high,ABEF,1,39.29684559788026,39.29684559788026,39.29684559788026,39.29684559788026
v4-io,edge,high,ADHE,1,46.92571580005848,46.92571580005848,46.92571580005848,46.92571580005848
v4-io,edge,high,BCGF,1,32.77940664341593,32.77940664341593,32.77940664341593,32.77940664341593
v4-io,edge,high,CDHG,1,80.97183293752914,80.97183293752914,80.97183293752914,80.97183293752914
v4-io,edge,low,ABEF,1,48.38835023151112,48.38835023151112,48.38835023151112,48.38835023151112
v4-io,edge,low,BCGF,1,53.12434168011368,53.12434168011368,53.12434168011368,53.12434168011368
v4-io,edge,low,CDHG,1,77.1276230943778,77.1276230943778,77.1276230943778,77.1276230943778
v4-io,edge,mid,ABEF,1,48.187348508705284,48.187348508705284,48.187348508705284,48.187348508705284
v4-io,edge,mid,ADHE,1,50.015617379968354,50.015617379968354,50.015617379968354,50.015617379968354
v4-io,edge,mid,BCGF,1,53.76441525849899,53.76441525849899,53.76441525849899,53.76441525849899
v4-io,edge,mid,CDHG,1,108.98580442081892,108.98580442081892,108.98580442081892,108.98580442081892
v4-io-roto,center,high,ABEF,1,44.41572751732795,44.41572751732795,44.41572751732795,44.41572751732795
v4-io-roto,center,high,ADHE,1,41.11597190598663,41.11597190598663,41.11597190598663,41.11597190598663
v4-io-roto,center,high,BCGF,1,43.7879491267072,43.7879491267072,43.7879491267072,43.7879491267072
v4-io-roto,center,high,CDHG,1,47.863404398129006,47.863404398129006,47.863404398129006,47.863404398129006
v4-io-roto,center,low,ABEF,1,58.715534866106246,58.715534866106246,58.715534866106246,58.715534866106246
v4-io-roto,center,low,ADHE,1,51.48718483337597,51.48718483337597,51.48718483337597,51.48718483337597
v4-io-roto,center,low,BCGF,1,55.85624055213444,55.85624055213444,55.85624055213444,55.85624055213444
v4-io-roto,center,low,CDHG,1,53.99601819589113,53.99601819589113,53.99601819589113,53.99601819589113
v4-io-roto,center,mid,ABEF,1,54.914060858999356,54.914060858999356,54.914060858999356,54.914060858999356
v4-io-roto,center,mid,ADHE,1,52.31076603036506,52.31076603036506,52.31076603036506,52.31076603036506
v4-io-roto,center,mid,BCGF,1,46.847670350616966,46.847670350616966,46.847670350616966,46.847670350616966
v4-io-roto,center,mid,CDHG,1,46.90401801929725,46.90401801929725,46.90401801929725,46.90401801929725
v4-io-roto,edge,high,ABEF,1,39.47807678425084,39.47807678425084,39.47807678425084,39.47807678425084
v4-io-roto,edge,high,ADHE,1,48.01701378436952,48.01701378436952,48.01701378436952,48.01701378436952
v4-io-roto,edge,high,BCGF,1,31.96505215221127,31.96505215221127,31.96505215221127,31.96505215221127
v4-io-roto,edge,high,CDHG,1,75.724106584132,75.724106584132,75.724106584132,75.724106584132
v4-io-roto,edge,low,ABEF,1,44.17305574142324,44.17305574142324,44.17305574142324,44.17305574142324
v4-io-roto,edge,low,BCGF,1,51.295820697717005,51.295820697717005,51.295820697717005,51.295820697717005
v4-io-roto,edge,low,CDHG,1,69.48046927033596,69.48046927033596,69.48046927033596,69.48046927033596
v4-io-roto,edge,mid,ABEF,1,45.62245667738992,45.62245667738992,45.62245667738992,45.62245667738992
v4-io-roto,edge,mid,ADHE,1,50.282331848969086,50.282331848969086,50.282331848969086,50.282331848969086
v4-io-roto,edge,mid,BCGF,1,47.50786935203608,47.50786935203608,47.50786935203608,47.50786935203608
v4-io-roto,edge,mid,CDHG,1,83.00407493325959,83.00407493325959,83.00407493325959,83.00407493325959
v4-io-wand,center,high,ABEF,1,43.32557316537632,43.32557316537632,43.32557316537632,43.32557316537632
v4-io-wand,center,high,ADHE,1,39.961930032011075,39.961930032011075,39.961930032011075,39.961930032011075
v4-io-wand,center,high,BCGF,1,41.763877789965846,41.763877789965846,41.763877789965846,41.763877789965846
v4-io-wand,center,high,CDHG,1,44.9051242742392,44.9051242742392,44.9051242742392,44.9051242742392
v4-io-wand,center,low,ABEF,1,59.54249463121232,59.54249463121232,59.54249463121232,59.54249463121232
v4-io-wand,center,low,ADHE,1,57.634661694715184,57.634661694715184,57.634661694715184,57.634661694715184
v4-io-wand,center,low,BCGF,1,64.36219160641937,64.36219160641937,64.36219160641937,64.36219160641937
v4-io-wand,center,low,CDHG,1,59.122338256410245,59.122338256410245,59.122338256410245,59.122338256410245
v4-io-wand,center,mid,ABEF,1,52.3308716563641,52.3308716563641,52.3308716563641,52.3308716563641
v4-io-wand,center,mid,ADHE,1,47.965066857279254,47.965066857279254,47.965066857279254,47.965066857279254
v4-io-wand,center,mid,BCGF,1,45.41126723316489,45.41126723316489,45.41126723316489,45.41126723316489
v4-io-wand,center,mid,CDHG,1,44.66966865182333,44.66966865182333,44.66966865182333,44.66966865182333
v4-io-wand,edge,high,ABEF,1,39.110364628528835,39.110364628528835,39.110364628528835,39.110364628528835
v4-io-wand,edge,high,ADHE,1,48.14613879809572,48.14613879809572,48.14613879809572,48.14613879809572
v4-io-wand,edge,high,BCGF,1,32.28914614739123,32.28914614739123,32.28914614739123,32.28914614739123
v4-io-wand,edge,high,CDHG,1,79.68176483131336,79.68176483131336,79.68176483131336,79.68176483131336
v4-io-wand,edge,low,ABEF,1,47.596312283566434,47.596312283566434,47.596312283566434,47.596312283566434
v4-io-wand,edge,low,BCGF,1,53.57911880813628,53.57911880813628,53.57911880813628,53.57911880813628
v4-io-wand,edge,low,CDHG,1,75.43949776400144,75.43949776400144,75.43949776400144,75.43949776400144
v4-io-wand,edge,mid,ABEF,1,47.39762478524993,47.39762478524993,47.39762478524993,47.39762478524993
v4-io-wand,edge,mid,ADHE,1,48.602260418890765,48.602260418890765,48.602260418890765,48.602260418890765
v4-io-wand,edge,mid,BCGF,1,50.71316291494923,50.71316291494923,50.71316291494923,50.71316291494923
v4-io-wand,edge,mid,CDHG,1,97.12052941625228,97.12052941625228,97.12052941625228,97.12052941625228
v5,center,high,ABEF,1,43.39256272185165,43.39256272185165,43.39256272185165,43.39256272185165
v5,center,high,ADHE,1,40.294834614381955,40.294834614381955,40.294834614381955,40.294834614381955
v5,center,high,BCGF,1,39.95868859999901,39.95868859999901,39.95868859999901,39.95868859999901
v5,center,high,CDHG,1,45.19265848059921,45.19265848059921,45.19265848059921,45.19265848059921
v5,center,low,ABEF,1,60.95863971173936,60.95863971173936,60.95863971173936,60.95863971173936
v5,center,low,ADHE,1,58.20033578149214,58.20033578149214,58.20033578149214,58.20033578149214
v5,center,low,BCGF,1,67.2857769240101,67.2857769240101,67.2857769240101,67.2857769240101
v5,center,low,CDHG,1,60.095384437644746,60.095384437644746,60.095384437644746,60.095384437644746
v5,center,mid,ABEF,1,51.13125466527672,51.13125466527672,51.13125466527672,51.13125466527672
v5,center,mid,ADHE,1,47.40148432083001,47.40148432083001,47.40148432083001,47.40148432083001
v5,center,mid,BCGF,1,46.1906314495554,46.1906314495554,46.1906314495554,46.1906314495554
v5,center,mid,CDHG,1,44.8073842514845,44.8073842514845,44.8073842514845,44.8073842514845
v5,edge,high,ABEF,1,39.29684559788026,39.29684559788026,39.29684559788026,39.29684559788026
v5,edge,high,ADHE,1,46.92571580005848,46.92571580005848,46.92571580005848,46.92571580005848
v5,edge,high,BCGF,1,32.77940664341593,32.77940664341593,32.77940664341593,32.77940664341593
v5,edge,high,CDHG,1,80.97183293752914,80.97183293752914,80.97183293752914,80.97183293752914
v5,edge,low,ABEF,1,48.38835023151112,48.38835023151112,48.38835023151112,48.38835023151112
v5,edge,low,BCGF,1,53.12434168011368,53.12434168011368,53.12434168011368,53.12434168011368
v5,edge,low,CDHG,1,77.1276230943778,77.1276230943778,77.1276230943778,77.1276230943778
v5,edge,mid,ABEF,1,48.187348508705284,48.187348508705284,48.187348508705284,48.187348508705284
v5,edge,mid,ADHE,1,50.015617379968354,50.015617379968354,50.015617379968354,50.015617379968354
v5,edge,mid,BCGF,1,53.76441525849899,53.76441525849899,53.76441525849899,53.76441525849899
v5,edge,mid,CDHG,1,108.98580442081892,108.98580442081892,108.98580442081892,108.98580442081892
