event_id,node,start_s,end_s,solutions_during,median_response_mm,p95_response_mm,reason
E010,BSF31CC,671.0,673.0,17,126.56002242085876,685.4022112903244,
E010,BSFAA61,671.0,673.0,17,112.14824990649358,365.0080294623666,
E010,BSFB165,671.0,673.0,17,49.833060266943335,221.9505330865537,
E010,BSFEC35,671.0,673.0,17,43.57318645116124,71.35009403595431,
E011,BSF3C79,676.0,677.0,9,62.94834082164184,96.53791015478046,
E011,BSFC2CC,676.0,677.0,9,51.313312312031925,122.40858933365212,
E011,BSF44AD,676.0,677.0,8,33.6978846618165,106.65280348054999,
E011,BSF6C53,676.0,677.0,9,98.94172775164621,180.39267812411498,
E011,BSF8BC4,676.0,677.0,9,36.616859666928846,103.83839428966061,
E011,BSF1120,676.0,677.0,9,73.15263679216105,120.79965661787514,
E011,BSF31CC,676.0,677.0,8,204.8962231648955,272.51260701417533,
E011,BSFAA61,676.0,677.0,9,95.7822749277694,180.73973395534858,
E011,BSFB165,676.0,677.0,8,60.38359796804351,195.8924841556598,
E011,BSFEC35,676.0,677.0,8,44.14304419199402,76.66763443636881,
E012,BSF3C79,703.0,704.0,9,64.39457129712014,114.87893734447893,
E012,BSFC2CC,703.0,704.0,9,215.26808303318376,328.6562563038905,
E012,BSF44AD,703.0,704.0,8,63.78847581260173,123.44200204401525,
E012,BSF6C53,703.0,704.0,9,117.37069431110822,271.97516822505895,
E012,BSF8BC4,703.0,704.0,8,44.524830878676056,67.6485152013077,
E012,BSF1120,703.0,704.0,9,51.91742286276443,109.58111752275794,
E012,BSF31CC,703.0,704.0,8,105.70656993396763,233.18328687445447,
E012,BSFAA61,703.0,704.0,8,91.98176765865254,276.8506547788782,
E012,BSFB165,703.0,704.0,8,69.44602002170022,242.67875599119566,
E012,BSFEC35,703.0,704.0,8,41.387472210059926,78.83753775767136,
E013,BSF3C79,707.0,708.0,8,68.20310180627872,96.76765961928109,
E013,BSFC2CC,707.0,708.0,8,206.85655910502862,292.6585788541308,
E013,BSF44AD,707.0,708.0,8,75.07514519542993,113.21675661978671,
E013,BSF6C53,707.0,708.0,8,111.35220804017706,258.3223357443533,
E013,BSF8BC4,707.0,708.0,8,43.1059648460113,108.74727805641263,
E013,BSF1120,707.0,708.0,8,70.58011598464739,89.40596966828421,
E013,BSF31CC,707.0,708.0,9,134.60198549939517,206.4875706441597,
E013,BSFAA61,707.0,708.0,9,85.41308331427223,230.5978371959177,
E013,BSFB165,707.0,708.0,9,86.62802151571226,137.96913234279398,
E013,BSFEC35,707.0,708.0,8,32.701486938719164,61.830456243430135,
E014,BSF3C79,710.0,711.0,8,41.83378891772992,138.76210950994894,
E014,BSFC2CC,710.0,711.0,8,219.32595167761508,547.4018461736184,
E014,BSF44AD,710.0,711.0,8,59.195822552716734,210.3364731831819,
E014,BSF6C53,710.0,711.0,8,206.7142640151572,310.99155556472493,
E014,BSF8BC4,710.0,711.0,8,41.21420520877351,66.87487723664603,
E014,BSF1120,710.0,711.0,7,107.3783177133249,139.6481239050666,
E014,BSF31CC,710.0,711.0,8,106.00383935723056,242.74874037665498,
E014,BSFAA61,710.0,711.0,9,74.14051478824334,118.81215162370346,
E014,BSFB165,710.0,711.0,9,50.66332764528953,89.46386064831539,
E014,BSFEC35,710.0,711.0,8,30.37507706897375,41.07809295138094,
E015,BSF3C79,759.0,760.0,8,74.74984304558353,146.29542884849337,
E015,BSFC2CC,759.0,760.0,8,91.52824136463704,135.58154322297284,
E015,BSF44AD,759.0,760.0,8,69.48441158876604,137.69335170118953,
E015,BSF6C53,759.0,760.0,8,90.82890151750091,232.31002098504788,
E015,BSF8BC4,759.0,760.0,8,31.118827114836144,65.79348210687425,
E015,BSF1120,759.0,760.0,8,71.9227754040869,103.79251921617598,
E015,BSF31CC,759.0,760.0,7,68.692387291597,102.90571529049875,
E015,BSFAA61,759.0,760.0,8,74.75049315480678,161.84350326312975,
E015,BSFB165,759.0,760.0,8,34.78021482688503,61.07092935227202,
E015,BSFEC35,759.0,760.0,9,30.323431606470983,61.526461269388456,
E016,BSF3C79,775.0,776.0,9,67.99409938996716,86.31150762150953,
E016,BSFC2CC,775.0,776.0,8,86.09024485794768,128.13469943836222,
E016,BSF44AD,775.0,776.0,8,55.58269917010123,201.6467532407242,
E016,BSF6C53,775.0,776.0,9,141.5470247215322,233.58942651980135,
E016,BSF8BC4,775.0,776.0,9,35.498190467289284,60.16491335311252,
E016,BSF1120,775.0,776.0,9,64.7891537659182,105.20579308311962,
E016,BSF31CC,775.0,776.0,8,127.78369886962183,212.09986047354553,
E016,BSFAA61,775.0,776.0,8,79.17350784673383,125.67326121625757,
E016,BSFB165,775.0,776.0,8,61.917939633260076,86.11644607735276,
E016,BSFEC35,775.0,776.0,8,56.58509783837102,78.76699426710115,
E017,BSF3C79,831.0,832.0,8,50.79433633169758,90.26605894527312,
E017,BSFC2CC,831.0,832.0,9,83.94376136735634,125.52510198678628,
E017,BSF44AD,831.0,832.0,8,90.96100301575478,138.9582673578623,
E017,BSF6C53,831.0,832.0,9,201.61596241928942,278.95223046527843,
E017,BSF8BC4,831.0,832.0,8,32.8064239555638,64.18143133207555,
E017,BSF1120,831.0,832.0,8,39.17230889487502,101.06878772678571,
E017,BSF31CC,831.0,832.0,8,43.97020891727841,97.3884275183999,
E017,BSFAA61,831.0,832.0,8,84.02956386162353,152.05811080296587,
E017,BSFB165,831.0,832.0,8,74.56130913730692,137.17601429154305,
E017,BSFEC35,831.0,832.0,9,52.6132284716423,74.67590800256097,
E019,BSF3C79,881.0,882.0,8,43.815949710745656,98.62464047141621,
E019,BSFC2CC,881.0,882.0,8,148.81536784257875,208.53834603680986,
E019,BSF44AD,881.0,882.0,8,59.48585536395689,110.66956193860221,
E019,BSF6C53,881.0,882.0,8,156.56969987932,242.22526233384463,
E019,BSF8BC4,881.0,882.0,9,33.84919375884496,52.886665200152564,
E019,BSF1120,881.0,882.0,8,54.45454726105557,96.61528672420744,
E019,BSF31CC,881.0,882.0,8,166.36241378364912,387.32228016528364,
E019,BSFAA61,881.0,882.0,8,59.86605205762362,145.40019383668678,
E019,BSFB165,881.0,882.0,8,48.4793933627525,125.43319925474394,
E019,BSFEC35,881.0,882.0,8,36.21724240033242,69.48341292880072,
E020,BSF3C79,893.0,894.0,8,54.210558812571165,101.66609885220446,
E020,BSFC2CC,893.0,894.0,8,204.34296238459538,255.9329924600915,
E020,BSF44AD,893.0,894.0,8,51.297742121281544,114.20028183760735,
E020,BSF6C53,893.0,894.0,8,145.90738169429378,198.64338547874914,
E020,BSF8BC4,893.0,894.0,9,58.056115348652625,92.13826939363791,
E020,BSF1120,893.0,894.0,8,78.73973327859204,114.91289098156489,
E020,BSF31CC,893.0,894.0,8,67.45096997866094,119.71831137583324,
E020,BSFAA61,893.0,894.0,9,129.7539546035761,149.48066041169756,
E020,BSFB165,893.0,894.0,8,65.52505987424885,149.4535917490047,
E020,BSFEC35,893.0,894.0,8,58.743545793935496,91.27787328828653,
E021,BSF3C79,907.0,908.0,9,77.33184274676982,106.5433839842766,
E021,BSFC2CC,907.0,908.0,8,83.74390977577337,175.90564229302746,
E021,BSF44AD,907.0,908.0,8,59.74989317991509,104.72502698369938,
E021,BSF6C53,907.0,908.0,9,83.86694885190626,294.1527291770152,
E021,BSF8BC4,907.0,908.0,8,49.451259998719536,93.93793132411881,
E021,BSF1120,907.0,908.0,9,64.9010160036,111.86845789555528,
E021,BSF31CC,907.0,908.0,8,80.8539999957984,385.98027260346265,
E021,BSFAA61,907.0,908.0,8,133.90678426326218,406.0545921670059,
E021,BSFB165,907.0,908.0,8,66.62268976271382,80.80341539923066,
E021,BSFEC35,907.0,908.0,9,80.23644539324911,94.42169440500662,
E025,BSF3C79,964.0,966.0,17,142.43136689187045,263.40882735394206,
E025,BSFC2CC,964.0,966.0,17,214.48123406367492,342.920572162346,
E025,BSF44AD,964.0,966.0,16,81.36768283992426,140.53633538753442,
E025,BSF6C53,964.0,966.0,17,164.86916158874038,292.4753135788403,
E025,BSF8BC4,964.0,966.0,17,39.914766874813665,85.06155783141624,
E025,BSF1120,964.0,966.0,17,87.65633620853255,153.36422780224646,
E025,BSF31CC,964.0,966.0,17,172.02874205129027,429.11078740333477,
E025,BSFAA61,964.0,966.0,17,144.7160459945431,208.87520211041758,
E025,BSFB165,964.0,966.0,16,83.14184834860818,225.14412222322247,
E025,BSFEC35,964.0,966.0,17,61.44069033757033,98.40858294225984,
E026,BSF3C79,967.0,968.0,9,194.8776926715066,213.04288316411018,
E026,BSFC2CC,967.0,968.0,8,98.82555864057224,187.70714205592986,
E026,BSF44AD,967.0,968.0,8,40.627035761796634,51.05604131751402,
E026,BSF6C53,967.0,968.0,9,147.21236948870612,184.19952145491214,
E026,BSF8BC4,967.0,968.0,9,42.05364283503249,75.33790987038854,
E026,BSF1120,967.0,968.0,9,59.61906633948657,119.72967844829387,
E026,BSF31CC,967.0,968.0,8,213.65969736983834,283.5357343113836,
E026,BSFAA61,967.0,968.0,9,82.71581048027205,137.28388252504,
E026,BSFB165,967.0,968.0,8,77.89035217647793,198.2620795470982,
E026,BSFEC35,967.0,968.0,9,46.79074442605784,84.73124323551117,
E028,BSF3C79,1050.0,1051.0,8,153.68717744639855,247.91641513701893,
E028,BSFC2CC,1050.0,1051.0,9,87.20463138868179,187.2734188652937,
E028,BSF44AD,1050.0,1051.0,9,48.67122421387468,113.44121569534825,
E028,BSF6C53,1050.0,1051.0,8,117.51072788565384,317.5310835559255,
E028,BSF8BC4,1050.0,1051.0,8,46.16193913549024,74.32103480650535,
E028,BSF1120,1050.0,1051.0,8,86.8389797472664,119.31603015351854,
E028,BSF31CC,1050.0,1051.0,8,166.35483583422837,430.01301368020034,
E028,BSFAA61,1050.0,1051.0,8,251.675194951639,307.39361978089164,
E028,BSFB165,1050.0,1051.0,8,66.18158342030864,266.8191230396266,
E028,BSFEC35,1050.0,1051.0,9,59.26411801673063,108.67552808636758,
E031,BSF3C79,1118.0,1119.0,8,44.402198900221,90.49927367651905,
E031,BSFC2CC,1118.0,1119.0,8,151.28519453927635,281.28845153845384,
E031,BSF44AD,1118.0,1119.0,8,58.40139759652048,155.494852962609,
E031,BSF6C53,1118.0,1119.0,8,133.28661917708808,252.56014247052696,
E031,BSF8BC4,1118.0,1119.0,8,37.56905487749875,70.21261295475809,
E031,BSF1120,1118.0,1119.0,8,190.11744193033215,292.37949424066585,
E031,BSF31CC,1118.0,1119.0,9,174.07615936297526,665.5753953959753,
E031,BSFAA61,1118.0,1119.0,9,181.35612648350795,264.7905159631692,
E031,BSFB165,1118.0,1119.0,9,42.19819897666542,111.31277701178489,
E031,BSFEC35,1118.0,1119.0,8,48.714954278929746,80.89316007226827,
E033,BSF3C79,1183.0,1186.0,25,64.86081422245118,139.1198391019673,
E033,BSFC2CC,1183.0,1186.0,23,87.65120405020521,157.08531844347482,
E033,BSF44AD,1183.0,1186.0,25,54.47610428154745,137.49700748266682,
E033,BSF6C53,1183.0,1186.0,25,138.77608273375506,221.82478383182445,
E033,BSF8BC4,1183.0,1186.0,25,36.558880957129546,76.97783352946468,
E033,BSF1120,1183.0,1186.0,25,75.28266683910152,155.8570827577987,
E033,BSF31CC,1183.0,1186.0,25,215.3014541786946,402.2550051353745,
E033,BSFAA61,1183.0,1186.0,25,161.05333816542472,240.18828197693665,
E033,BSFB165,1183.0,1186.0,25,109.46071807388086,271.6188179091038,
E033,BSFEC35,1183.0,1186.0,25,44.944667655791456,88.35855282991935,
E034,BSF3C79,1195.0,1196.0,9,47.715416294932965,118.53367541560243,
E034,BSFC2CC,1195.0,1196.0,8,245.78393375399116,364.46894730229724,
E034,BSF44AD,1195.0,1196.0,8,66.15119351333723,87.56583385134032,
E034,BSF6C53,1195.0,1196.0,9,139.69148525456617,284.61133434166055,
E034,BSF8BC4,1195.0,1196.0,9,37.17148177495533,63.812432427144955,
E034,BSF1120,1195.0,1196.0,9,46.69604845239481,62.24071041677283,
E034,BSF31CC,1195.0,1196.0,8,137.03297979651182,178.72580688082158,
E034,BSFAA61,1195.0,1196.0,8,181.17576486725028,554.4070846414137,
E034,BSFB165,1195.0,1196.0,8,48.342347313616614,82.51857326014293,
E034,BSFEC35,1195.0,1196.0,8,38.704668061961655,60.16059355585106,
E035,BSF3C79,1210.0,1211.0,9,71.53382611827266,107.62925421467223,
E035,BSFC2CC,1210.0,1211.0,8,42.76790680581345,86.06033674358775,
E035,BSF44AD,1210.0,1211.0,8,80.380109190799,116.89954570740156,
E035,BSF6C53,1210.0,1211.0,9,136.62574932480928,329.4720080265673,
E035,BSF8BC4,1210.0,1211.0,9,50.15212074186264,73.30978190993572,
E035,BSF1120,1210.0,1211.0,9,67.93672696701495,107.65384006747607,
E035,BSF31CC,1210.0,1211.0,8,67.04671117770808,110.5417986755335,
E035,BSFAA61,1210.0,1211.0,8,102.19907435685819,117.44643860686244,
E035,BSFB165,1210.0,1211.0,8,71.17561399360702,99.48699905487729,
E035,BSFEC35,1210.0,1211.0,8,33.79583685214756,70.58206070350417,
E036,BSF3C79,1214.0,1216.0,16,52.3575660696982,122.12775829016425,
E036,BSFC2CC,1214.0,1216.0,17,198.05805716676238,275.70379132941605,
E036,BSF44AD,1214.0,1216.0,17,74.21195210020241,121.80203538768687,
E036,BSF6C53,1214.0,1216.0,16,114.62556076005367,251.36595263284053,
E036,BSF8BC4,1214.0,1216.0,16,56.41582702098237,89.98244788061992,
E036,BSF1120,1214.0,1216.0,16,84.5862687936555,192.72198150830633,
E036,BSF31CC,1214.0,1216.0,17,198.110800189037,428.4313286009714,
E036,BSFAA61,1214.0,1216.0,17,140.19300743752444,266.34847919016147,
E036,BSFB165,1214.0,1216.0,17,61.80507755639707,96.07443916889011,
E036,BSFEC35,1214.0,1216.0,17,55.13627465400838,74.12152830035824,
E037,BSF3C79,1233.0,1234.0,8,62.17029684104348,112.43712118011464,
E037,BSFC2CC,1233.0,1234.0,9,74.41088817457273,121.76284986139551,
E037,BSF44AD,1233.0,1234.0,9,58.30320857218306,121.83193698075432,
E037,BSF6C53,1233.0,1234.0,8,92.39742461702555,140.3717383735395,
E037,BSF8BC4,1233.0,1234.0,8,44.04926178741455,84.8272274598267,
E037,BSF1120,1233.0,1234.0,8,80.66915135193639,121.1967809306982,
E037,BSF31CC,1233.0,1234.0,8,77.58954729687352,104.37004319641073,
E037,BSFAA61,1233.0,1234.0,8,84.28486062503654,161.05997597376103,
E037,BSFB165,1233.0,1234.0,8,78.4429685368168,108.84884305716338,
E037,BSFEC35,1233.0,1234.0,9,48.422099204366184,69.60608750495624,
E038,BSF3C79,1237.0,1238.0,9,163.03592829204172,285.0807260313265,
E038,BSFC2CC,1237.0,1238.0,7,190.9178269656173,259.73195234767104,
E038,BSF44AD,1237.0,1238.0,8,48.933769768707904,108.40662499510785,
E038,BSF6C53,1237.0,1238.0,9,126.31997495874356,213.8081958126332,
E038,BSF8BC4,1237.0,1238.0,9,40.63810600267476,69.46471308914172,
E038,BSF1120,1237.0,1238.0,9,77.01559488419272,121.30687234892348,
E038,BSF31CC,1237.0,1238.0,8,208.2420476872326,362.7977339098865,
E038,BSFAA61,1237.0,1238.0,8,121.43558161471303,156.06539545995153,
E038,BSFB165,1237.0,1238.0,8,45.20391661486997,66.12224749065568,
E038,BSFEC35,1237.0,1238.0,8,57.53592964415749,87.47579677022925,
E040,BSF3C79,1268.0,1269.0,8,51.587448364099146,114.46496269426564,
E040,BSFC2CC,1268.0,1269.0,8,185.29220174195063,249.18885166027218,
E040,BSF44AD,1268.0,1269.0,8,71.28843572713433,98.46887522198516,
E040,BSF6C53,1268.0,1269.0,8,127.75107087383505,248.95256125721147,
E040,BSF8BC4,1268.0,1269.0,8,50.123871900086385,90.20787919940435,
E040,BSF1120,1268.0,1269.0,8,62.92350149808772,94.72364325152486,
E040,BSF31CC,1268.0,1269.0,9,93.85018988693834,248.1229575768582,
E040,BSFAA61,1268.0,1269.0,9,115.4835665218646,284.393830077688,
E040,BSFB165,1268.0,1269.0,9,64.9234613356859,156.47952150424945,
E040,BSFEC35,1268.0,1269.0,8,37.77630577937136,67.40137846815004,
E041,BSF3C79,1275.0,1276.0,8,69.290067681589,120.4311476552038,
E041,BSFC2CC,1275.0,1276.0,9,108.86698624660566,152.4111174143935,
E041,BSF44AD,1275.0,1276.0,9,119.42932593660196,201.5756920496469,
E041,BSF6C53,1275.0,1276.0,8,144.305733616022,236.9284578991824,
E041,BSF8BC4,1275.0,1276.0,8,52.67316972772254,86.40646574180835,
E041,BSF1120,1275.0,1276.0,8,76.2881621647928,96.5445227520266,
E041,BSF31CC,1275.0,1276.0,8,146.96639263679873,326.3936400013047,
E041,BSFAA61,1275.0,1276.0,9,258.4500050646319,492.2889248552506,
E041,BSFB165,1275.0,1276.0,8,81.46062336106698,203.61707770163332,
E041,BSFEC35,1275.0,1276.0,9,54.41861912115778,89.80473124064757,
E042,BSF3C79,1278.0,1279.0,8,55.19508223483781,65.16204266244205,
E042,BSFC2CC,1278.0,1279.0,7,147.3109132523517,180.83202211231603,
E042,BSF44AD,1278.0,1279.0,9,70.6101676381976,112.04109631164135,
E042,BSF6C53,1278.0,1279.0,8,122.31938222693847,272.6737173713204,
E042,BSF8BC4,1278.0,1279.0,8,51.40526753076164,84.17857720001133,
E042,BSF1120,1278.0,1279.0,9,67.03509590821739,82.9940234711096,
E042,BSF31CC,1278.0,1279.0,8,278.0204366354151,356.2058698335844,
E042,BSFAA61,1278.0,1279.0,8,172.17559130191827,223.20004072232683,
E042,BSFB165,1278.0,1279.0,8,67.99745505752652,118.58482998856137,
E042,BSFEC35,1278.0,1279.0,8,39.45705406611013,96.18695339190447,
E043,BSF3C79,1344.0,1345.0,8,57.71998157372789,114.53274689385631,
E043,BSFC2CC,1344.0,1345.0,8,124.63543913906284,253.877461751502,
E043,BSF44AD,1344.0,1345.0,9,46.36587880781626,81.66888939299047,
E043,BSF6C53,1344.0,1345.0,8,99.88555817151652,227.91329464792673,
E043,BSF8BC4,1344.0,1345.0,8,28.278899052875694,57.75816076349636,
E043,BSF1120,1344.0,1345.0,8,52.85152118976848,84.85052749941482,
E043,BSF31CC,1344.0,1345.0,8,115.58800523231349,230.14557871949154,
E043,BSFAA61,1344.0,1345.0,7,73.9081046300526,130.59722133502999,
E043,BSFB165,1344.0,1345.0,8,224.06418743956846,280.30008050638963,
E043,BSFEC35,1344.0,1345.0,9,49.664203325105206,84.33735540550873,
E045,BSF3C79,1440.0,1444.0,34,57.633623418503035,111.39530801981938,
E045,BSFC2CC,1440.0,1444.0,33,113.84874047031907,181.8632451873228,
E045,BSF44AD,1440.0,1444.0,34,93.10432522473886,235.35199891654858,
E045,BSF6C53,1440.0,1444.0,33,140.13566368614974,247.95210301726726,
E045,BSF8BC4,1440.0,1444.0,33,36.49652084416793,89.10545247561944,
E045,BSF1120,1440.0,1444.0,33,51.685996806283825,120.93869988741751,
E045,BSF31CC,1440.0,1444.0,33,157.2716202753184,375.28343515863463,
E045,BSFAA61,1440.0,1444.0,34,310.6274885100629,421.7942435220815,
E045,BSFB165,1440.0,1444.0,33,80.18224279147336,302.793822704554,
E045,BSFEC35,1440.0,1444.0,34,58.03606357665971,125.57869753406663,
E046,BSF3C79,1459.0,1460.0,8,48.17380375101039,92.01726900399413,
E046,BSFC2CC,1459.0,1460.0,9,78.64485556736402,213.55573864728328,
E046,BSF44AD,1459.0,1460.0,8,44.554794992637454,69.99103941005798,
E046,BSF6C53,1459.0,1460.0,9,91.67732397989481,161.81869495333055,
E046,BSF8BC4,1459.0,1460.0,9,33.04198491114197,74.18464400747996,
E046,BSF1120,1459.0,1460.0,8,66.44777867989868,107.89918753984288,
E046,BSF31CC,1459.0,1460.0,8,95.39833463631817,150.27505969596086,
E046,BSFAA61,1459.0,1460.0,8,244.46533116314404,540.6975340716224,
E046,BSFB165,1459.0,1460.0,8,52.809581076183825,70.96547747636461,
E046,BSFEC35,1459.0,1460.0,8,42.896764144194336,54.49007945767056,
E047,BSF3C79,1463.0,1464.0,8,60.01141431566591,139.78340884531087,
E047,BSFC2CC,1463.0,1464.0,8,141.99981684947142,218.22509111579853,
E047,BSF44AD,1463.0,1464.0,8,90.11098562791989,108.24710753047474,
E047,BSF6C53,1463.0,1464.0,8,103.25464958560138,251.34868785008013,
E047,BSF8BC4,1463.0,1464.0,8,42.759758616638095,55.96846857778592,
E047,BSF1120,1463.0,1464.0,8,47.09841475754628,325.7665619045599,
E047,BSF31CC,1463.0,1464.0,9,119.14184446219318,288.6011582551075,
E047,BSFAA61,1463.0,1464.0,8,268.82289533301685,425.5276861286273,
E047,BSFB165,1463.0,1464.0,9,62.50943348629311,216.0726828837404,
E047,BSFEC35,1463.0,1464.0,8,63.24408189588908,90.29440579956444,
E049,BSF3C79,1501.0,1502.0,8,39.025381001077804,92.50706011900198,
E049,BSFC2CC,1501.0,1502.0,9,59.210273111300566,161.258216382043,
E049,BSF44AD,1501.0,1502.0,8,41.964400461534396,99.16234619754897,
E049,BSF6C53,1501.0,1502.0,9,150.0828349398579,284.22236466383583,
E049,BSF8BC4,1501.0,1502.0,9,46.665628427918215,80.80640019986345,
E049,BSF1120,1501.0,1502.0,9,67.07132657248974,127.7064243617584,
E049,BSF31CC,1501.0,1502.0,8,94.23102934832407,136.82699038282766,
E049,BSFAA61,1501.0,1502.0,8,330.2226215324325,436.1355197282714,
E049,BSFB165,1501.0,1502.0,8,66.76539084739733,116.31822585752346,
E049,BSFEC35,1501.0,1502.0,8,49.71251502430217,91.42380482756533,
E051,BSF3C79,1512.0,1513.0,9,152.54630249489887,162.71605863709576,
E051,BSFC2CC,1512.0,1513.0,9,99.80988542317269,109.20192943764978,
E051,BSF44AD,1512.0,1513.0,9,62.02945058842576,150.57623074204773,
E051,BSF6C53,1512.0,1513.0,8,94.14517727728088,269.2095982018615,
E051,BSF8BC4,1512.0,1513.0,8,28.937296418883246,64.43128620881423,
E051,BSF1120,1512.0,1513.0,8,90.86011542150808,132.6225915016523,
E051,BSF31CC,1512.0,1513.0,8,115.93366578085252,156.5984098154389,
E051,BSFAA61,1512.0,1513.0,8,275.62725344700453,427.7910903169777,
E051,BSFB165,1512.0,1513.0,8,40.926923917647414,120.35997095253171,
E051,BSFEC35,1512.0,1513.0,9,34.18588097563677,61.28395253715304,
E053,BSF3C79,1563.0,1564.0,9,52.757293983285635,121.75275778971827,
E053,BSFC2CC,1563.0,1564.0,9,306.75671176972185,346.0469091334786,
E053,BSF44AD,1563.0,1564.0,9,88.08872086305894,154.858678901397,
E053,BSF6C53,1563.0,1564.0,8,112.5218993105903,164.51052634066932,
E053,BSF8BC4,1563.0,1564.0,8,60.125989623440745,122.86756252340393,
E053,BSF1120,1563.0,1564.0,8,57.00010412262846,82.1873501748938,
E053,BSF31CC,1563.0,1564.0,8,338.11847971192446,534.7827717190938,
E053,BSFAA61,1563.0,1564.0,8,105.51337333026291,172.0533759979673,
E053,BSFB165,1563.0,1564.0,8,91.31423665945357,206.27990874297402,
E053,BSFEC35,1563.0,1564.0,9,47.49263099205301,61.38769899853379,
E055,BSF3C79,1670.0,1671.0,8,94.09640514161079,234.40582519581122,
E055,BSFC2CC,1670.0,1671.0,8,84.17192532075774,170.68494687339452,
E055,BSF44AD,1670.0,1671.0,8,107.34431635900813,176.19397030064943,
E055,BSF6C53,1670.0,1671.0,8,130.97387396381453,282.452565073631,
E055,BSF8BC4,1670.0,1671.0,8,42.51606781343345,77.40460110961918,
E055,BSF1120,1670.0,1671.0,8,50.438738546708464,112.9809484439956,
E055,BSF31CC,1670.0,1671.0,8,210.6661496323199,262.60063511037396,
E055,BSFAA61,1670.0,1671.0,9,73.31497832429042,124.50986015830802,
E055,BSFB165,1670.0,1671.0,9,126.9343151154075,168.91679039270824,
E055,BSFEC35,1670.0,1671.0,8,61.06080743418562,76.08027027236383,
E056,BSF3C79,1738.0,1739.0,8,65.26535018730135,117.93832808882566,
E056,BSFC2CC,1738.0,1739.0,8,69.47040766828027,94.70607513922012,
E056,BSF44AD,1738.0,1739.0,8,56.02257959525917,83.23585670879373,
E056,BSF6C53,1738.0,1739.0,9,130.75326048721539,289.8309976458474,
E056,BSF8BC4,1738.0,1739.0,9,34.0310175404157,48.20854961519884,
E056,BSF1120,1738.0,1739.0,9,66.94989077993543,89.939689649376,
