capture_id,tag,method,median_3d,p95,rmse,scale_factor,rotation_deg,translation_mm,n
R01,BS2DCE,A_none_beta0,232.59698639252173,641.4650764192178,353.03470182331216,1.0,0.0,0.0,1201
R01,BS2DCE,B_translation_existing_beta,96.40185767502139,473.17491443662425,202.0698336871908,1.0,0.0,81.55450631502279,1201
R01,BS2DCE,C_SE3_existing_beta,96.62932227276458,472.7650220329045,199.82509744160936,1.0,5.619629410724316,130.14065532871044,1201
R01,BS2DCE,D_Sim3_existing_beta,93.13810560210197,406.83591252636785,172.69501652431856,0.7950337920342184,5.619629410724316,315.8498198936988,1201
R01,BS2DCE,E_current_anchor_bridge_existing_beta,115.44534451004853,545.9781439808478,217.9067580105213,1.0,0.0,0.0,1201
R01,BS2DCE,F_time_corrected_SE3,96.86011691328301,472.6611970306831,199.8237604524945,1.0,6.176058342542824,129.99392364201657,1201
R01,BSDC91,A_none_beta0,261.1116852806134,757.7471915286693,394.8025752800621,1.0,0.0,0.0,1200
R01,BSDC91,B_translation_existing_beta,85.59876892894482,243.00451545798447,126.08130614808867,1.0,0.0,69.53798263106593,1200
R01,BSDC91,C_SE3_existing_beta,83.96924669096512,235.41323459545794,124.25006128741553,1.0,2.8576114537179156,85.55961423461615,1200
R01,BSDC91,D_Sim3_existing_beta,71.58705925560886,207.71322808728968,109.26972473548898,0.9017162189808964,2.8576114537179156,179.83421193044677,1200
R01,BSDC91,E_current_anchor_bridge_existing_beta,103.39533746217097,258.27905933463785,143.98620346549302,1.0,0.0,0.0,1200
R01,BSDC91,F_time_corrected_SE3,84.04996873069308,235.37693206836073,124.25483126851417,1.0,2.734044445841513,85.87292913379592,1200
R02,BS2DCE,A_none_beta0,187.29254582769832,538.0073517136153,259.9496461580475,1.0,0.0,0.0,1201
R02,BS2DCE,B_translation_existing_beta,97.8166937665271,294.09123424901236,150.51415573186193,1.0,0.0,49.12626821530082,1201
R02,BS2DCE,C_SE3_existing_beta,96.37569327190941,283.1613744880699,144.8718599684094,1.0,7.372445268434726,153.316342359137,1201
R02,BS2DCE,D_Sim3_existing_beta,88.22441016185508,252.02684458185675,128.44000106020945,0.8582838682349032,7.372445268434726,242.25380142309456,1201
R02,BS2DCE,E_current_anchor_bridge_existing_beta,112.53706711816928,290.5310286958572,158.32846018463272,1.0,0.0,0.0,1201
R02,BS2DCE,F_time_corrected_SE3,96.68061072012766,282.95316256760697,144.81631842991155,1.0,7.192589672121628,139.22511842538975,1201
R02,BSDC91,A_none_beta0,200.48977560923942,641.6259849652386,282.2055328247544,1.0,0.0,0.0,1200
R02,BSDC91,B_translation_existing_beta,93.62282521565746,193.54183572277475,116.76920181363873,1.0,0.0,68.92756215201226,1200
R02,BSDC91,C_SE3_existing_beta,82.23923757714834,181.333125325579,103.63452378398696,1.0,7.833343459030515,165.0118298422531,1200
R02,BSDC91,D_Sim3_existing_beta,80.57993494093873,168.52332704271794,97.92404270708609,0.9413396157593941,7.833343459030515,196.05210777694214,1200
R02,BSDC91,E_current_anchor_bridge_existing_beta,114.90294202078502,222.11401748280312,135.59518913447494,1.0,0.0,0.0,1200
R02,BSDC91,F_time_corrected_SE3,82.28013185897532,181.764041517973,103.58496084577416,1.0,7.767038293972275,168.8149295955768,1200
R03,BS2DCE,A_none_beta0,559.5873488046811,973.454538658511,630.4765939768835,1.0,0.0,0.0,1050
R03,BS2DCE,B_translation_existing_beta,114.6530557918971,217.20239276256356,130.8915748273139,1.0,0.0,70.02157538218562,1050
