capture_id,frame,baseline_mm,deviation_from_120
R01,1294,568.30325835127,448.30325835126996
R01,1295,273.5972087281916,153.59720872819162
R01,1296,261.6771011136289,141.6771011136289
R01,1297,313.1995326915593,193.19953269155928
R01,1298,281.77288956222145,161.77288956222145
R01,1299,242.72666121956712,122.72666121956712
R01,1300,274.68099987940934,154.68099987940934
R01,1301,169.35290748153062,49.35290748153062
R01,1302,256.90238732290163,136.90238732290163
R01,1303,302.5145407046897,182.5145407046897
R01,1304,381.6893085514674,261.6893085514674
R01,1305,241.09195696819444,121.09195696819444
R01,1306,276.15425761875264,156.15425761875264
R01,1307,247.9006204730673,127.9006204730673
R01,1308,258.5317232821913,138.5317232821913
R01,1309,320.27051162674985,200.27051162674985
R01,1310,382.4249342871254,262.4249342871254
R01,1311,534.8283800454354,414.82838004543544
R01,1312,276.11665407058683,156.11665407058683
R01,1313,785.734390159549,665.734390159549
R01,1314,626.0726048483007,506.07260484830067
R01,1315,302.7082353425622,182.7082353425622
R01,1316,374.8719092267982,254.8719092267982
R01,1317,262.60229778143173,142.60229778143173
R01,1318,314.27298507705467,194.27298507705467
R01,1319,356.0550942093504,236.0550942093504
R01,1320,328.0889670222571,208.08896702225712
R01,1321,317.4815598523486,197.4815598523486
R01,1322,332.52062358455737,212.52062358455737
R01,1323,258.3711242309575,138.3711242309575
R01,1324,310.18707434381025,190.18707434381025
R01,1325,248.68790466771256,128.68790466771256
R01,1326,195.88379844400174,75.88379844400174
R01,1327,229.10964365706644,109.10964365706644
R01,1328,349.6728017212756,229.67280172127562
R01,1329,163.53117506901356,43.53117506901356
R01,1330,218.5475933122567,98.54759331225671
R01,1331,496.13880102066537,376.13880102066537
R01,1332,590.0143101569781,470.0143101569781
R01,1333,403.6299294286958,283.6299294286958
R01,1334,239.6323524883272,119.6323524883272
R01,1335,169.81327008797413,49.81327008797413
R01,1336,234.70365085284305,114.70365085284305
R01,1337,239.85472884734403,119.85472884734403
R01,1338,201.917687082747,81.917687082747
R01,1339,308.0792214196884,188.0792214196884
R01,1340,384.8560890165391,264.8560890165391
R01,1341,402.2546352157717,282.2546352157717
R01,1342,295.1731211765612,175.1731211765612
R01,1343,242.06379274903045,122.06379274903045
R01,1344,208.4191597044303,88.41915970443031
R01,1345,267.70123067499514,147.70123067499514
R01,1346,315.455499751547,195.455499751547
R01,1347,221.29066164566981,101.29066164566981
R01,1348,216.3122924866885,96.3122924866885
R01,1349,441.06589128191854,321.06589128191854
R01,1350,324.46725629437714,204.46725629437714
R01,1351,673.7903435038592,553.7903435038592
R01,1352,358.14177933452885,238.14177933452885
R01,1353,265.04870441387106,145.04870441387106
R01,1354,248.3379755901318,128.3379755901318
R01,1355,244.29777517686534,124.29777517686534
R01,1356,258.9329353807747,138.93293538077472
R01,1357,349.3864831097543,229.3864831097543
R01,1358,200.92202917550972,80.92202917550972
R01,1359,294.8770530146125,174.8770530146125
R01,1360,253.72607024811865,133.72607024811865
R01,1361,292.5258861376721,172.5258861376721
R01,1362,274.52785726523615,154.52785726523615
R01,1363,290.8239750430368,170.8239750430368
R01,1364,262.7730391827575,142.7730391827575
R01,1365,358.5115692234087,238.51156922340869
R01,1366,295.35061217451255,175.35061217451255
R01,1367,245.1446021442264,125.14460214422641
R01,1368,248.97131599165763,128.97131599165763
R01,1369,655.7094829245483,535.7094829245483
R01,1370,578.3663673083016,458.3663673083016
R01,1371,272.7137895574631,152.7137895574631
R01,1372,257.2018273077783,137.20182730777827
R01,1373,241.06231144966986,121.06231144966986
R01,1374,243.3971823401784,123.3971823401784
R01,1375,229.17109458038252,109.17109458038252
R01,1376,207.0972970580137,87.09729705801371
R01,1377,328.8177024343958,208.8177024343958
R01,1378,215.08645978219567,95.08645978219567
R01,1379,310.85325862069277,190.85325862069277
R01,1380,252.2898826924313,132.2898826924313
R01,1381,247.23422330810064,127.23422330810064
R01,1382,252.46546555878737,132.46546555878737
R01,1383,315.4883583553214,195.4883583553214
R01,1384,230.191021351131,110.19102135113101
R01,1385,295.95068269134185,175.95068269134185
R01,1386,404.46297954568684,284.46297954568684
R01,1387,296.7349152558137,176.7349152558137
R01,1388,668.9552116215002,548.9552116215002
R01,1389,564.4148211097366,444.41482110973664
R01,1390,300.91415752184025,180.91415752184025
R01,1391,311.90340493125643,191.90340493125643
R01,1392,286.9439095981051,166.9439095981051
R01,1393,262.7927147185812,142.79271471858118
R01,1394,276.5338799953372,156.5338799953372
R01,1395,417.218743682509,297.218743682509
R01,1396,259.4107727022672,139.4107727022672
R01,1397,351.880005774532,231.88000577453198
R01,1398,302.94067846113865,182.94067846113865
R01,1399,207.02499580652417,87.02499580652417
R01,1400,279.8999469163927,159.8999469163927
R01,1401,169.18729712607137,49.18729712607137
R01,1402,343.0797144850978,223.07971448509778
R01,1403,253.28706578968757,133.28706578968757
R01,1404,214.81947031319984,94.81947031319984
R01,1405,260.27611926027566,140.27611926027566
R01,1406,240.18657901483235,120.18657901483235
R01,1407,458.0009714455247,338.0009714455247
R01,1408,373.74903697095857,253.74903697095857
R01,1409,347.6660377040215,227.6660377040215
R01,1410,219.37556625104605,99.37556625104605
R01,1411,328.95450755068293,208.95450755068293
R01,1412,203.0755055446575,83.07550554465749
R01,1413,281.7606881223372,161.76068812233723
R01,1414,255.04236307147886,135.04236307147886
R01,1415,278.310896509961,158.31089650996103
R01,1416,296.4336834386671,176.43368343866712
R01,1417,344.0780810674872,224.07808106748718
R01,1418,250.79465880660842,130.79465880660842
R01,1419,266.3784564657625,146.3784564657625
R01,1420,357.73252953724375,237.73252953724375
R01,1421,300.18317241987023,180.18317241987023
R01,1422,196.01985392303786,76.01985392303786
R01,1423,257.20756983317807,137.20756983317807
R01,1424,286.130330157296,166.130330157296
R01,1425,278.43281625731277,158.43281625731277
R01,1426,755.7470577649722,635.7470577649722
R01,1427,568.7259826139185,448.7259826139185
R01,1428,265.7079276685885,145.70792766858852
R01,1429,302.3625574339668,182.3625574339668
R01,1430,358.1315201659546,238.1315201659546
R01,1431,277.46775826547656,157.46775826547656
R01,1432,405.90703734723263,285.90703734723263
R01,1433,330.1561271858588,210.1561271858588
R01,1434,358.9014114032677,238.90141140326767
R01,1435,382.69654525595905,262.69654525595905
R01,1436,303.39212492183066,183.39212492183066
R01,1437,253.20171707220362,133.20171707220362
R01,1438,178.4924048992944,58.4924048992944
R01,1439,215.54044100437275,95.54044100437275
R01,1440,267.01759941436364,147.01759941436364
R01,1441,398.0838000789944,278.0838000789944
R01,1442,196.59052911143579,76.59052911143579
R01,1443,302.2183118917581,182.2183118917581
R01,1444,707.3036782889118,587.3036782889118
R01,1445,683.0889454218124,563.0889454218124
R01,1446,244.367277408331,124.367277408331
R01,1447,237.6992222497572,117.69922224975721
R01,1448,196.30748620524363,76.30748620524363
R01,1449,248.13934580988638,128.13934580988638
R01,1450,313.4279542353768,193.42795423537677
R01,1451,247.6403440834498,127.6403440834498
R01,1452,312.2993978422567,192.29939784225672
R01,1453,248.52309277335132,128.52309277335132
R01,1454,314.2034610931938,194.20346109319382
R01,1455,305.11275311466346,185.11275311466346
R01,1456,304.9230722794201,184.92307227942013
R01,1457,253.5430476505689,133.5430476505689
R01,1458,278.24850728416465,158.24850728416465
R01,1459,293.75850641872194,173.75850641872194
R01,1460,213.0074076023358,93.0074076023358
R01,1461,265.4009867352252,145.40098673522522
R01,1462,415.25445424858435,295.25445424858435
R01,1463,708.5795532540209,588.5795532540209
R01,1464,663.5144136579967,543.5144136579967
R01,1465,426.6150035441446,306.6150035441446
R01,1466,276.2078616546039,156.2078616546039
R01,1467,273.8253142809124,153.82531428091238
R01,1468,240.21421786678667,120.21421786678667
R01,1469,303.25061323998125,183.25061323998125
R01,1470,246.0415612889368,126.0415612889368
R01,1471,254.27472410670424,134.27472410670424
R01,1472,242.42819608368703,122.42819608368703
R01,1473,416.69255537889507,296.69255537889507
R01,1474,291.10312727121885,171.10312727121885
R01,1475,294.04045949441223,174.04045949441223
R01,1476,160.0686004381833,40.068600438183296
R01,1477,179.588579027223,59.588579027223005
R01,1478,326.5259171357815,206.52591713578153
R01,1479,204.9842512280775,84.98425122807751
R01,1480,267.83232578690934,147.83232578690934
R01,1481,243.7084407500451,123.7084407500451
R01,1482,599.201664373224,479.20166437322405
R01,1483,518.8029954568063,398.80299545680634
R01,1484,283.58898693750825,163.58898693750825
R01,1485,263.69549462230015,143.69549462230015
R01,1486,215.91841679023372,95.91841679023372
R01,1487,262.0957793143659,142.09577931436593
R01,1488,249.41125966493192,129.41125966493192
R01,1489,232.28504836380412,112.28504836380412
R01,1490,277.21225553118825,157.21225553118825
R01,1491,238.89444178005488,118.89444178005488
R01,1492,366.85437483951404,246.85437483951404
R01,1493,238.64845074116076,118.64845074116076
R01,1494,288.38273774057376,168.38273774057376
R01,1495,236.08562083721722,116.08562083721722
R01,1496,328.9028782618305,208.9028782618305
R01,1497,240.44838311927,120.44838311927
R01,1498,236.12622206438422,116.12622206438422
R01,1499,227.07253908939242,107.07253908939242
R01,1500,261.11665154159334,141.11665154159334
R01,1501,651.2144390244862,531.2144390244862
R01,1502,459.65967611312794,339.65967611312794
R01,1503,270.0010556319171,150.0010556319171
R01,1504,298.00752726233634,178.00752726233634
R01,1505,291.0591232468014,171.0591232468014
R01,1506,282.4530239675117,162.45302396751168
R01,1507,353.41746549918554,233.41746549918554
R01,1508,488.76430869570277,368.76430869570277
R01,1509,227.3573217587603,107.35732175876029
R01,1510,335.9819705874741,215.9819705874741
R01,1511,294.3926379193057,174.39263791930568
R01,1512,322.0610493192179,202.0610493192179
R01,1513,318.52296843909085,198.52296843909085
R01,1514,268.0448354680576,148.0448354680576
R01,1515,307.8214732157683,187.82147321576832
R01,1516,323.4788815184817,203.47888151848173
R01,1517,212.6511654500422,92.65116545004221
R01,1518,260.1569680728493,140.15696807284928
R01,1519,252.62030851253826,132.62030851253826
R01,1520,528.0485491546427,408.0485491546427
R01,1521,294.1682237945943,174.16822379459433
R01,1522,235.51985321635001,115.51985321635001
R01,1523,246.1442937965591,126.14429379655911
R01,1524,274.9810495046291,154.98104950462908
R01,1525,237.24722152254142,117.24722152254142
R01,1526,231.98670721525548,111.98670721525548
R01,1527,223.25490947445118,103.25490947445118
R01,1528,296.57172280813955,176.57172280813955
R01,1529,325.63287697538914,205.63287697538914
R01,1530,296.3362172762734,176.33621727627337
R01,1531,258.581570040114,138.581570040114
R01,1532,297.6288381881072,177.62883818810718
R01,1533,275.1121181795782,155.1121181795782
R01,1534,348.5243534025588,228.5243534025588
R01,1535,394.21462572825067,274.21462572825067
R01,1536,297.4778969686591,177.47789696865908
R01,1537,428.20671316945595,308.20671316945595
R01,1538,302.5695522701468,182.5695522701468
R01,1539,787.3418534928893,667.3418534928893
R01,1540,568.953997316116,448.953997316116
R01,1541,272.41093673711305,152.41093673711305
R01,1542,338.30204312100716,218.30204312100716
R01,1543,266.8579883397511,146.8579883397511
R01,1544,234.9306484816675,114.9306484816675
R01,1545,469.76260968849425,349.76260968849425
R01,1546,290.3567481376867,170.35674813768668
R01,1547,417.90259142674176,297.90259142674176
R01,1548,384.83260176334653,264.83260176334653
R01,1549,226.81171838908307,106.81171838908307
R01,1550,264.10463155343643,144.10463155343643
R01,1551,232.89333061078995,112.89333061078995
R01,1552,294.95823740943933,174.95823740943933
R01,1553,212.96079784847484,92.96079784847484
R01,1554,359.37494062551156,239.37494062551156
R01,1555,200.32581790022996,80.32581790022996
R01,1556,286.4044620300914,166.4044620300914
R01,1557,728.5561924559125,608.5561924559125
R01,1558,562.8104890955198,442.81048909551976
R01,1559,389.6448108653187,269.6448108653187
R01,1560,253.4807975588831,133.4807975588831
R01,1561,230.354852380706,110.354852380706
R01,1562,256.2010681292471,136.20106812924712
R01,1563,212.44639439592157,92.44639439592157
R01,1564,188.88549126985922,68.88549126985922
R01,1565,283.44815305890114,163.44815305890114
R01,1566,301.7925269096405,181.79252690964051
R01,1567,312.73217415972204,192.73217415972204
R01,1568,318.04575130980834,198.04575130980834
R01,1569,276.93280061122823,156.93280061122823
R01,1570,245.7683791090843,125.7683791090843
R01,1571,403.03469829572344,283.03469829572344
R01,1572,251.05418139634742,131.05418139634742
R01,1573,186.55619411305852,66.55619411305852
R01,1574,168.36286028906255,48.36286028906255
R01,1575,258.9941595074098,138.9941595074098
R01,1576,568.5324618325612,448.53246183256124
R01,1577,634.5102621483029,514.5102621483029
R01,1578,363.6548467155008,243.6548467155008
R01,1579,302.216253042825,182.21625304282497
R01,1580,271.0542937455477,151.05429374554768
R01,1581,278.1005554444811,158.10055544448107
R01,1582,265.32033459198755,145.32033459198755
R01,1583,236.20931112019483,116.20931112019483
R01,1584,226.93677019460233,106.93677019460233
R01,1585,321.3885970912915,201.3885970912915
R01,1586,301.8105350088864,181.8105350088864
R01,1587,254.83267282051153,134.83267282051153
R01,1588,280.52176052859056,160.52176052859056
R01,1589,133.36640950405487,13.366409504054872
R01,1590,246.67673939965303,126.67673939965303
R01,1591,303.7848426303391,183.78484263033909
R01,1592,242.76274757750588,122.76274757750588
R01,1593,267.3368674090828,147.3368674090828
R01,1594,160.61441839877932,40.61441839877932
R01,1595,717.4574798295824,597.4574798295824
R01,1596,391.40324926839764,271.40324926839764
R01,1597,254.42540464060204,134.42540464060204
R01,1598,232.40611263819196,112.40611263819196
R01,1599,269.05055780994076,149.05055780994076
R01,1600,243.0613905791772,123.06139057917721
R01,1601,230.18047214434208,110.18047214434208
R01,1602,183.23124356859802,63.23124356859802
R01,1603,251.7220717491508,131.7220717491508
R01,1604,342.23988879647646,222.23988879647646
R01,1605,257.52921847343583,137.52921847343583
R01,1606,213.78517977537348,93.78517977537348
R01,1607,258.1505298125323,138.15052981253228
R01,1608,221.40659216312324,101.40659216312324
R01,1609,292.0013658523951,172.0013658523951
R01,1610,224.38877363819833,104.38877363819833
R01,1611,254.20000886192324,134.20000886192324
R01,1612,155.26430596869457,35.26430596869457
R01,1613,274.3437441910682,154.3437441910682
R01,1614,651.7400967963058,531.7400967963058
R01,1615,568.2913127895519,448.29131278955185
R01,1616,315.5837498378366,195.5837498378366
R01,1617,295.48461699119474,175.48461699119474
R01,1618,269.26900793348267,149.26900793348267
R01,1619,266.7811906795979,146.7811906795979
R01,1620,274.35412970296295,154.35412970296295
R01,1621,442.14284350181924,322.14284350181924
R01,1622,215.3109200558277,95.3109200558277
R01,1623,175.98707968499406,55.98707968499406
R01,1624,389.8725598512206,269.8725598512206
R01,1625,315.5402588443617,195.5402588443617
R01,1626,305.6412107718785,185.6412107718785
R01,1627,173.67554867351396,53.67554867351396
R01,1628,280.7668336597871,160.7668336597871
R01,1629,361.9838503900767,241.98385039007673
R01,1630,503.45144970903635,383.45144970903635
R01,1631,318.9307427318169,198.9307427318169
R01,1632,198.76093050105618,78.76093050105618
R01,1633,695.8093176613404,575.8093176613404
R01,1634,633.117386201819,513.117386201819
R01,1635,329.6648460643546,209.6648460643546
R01,1636,323.79202143878774,203.79202143878774
R01,1637,259.24804285267516,139.24804285267516
R01,1638,229.6174401360088,109.61744013600881
R01,1639,278.4495358637469,158.44953586374692
R01,1640,234.74077103918415,114.74077103918415
R01,1641,161.62632104548524,41.62632104548524
R01,1642,353.4043829891607,233.4043829891607
R01,1643,328.7592544455933,208.75925444559329
R01,1644,444.51355533842514,324.51355533842514
R01,1645,302.0348148102418,182.0348148102418
R01,1646,367.3164647554304,247.3164647554304
R01,1647,379.3421679004732,259.3421679004732
R01,1648,386.95984328219544,266.95984328219544
R01,1649,280.17861538428156,160.17861538428156
R01,1650,241.14709096213656,121.14709096213656
R01,1651,509.3111583738829,389.3111583738829
R01,1652,650.2062499552399,530.2062499552399
