capture_id,frame,baseline_mm,deviation_from_120
R01,1653,599.9911107634697,479.9911107634697
R01,1654,372.2418144343536,252.2418144343536
R01,1655,278.7273094346873,158.7273094346873
R01,1656,276.65998921788355,156.65998921788355
R01,1657,314.2978061688013,194.2978061688013
R01,1658,293.36941405514955,173.36941405514955
R01,1659,189.5188657778161,69.5188657778161
R01,1660,191.00176812584908,71.00176812584908
R01,1661,262.0020743526962,142.00207435269618
R01,1662,282.2839933732093,162.28399337320928
R01,1663,245.77431460518443,125.77431460518443
R01,1664,295.7294152925235,175.72941529252353
R01,1665,188.75537950855167,68.75537950855167
R01,1666,270.3022791147461,150.3022791147461
R01,1667,341.37192182372434,221.37192182372434
R01,1668,285.6013044207868,165.6013044207868
R01,1669,197.646626324444,77.64662632444399
R01,1670,348.0032374070526,228.0032374070526
R01,1671,711.0361479709318,591.0361479709318
R01,1672,541.2474190932679,421.2474190932679
R01,1673,248.64569761613902,128.64569761613902
R01,1674,274.9860792907601,154.98607929076007
R01,1675,236.233057481332,116.233057481332
R01,1676,218.48422431273502,98.48422431273502
R01,1677,249.1103716233594,129.1103716233594
R01,1678,237.1920556050436,117.1920556050436
R01,1679,428.8494042345613,308.8494042345613
R01,1680,331.1579946319831,211.15799463198312
R01,1681,265.26864478456554,145.26864478456554
R01,1682,241.71930537216758,121.71930537216758
R01,1683,306.9330902237668,186.93309022376678
R01,1684,292.3263014510958,172.3263014510958
R01,1685,224.41264387785742,104.41264387785742
R01,1686,255.5035981462317,135.5035981462317
R01,1687,226.106517812582,106.10651781258201
R01,1688,394.36718530408814,274.36718530408814
R01,1689,261.2787520660607,141.2787520660607
R01,1690,855.3111814529027,735.3111814529027
R01,1691,702.2760344202728,582.2760344202728
R01,1692,309.79688064399187,189.79688064399187
R01,1693,272.6183482717202,152.6183482717202
R01,1694,238.51332598128337,118.51332598128337
R01,1695,233.86704081086322,113.86704081086322
R01,1696,299.0355980545732,179.0355980545732
R01,1697,441.12650540293583,321.12650540293583
R01,1698,289.0469470615762,169.0469470615762
R01,1699,370.88053975138416,250.88053975138416
R01,1700,285.6977978803994,165.69779788039938
R01,1701,283.5965326038195,163.59653260381953
R01,1702,288.9235043889098,168.9235043889098
R01,1703,218.82323063108345,98.82323063108345
R01,1704,242.5809516149486,122.58095161494859
R01,1705,381.8647180103792,261.8647180103792
R01,1706,159.3552778875424,39.3552778875424
R01,1707,318.2565291032971,198.2565291032971
R01,1708,221.3269015528804,101.3269015528804
R01,1709,630.6185138545533,510.61851385455327
R01,1710,328.41267358715345,208.41267358715345
R01,1711,261.6187338835252,141.61873388352518
R01,1712,227.10526069756352,107.10526069756352
R01,1713,246.77661403695885,126.77661403695885
R01,1714,245.70989834591484,125.70989834591484
R01,1715,332.97422169821186,212.97422169821186
R01,1716,173.21135288020668,53.211352880206675
R01,1717,384.89546604504966,264.89546604504966
R01,1718,338.9946402557784,218.9946402557784
R01,1719,425.33963104510053,305.33963104510053
R01,1720,267.5915508711062,147.59155087110622
R01,1721,272.8568031855043,152.8568031855043
R01,1722,308.7906880170032,188.79068801700322
R01,1723,289.9286856858167,169.92868568581667
R01,1724,257.6281333569917,137.62813335699173
R01,1725,316.4398002461584,196.43980024615843
R01,1726,246.11283892135114,126.11283892135114
R01,1727,304.9504377769067,184.9504377769067
R01,1728,712.8404698953847,592.8404698953847
R01,1729,655.7088780728064,535.7088780728064
R01,1730,259.2084164988427,139.20841649884272
R01,1731,305.274547403312,185.274547403312
R01,1732,293.5966273009017,173.59662730090167
R01,1733,270.70902870023673,150.70902870023673
R01,1734,263.9199691086981,143.91996910869813
R01,1735,306.2237935236137,186.22379352361372
R01,1736,334.7620899894318,214.7620899894318
R01,1737,355.2942591965533,235.2942591965533
R01,1738,251.69769626903815,131.69769626903815
R01,1739,264.0769096453036,144.0769096453036
R01,1740,188.21266996207697,68.21266996207697
R01,1741,206.773307978188,86.773307978188
R01,1742,250.11079464116503,130.11079464116503
R01,1743,346.7657500747068,226.76575007470677
R01,1744,229.7746574498683,109.7746574498683
R01,1745,284.35854058929027,164.35854058929027
R01,1746,722.8223306777959,602.8223306777959
R01,1747,531.9766596485632,411.9766596485632
R01,1748,254.8634984568222,134.8634984568222
R01,1749,245.39603497727703,125.39603497727703
R01,1750,262.2631839603714,142.2631839603714
R01,1751,231.45943486260725,111.45943486260725
R01,1752,278.1169076033632,158.1169076033632
R01,1753,225.47734797433665,105.47734797433665
R01,1754,322.03271935855423,202.03271935855423
R01,1755,273.5185179137116,153.5185179137116
R01,1756,366.46470679430627,246.46470679430627
R01,1757,394.69374183720424,274.69374183720424
R01,1758,283.7703978380504,163.77039783805043
R01,1759,273.15934858900476,153.15934858900476
R01,1760,264.97627261893103,144.97627261893103
R01,1761,326.997520587187,206.997520587187
R01,1762,342.95890867459923,222.95890867459923
R01,1763,636.201962939145,516.201962939145
R01,1764,375.1594037610024,255.1594037610024
R01,1765,685.7547210737874,565.7547210737874
R01,1766,642.0631534423553,522.0631534423553
R01,1767,312.5166492681932,192.5166492681932
R01,1768,299.0990701031146,179.09907010311463
R01,1769,335.55003738926183,215.55003738926183
R01,1770,306.19921426321486,186.19921426321486
R01,1771,291.9150834541564,171.9150834541564
R01,1772,350.6631891282243,230.6631891282243
R01,1773,226.53841646651009,106.53841646651009
R01,1774,304.7497223865934,184.74972238659342
R01,1775,621.7965314631548,501.7965314631548
R01,1776,346.0403744381329,226.04037443813291
R01,1777,289.99624932249145,169.99624932249145
R01,1778,165.7797050630202,45.7797050630202
R01,1779,259.8371019828314,139.83710198283143
R01,1780,293.88185657743986,173.88185657743986
R01,1781,234.5817090766354,114.5817090766354
R01,1782,210.55404913869376,90.55404913869376
R01,1783,197.8624143128527,77.8624143128527
R01,1784,588.3284713857423,468.3284713857423
R01,1785,593.978684948373,473.97868494837303
R01,1786,297.05446328869067,177.05446328869067
R01,1787,371.4154306730318,251.41543067303178
R01,1788,297.6401948599916,177.6401948599916
R01,1789,296.82335231397326,176.82335231397326
R01,1790,257.03087535850324,137.03087535850324
R01,1791,292.63073630627383,172.63073630627383
R01,1792,386.1227418341762,266.1227418341762
R01,1793,428.1274872205604,308.1274872205604
R01,1794,363.88139289914545,243.88139289914545
R01,1795,381.6645689671552,261.6645689671552
R01,1796,371.5385663154255,251.5385663154255
R01,1797,322.6678584083632,202.6678584083632
R01,1798,390.78632576905903,270.78632576905903
R01,1799,336.6826174503473,216.68261745034732
R01,1800,373.06314617113344,253.06314617113344
R01,1801,329.50033621095304,209.50033621095304
R01,1802,407.07253976686565,287.07253976686565
R01,1803,313.38258072781906,193.38258072781906
R01,1804,287.1356091610677,167.1356091610677
R01,1805,790.4555250400459,670.4555250400459
R01,1806,394.8116898398137,274.8116898398137
R01,1807,382.55778630038276,262.55778630038276
R01,1808,343.48698173297436,223.48698173297436
R01,1809,340.7793443191883,220.77934431918828
R01,1810,349.31341644555397,229.31341644555397
R01,1811,441.24586114662975,321.24586114662975
R01,1812,396.64425765595735,276.64425765595735
R01,1813,306.4736099188037,186.47360991880367
R01,1814,263.9638257913344,143.9638257913344
R01,1815,352.3415840448486,232.34158404484862
R01,1816,355.98444087161045,235.98444087161045
R01,1817,344.5803053104765,224.5803053104765
R01,1818,209.94211744903373,89.94211744903373
R01,1819,266.63907971635143,146.63907971635143
R01,1820,302.49786535870214,182.49786535870214
R01,1821,243.05532758714162,123.05532758714162
R01,1822,210.579977051784,90.579977051784
R01,1823,243.35054952157705,123.35054952157705
R01,1824,501.5763597594562,381.5763597594562
R01,1825,349.9078111990701,229.90781119907012
R01,1826,228.98955689024882,108.98955689024882
R01,1827,234.40725732005154,114.40725732005154
R01,1828,223.0593608634533,103.05936086345329
R01,1829,226.86732772979227,106.86732772979227
R01,1830,175.70148887747314,55.70148887747314
R01,1831,179.02515859217624,59.02515859217624
R01,1832,257.66427132629946,137.66427132629946
R01,1833,272.50303673724693,152.50303673724693
R01,1834,315.90800135894466,195.90800135894466
R01,1835,300.57967373711705,180.57967373711705
R01,1836,315.0184918573174,195.01849185731737
R01,1837,242.59791132494823,122.59791132494823
R01,1838,391.1357500459493,271.1357500459493
R01,1839,289.6637500519433,169.66375005194328
R01,1840,291.8413455751388,171.8413455751388
R01,1841,414.57301377277196,294.57301377277196
R01,1842,297.8895938651087,177.88959386510868
R01,1843,758.1757596428653,638.1757596428653
R01,1844,585.9252823005556,465.92528230055564
R01,1845,297.08063370189774,177.08063370189774
R01,1846,322.90568068083655,202.90568068083655
R01,1847,254.18947951682017,134.18947951682017
R01,1848,189.95843114591878,69.95843114591878
R01,1849,214.7207342710479,94.72073427104789
R01,1850,255.21072229335843,135.21072229335843
R01,1851,222.17270899977652,102.17270899977652
R01,1852,340.6750370802033,220.6750370802033
R01,1853,280.59059007865346,160.59059007865346
R01,1854,308.11834189194406,188.11834189194406
R01,1855,288.6290063199234,168.6290063199234
R01,1856,277.1834515428404,157.18345154284037
R01,1857,227.1604286478814,107.16042864788139
R01,1858,370.42381563866314,250.42381563866314
R01,1859,231.88574489042426,111.88574489042426
R01,1860,320.24723314987756,200.24723314987756
R01,1861,389.94542968121425,269.94542968121425
R01,1862,591.3880608975102,471.3880608975102
R01,1863,272.75967253020656,152.75967253020656
R01,1864,230.927758460909,110.92775846090899
R01,1865,241.9281854862885,121.9281854862885
R01,1866,238.48619835757944,118.48619835757944
R01,1867,255.86737846696246,135.86737846696246
R01,1868,248.9191041212021,128.9191041212021
R01,1869,349.9848076086163,229.98480760861628
R01,1870,300.0649052069339,180.06490520693387
R01,1871,365.93771329000805,245.93771329000805
R01,1872,379.2997184568436,259.2997184568436
R01,1873,197.72556242190504,77.72556242190504
R01,1874,304.06690376572664,184.06690376572664
R01,1875,335.883171070137,215.883171070137
R01,1876,288.18442867073867,168.18442867073867
R01,1877,229.42373557469642,109.42373557469642
R01,1878,293.5478142178904,173.5478142178904
R01,1879,599.1695641999711,479.1695641999711
R01,1880,383.26414854455203,263.26414854455203
R01,1881,605.5874778330633,485.5874778330633
R01,1882,492.51429741333,372.51429741333
R01,1883,256.29678634267424,136.29678634267424
R01,1884,265.7548354558158,145.7548354558158
R01,1885,254.79285375232124,134.79285375232124
R01,1886,294.3759410567935,174.37594105679352
R01,1887,281.20561936192485,161.20561936192485
R01,1888,141.33344153587703,21.33344153587703
R01,1889,509.0958017244921,389.0958017244921
R01,1890,358.6395038695051,238.63950386950512
R01,1891,376.1852090224688,256.1852090224688
R01,1892,258.2435208611084,138.24352086110838
R01,1893,179.10461334196526,59.10461334196526
R01,1894,246.42298982148856,126.42298982148856
R01,1895,338.6894070715381,218.68940707153808
R01,1896,330.12639385894806,210.12639385894806
R01,1897,173.23999775136818,53.23999775136818
R01,1898,276.51854859884315,156.51854859884315
R01,1899,693.0181929016264,573.0181929016264
R01,1900,493.40250520990395,373.40250520990395
R01,1901,274.98816575878845,154.98816575878845
R01,1902,277.4088745690567,157.4088745690567
R01,1903,274.0277309860224,154.0277309860224
R01,1904,237.54348587259528,117.54348587259528
R01,1905,240.4770952708857,120.47709527088571
R01,1906,169.7728642028145,49.7728642028145
R01,1907,158.73781535002303,38.73781535002303
R01,1908,426.33550572414117,306.33550572414117
R01,1909,298.9182784484834,178.91827844848342
R01,1910,291.88993917941855,171.88993917941855
R01,1911,263.44277185595985,143.44277185595985
R01,1912,320.5352908357968,200.5352908357968
R01,1913,355.22734840426295,235.22734840426295
R01,1914,197.27874011362687,77.27874011362687
R01,1915,249.09833451836374,129.09833451836374
R01,1916,630.1341410139094,510.13414101390936
R01,1917,264.98878900493884,144.98878900493884
R01,1918,838.9278746227278,718.9278746227278
R01,1919,766.8792477822306,646.8792477822306
R01,1920,318.52340717307607,198.52340717307607
R01,1921,301.7387960486964,181.73879604869637
R01,1922,294.3811702735022,174.38117027350222
R01,1923,273.6528965818242,153.65289658182422
R01,1924,239.4965987305143,119.49659873051431
R01,1925,287.2465404591365,167.2465404591365
R01,1926,302.7702814138038,182.7702814138038
R01,1927,281.9053683979377,161.9053683979377
R01,1928,265.12797112100503,145.12797112100503
R01,1929,286.67231214938295,166.67231214938295
