capture_id,method,tag,median_3d,rmse
ALL,independent,BS2DCE,108.18827783540132,147.72630173603633
ALL,independent,BSDC91,95.4290551901088,114.26251668525504
ALL,joint_projection,BS2DCE,271.66012545326754,306.2754025013233
ALL,joint_projection,BSDC91,290.1683687846219,325.3827016034183
