phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase3,aerated_concrete,0,none,35,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.01930122822523117,0.0353800505399704,0.04052449390292168,0.019076019525527954,0.04700521007180214,0.056182797998189926,0.031224869191646576,0.054441723972558975,0.06250278651714325,0.0,0.0
