row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I2+I3+I8:T8,simulate_imu_prior,0.5313231479958631,,,,
R4:L8:I1+I2+I3+I8:T8,cpu_golden,0.1913285629998427,,,,
R4:L8:I1+I2+I3+I8:T8,torch_gpu,0.5467503929976374,0,1,0.5467503929976374,0.5467503929976374
R4:L14:I1+I2+I3+I8:T8,simulate_imu_prior,0.6223006679938408,,,,
R4:L14:I1+I2+I3+I8:T8,cpu_golden,0.1925561940006446,,,,
R4:L14:I1+I2+I3+I8:T8,torch_gpu,0.31482173000404146,0,1,0.31482173000404146,0.31482173000404146
