version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm
v4-io-commonmode,T4,all8,24,28818,28818,1133.149243940873,2767.7523074856126,2992.9005006913844,1820.719973559541,183.83496166941927,1103.551929755829,67.53065077648631,142.78441600208714,116.8617669380996,91.88176519567027,7.275260582930261
