host_elapsed_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
212.032,4827530,1154,F,5,0xa105,0xb101,0xe1,16558,7,1789,119,7277,20
212.411,4827910,1155,D,3,0xa103,0xb103,0xe1,18580,7,2215,125,6393,20
212.482,4827981,1156,E,4,0xa104,0xb102,0xe1,18844,7,2105,121,6312,20
212.611,4828109,1157,H,7,0xa107,0xb103,0xe1,19171,7,2249,124,1864,20
212.628,4828128,1158,H,7,0xa107,0xb101,0xe1,16705,7,878,83,499,20
212.811,4828309,1159,D,3,0xa103,0xb103,0xe1,18412,7,2160,124,6406,20
212.829,4828328,1160,H,7,0xa107,0xb101,0xe1,19766,7,2208,121,3926,20
213.011,4828510,1161,H,7,0xa107,0xb103,0xe1,18924,7,2256,125,5680,20
213.428,4828927,1162,F,5,0xa105,0xb101,0xe1,18566,7,2143,123,7714,20
214.081,4829580,1163,E,4,0xa104,0xb102,0xe1,18158,7,1995,120,5256,20
215.029,4830528,1164,F,5,0xa105,0xb101,0xe1,15166,7,836,85,4939,20
215.411,4830910,1165,H,7,0xa107,0xb103,0xe1,19150,7,2069,119,6024,20
216.010,4831509,1166,D,3,0xa103,0xb103,0xe1,18540,7,2175,124,7174,20
216.028,4831527,1167,H,7,0xa107,0xb101,0xe1,19815,7,2177,120,3605,20
216.829,4832328,1168,F,5,0xa105,0xb101,0xe1,17198,7,1953,122,7244,20
217.814,4833313,1169,H,7,0xa107,0xb103,0xe1,18632,7,2047,120,5588,20
218.811,4834310,1170,D,3,0xa103,0xb103,0xe1,16890,7,1918,122,5164,20
219.611,4835110,1171,D,3,0xa103,0xb103,0xe1,14712,7,1078,98,3270,20
220.429,4835928,1172,H,7,0xa107,0xb101,0xe1,17522,7,752,75,1072,20
220.636,4836122,1173,C,2,0xa102,0xb101,0xe1,17577,7,2062,124,6821,20
221.411,4836911,1174,H,7,0xa107,0xb103,0xe1,15842,7,1436,109,3747,20
222.081,4837580,1175,E,4,0xa104,0xb102,0xe1,18938,7,2186,123,6103,20
222.209,4837709,1176,H,7,0xa107,0xb103,0xe1,19372,7,2164,121,3305,20
222.410,4837909,1177,D,3,0xa103,0xb103,0xe1,17304,7,1965,122,6318,20
222.428,4837927,1178,H,7,0xa107,0xb101,0xe1,19050,7,2128,121,5312,20
222.881,4838380,1179,G,6,0xa106,0xb102,0xe1,18540,7,2071,121,6757,20
223.010,4838509,1180,H,7,0xa107,0xb103,0xe1,18871,7,2143,122,5773,20
223.028,4838528,1181,H,7,0xa107,0xb101,0xe1,18233,7,2139,124,5846,20
223.436,4838923,1182,A,0,0xa100,0xb101,0xe1,17541,7,1832,117,7193,20
223.810,4839309,1183,H,7,0xa107,0xb103,0xe1,19623,7,2302,124,4830,20
223.828,4839327,1184,H,7,0xa107,0xb101,0xe1,19399,7,2167,121,743,20
224.028,4839528,1185,H,7,0xa107,0xb101,0xe1,17877,7,1997,121,3979,20
224.409,4839909,1186,D,3,0xa103,0xb103,0xe1,16421,7,1715,117,5403,20
225.810,4841310,1187,H,7,0xa107,0xb103,0xe1,20124,7,2399,125,5326,20
226.427,4841927,1188,H,7,0xa107,0xb101,0xe1,17085,7,1815,118,4794,20
226.680,4842180,1189,G,6,0xa106,0xb102,0xe1,19026,7,2232,124,7576,20
226.809,4842309,1190,D,3,0xa103,0xb103,0xe1,17527,7,1862,118,6093,20
226.827,4842327,1191,H,7,0xa107,0xb101,0xe1,19270,7,2082,119,259,20
226.883,4842383,1192,E,4,0xa104,0xb102,0xe1,18255,7,2073,122,5870,20
227.227,4842727,1193,H,7,0xa107,0xb101,0xe1,17882,7,1932,119,833,20
227.410,4842910,1194,H,7,0xa107,0xb103,0xe1,18007,7,1913,118,3205,20
227.681,4843180,1195,G,6,0xa106,0xb102,0xe1,17868,7,1996,121,7162,20
228.209,4843709,1196,H,7,0xa107,0xb103,0xe1,20296,7,2381,124,2690,20
228.227,4843727,1197,H,7,0xa107,0xb101,0xe1,19137,7,2033,118,4510,20
228.410,4843910,1198,D,3,0xa103,0xb103,0xe1,18213,7,2001,120,6793,20
229.080,4844580,1199,G,6,0xa106,0xb102,0xe1,16848,7,1882,121,7171,20
229.281,4844781,1200,G,6,0xa106,0xb102,0xe1,16746,7,1779,118,6675,20
229.481,4844981,1201,G,6,0xa106,0xb102,0xe1,16384,7,1682,116,6569,20
229.609,4845109,1202,D,3,0xa103,0xb103,0xe1,18049,7,1983,120,6474,20
229.627,4845127,1203,H,7,0xa107,0xb101,0xe1,18076,7,1953,119,5814,20
230.480,4845980,1204,G,6,0xa106,0xb102,0xe1,16899,7,1919,122,5464,20
231.026,4846527,1205,H,7,0xa107,0xb101,0xe1,19836,7,2327,124,2121,20
231.209,4846709,1206,D,3,0xa103,0xb103,0xe1,16561,7,1850,121,5318,20
231.227,4846728,1207,H,7,0xa107,0xb101,0xe1,18753,7,2200,124,750,20
232.209,4847709,1208,H,7,0xa107,0xb103,0xe1,18713,7,2125,122,5819,20
232.227,4847727,1209,F,5,0xa105,0xb101,0xe1,17740,7,1949,120,7187,20
232.809,4848309,1210,D,3,0xa103,0xb103,0xe1,17539,7,1895,119,4452,20
232.827,4848327,1211,H,7,0xa107,0xb101,0xe1,19154,7,2247,124,274,20
233.010,4848510,1212,H,7,0xa107,0xb103,0xe1,19691,7,2310,124,4144,20
233.210,4848710,1213,D,3,0xa103,0xb103,0xe1,17824,7,2091,124,4529,20
235.480,4850980,1214,G,6,0xa106,0xb102,0xe1,17104,7,1848,119,5283,20
236.026,4851527,1215,H,7,0xa107,0xb101,0xe1,19233,7,2078,119,2830,20
236.209,4851710,1216,H,7,0xa107,0xb103,0xe1,18705,7,2055,120,615,20
236.609,4852110,1217,H,7,0xa107,0xb103,0xe1,15434,7,577,70,3342,20
237.226,4852727,1218,F,5,0xa105,0xb101,0xe1,18800,7,2100,121,7717,20
237.409,4852910,1219,H,7,0xa107,0xb103,0xe1,17803,7,1956,120,1568,20
237.822,4853322,1220,A,0,0xa100,0xb101,0xe1,19510,7,2252,123,7451,20
238.012,4853512,1221,D,3,0xa103,0xb103,0xe1,16909,7,1766,117,5602,20
238.209,4853709,1222,H,7,0xa107,0xb103,0xe1,18918,7,2044,119,3698,20
238.227,4853728,1223,H,7,0xa107,0xb101,0xe1,18299,7,2078,122,5275,20
239.279,4854780,1224,G,6,0xa106,0xb102,0xe1,16784,7,1753,117,6121,20
239.809,4855310,1225,H,7,0xa107,0xb103,0xe1,18539,7,2003,119,479,20
240.009,4855510,1226,D,3,0xa103,0xb103,0xe1,17033,7,1779,117,6385,20
240.279,4855780,1227,G,6,0xa106,0xb102,0xe1,18167,7,2063,122,5433,20
240.408,4855909,1228,D,3,0xa103,0xb103,0xe1,17609,7,1967,121,6490,20
240.427,4855927,1229,H,7,0xa107,0xb101,0xe1,17340,7,1811,117,5012,20
240.621,4856109,1230,H,7,0xa107,0xb103,0xe1,18757,7,1959,117,4096,20
240.809,4856310,1231,D,3,0xa103,0xb103,0xe1,17416,7,1819,117,5530,20
241.609,4857110,1232,D,3,0xa103,0xb103,0xe1,17959,7,2073,123,5411,20
242.229,4857731,1233,H,7,0xa107,0xb101,0xe1,16123,7,217,42,1516,20
243.107,4858608,1234,F,5,0xa105,0xb101,0xe1,17457,7,1950,121,7364,20
243.624,4859125,1235,F,5,0xa105,0xb101,0xe1,14837,7,355,56,3013,20
244.225,4859726,1236,H,7,0xa107,0xb101,0xe1,19020,7,2055,119,3034,20
244.614,4860113,1237,H,7,0xa107,0xb103,0xe1,17973,7,2041,122,639,20
245.307,4860808,1238,H,7,0xa107,0xb101,0xe1,18530,7,2209,125,6098,20
245.427,4860928,1239,H,7,0xa107,0xb101,0xe1,17790,7,1858,117,5797,20
245.479,4860980,1240,G,6,0xa106,0xb102,0xe1,17112,7,1880,120,7103,20
246.292,4861780,1241,E,4,0xa104,0xb102,0xe1,19043,7,2023,118,6282,20
246.679,4862180,1242,G,6,0xa106,0xb102,0xe1,17458,7,1918,120,6681,20
247.079,4862580,1243,G,6,0xa106,0xb102,0xe1,16776,7,1874,121,5652,20
247.208,4862709,1244,D,3,0xa103,0xb103,0xe1,17445,7,1981,122,2965,20
247.226,4862728,1245,H,7,0xa107,0xb101,0xe1,18472,7,2167,124,5980,20
247.821,4863323,1246,C,2,0xa102,0xb101,0xe1,17338,7,2034,124,7184,20
248.027,4863528,1247,F,5,0xa105,0xb101,0xe1,17021,7,1870,120,7389,20
248.408,4863910,1248,D,3,0xa103,0xb103,0xe1,17403,7,1912,120,6099,20
248.427,4863928,1249,H,7,0xa107,0xb101,0xe1,19372,7,2058,118,452,20
249.020,4864521,1250,C,2,0xa102,0xb101,0xe1,19677,7,2198,121,7157,20
249.609,4865110,1251,D,3,0xa103,0xb103,0xe1,16447,7,1807,120,5626,20
249.878,4865380,1252,G,6,0xa106,0xb102,0xe1,18199,7,2135,124,6676,20
250.008,4865509,1253,D,3,0xa103,0xb103,0xe1,17175,7,1887,120,5773,20
250.026,4865527,1254,H,7,0xa107,0xb101,0xe1,17685,7,1943,120,5657,20
250.208,4865710,1255,H,7,0xa107,0xb103,0xe1,17088,7,288,47,1729,20
250.426,4865928,1256,H,7,0xa107,0xb101,0xe1,19360,7,2127,120,816,20
251.208,4866709,1257,D,3,0xa103,0xb103,0xe1,16708,7,1775,118,4286,20
251.226,4866727,1258,H,7,0xa107,0xb101,0xe1,19067,7,2060,119,4039,20
251.408,4866910,1259,H,7,0xa107,0xb103,0xe1,18783,7,2133,122,6164,20
251.439,4866928,1260,H,7,0xa107,0xb101,0xe1,18403,7,1955,118,5121,20
251.808,4867310,1261,G,6,0xa106,0xb103,0xe1,17585,7,2063,124,6069,20
251.826,4867328,1262,H,7,0xa107,0xb101,0xe1,15504,7,531,67,1643,20
252.008,4867510,1263,D,3,0xa103,0xb103,0xe1,17159,7,2013,124,6518,20
252.808,4868310,1264,D,3,0xa103,0xb103,0xe1,18626,7,2150,123,6995,20
252.880,4868382,1265,G,6,0xa106,0xb102,0xe1,18855,7,2003,118,6517,20
253.478,4868980,1266,G,6,0xa106,0xb102,0xe1,17339,7,1842,118,6524,20
254.008,4869510,1267,D,3,0xa103,0xb103,0xe1,15136,7,402,59,2423,20
254.278,4869780,1268,E,4,0xa104,0xb102,0xe1,20270,7,2227,120,6571,20
254.421,4869922,1269,A,0,0xa100,0xb101,0xe1,18288,7,1910,117,7170,20
255.025,4870526,1270,H,7,0xa107,0xb101,0xe1,18898,7,2217,124,5688,20
255.408,4870910,1271,H,7,0xa107,0xb103,0xe1,16827,7,1818,119,3990,20
256.078,4871580,1272,G,6,0xa106,0xb102,0xe1,18113,7,1957,119,7161,20
256.207,4871709,1273,H,7,0xa107,0xb103,0xe1,18135,7,1894,117,509,20
256.225,4871727,1274,H,7,0xa107,0xb101,0xe1,19687,7,2127,119,6209,20
256.407,4871909,1275,C,2,0xa102,0xb103,0xe1,17942,7,2071,123,6936,20
256.425,4871927,1276,H,7,0xa107,0xb101,0xe1,18625,7,2185,124,3647,20
256.608,4872109,1277,H,7,0xa107,0xb103,0xe1,17043,7,1780,117,5521,20
256.625,4872127,1278,H,7,0xa107,0xb101,0xe1,19176,7,2142,121,1101,20
256.808,4872310,1279,D,3,0xa103,0xb103,0xe1,17005,7,1776,117,5233,20
258.408,4873910,1280,D,3,0xa103,0xb103,0xe1,17956,7,1940,119,5217,20
258.808,4874310,1281,D,3,0xa103,0xb103,0xe1,17654,7,2071,124,5291,20
258.826,4874328,1282,F,5,0xa105,0xb101,0xe1,18148,7,2129,124,7870,20
260.625,4876128,1283,H,7,0xa107,0xb101,0xe1,17419,7,1882,119,1229,20
261.607,4877109,1284,D,3,0xa103,0xb103,0xe1,16811,7,1909,122,6033,20
261.625,4877127,1285,F,5,0xa105,0xb101,0xe1,16786,7,1230,98,6236,20
261.808,4877310,1286,H,7,0xa107,0xb103,0xe1,18942,7,2151,122,1396,20
262.407,4877909,1287,D,3,0xa103,0xb103,0xe1,17506,7,1988,122,6170,20
262.807,4878310,1288,D,3,0xa103,0xb103,0xe1,16746,7,1779,118,4147,20
263.105,4878607,1289,F,5,0xa105,0xb101,0xe1,18525,7,1968,118,7621,20
263.607,4879110,1290,D,3,0xa103,0xb103,0xe1,17613,7,1903,119,5799,20
263.625,4879128,1291,H,7,0xa107,0xb101,0xe1,16730,7,573,67,286,20
263.824,4879327,1292,H,7,0xa107,0xb101,0xe1,16459,7,408,57,363,20
264.007,4879509,1293,D,3,0xa103,0xb103,0xe1,17476,7,1920,120,4330,20
264.025,4879528,1294,H,7,0xa107,0xb101,0xe1,16756,7,1750,117,4886,20
264.280,4879782,1295,G,6,0xa106,0xb102,0xe1,18374,7,1952,118,5528,20
264.610,4880113,1296,H,7,0xa107,0xb103,0xe1,13956,6,138,36,942,20
265.077,4880580,1297,G,6,0xa106,0xb102,0xe1,18694,7,2193,124,7343,20
265.425,4880928,1298,H,7,0xa107,0xb101,0xe1,17179,7,1825,118,5237,20
266.277,4881780,1299,G,6,0xa106,0xb102,0xe1,18132,7,1959,119,5545,20
266.477,4881980,1300,G,6,0xa106,0xb102,0xe1,17600,7,1966,121,6706,20
267.208,4882710,1301,D,3,0xa103,0xb103,0xe1,16226,7,1873,123,5822,20
267.423,4882926,1302,H,7,0xa107,0xb101,0xe1,18715,7,2022,119,5222,20
267.810,4883313,1303,H,7,0xa107,0xb103,0xe1,19259,7,2187,122,3279,20
268.025,4883528,1304,F,5,0xa105,0xb101,0xe1,15166,7,704,78,4457,20
268.104,4883607,1305,H,7,0xa107,0xb101,0xe1,19775,7,2209,121,4566,20
270.227,4885730,1306,H,7,0xa107,0xb101,0xe1,15414,7,318,52,617,20
270.278,4885781,1307,E,4,0xa104,0xb102,0xe1,18702,7,2194,124,5338,20
270.619,4886122,1308,C,2,0xa102,0xb101,0xe1,18968,7,2154,122,6386,20
271.207,4886710,1309,D,3,0xa103,0xb103,0xe1,17100,7,2006,124,3968,20
271.425,4886928,1310,H,7,0xa107,0xb101,0xe1,17339,7,1905,120,4851,20
271.809,4887310,1311,H,7,0xa107,0xb103,0xe1,17860,7,1995,121,5773,20
273.806,4889310,1312,H,7,0xa107,0xb103,0xe1,18863,7,2038,119,4558,20
274.423,4889926,1313,H,7,0xa107,0xb101,0xe1,18928,7,2045,119,5810,20
275.006,4890509,1314,H,7,0xa107,0xb103,0xe1,18705,7,2055,120,946,20
275.078,4890581,1315,E,4,0xa104,0xb102,0xe1,19077,7,2238,124,6086,20
275.418,4890922,1316,C,2,0xa102,0xb101,0xe1,17922,7,2002,121,6424,20
276.076,4891580,1317,G,6,0xa106,0xb102,0xe1,17577,7,2062,124,6313,20
277.205,4892708,1318,D,3,0xa103,0xb103,0xe1,17815,7,1990,121,6895,20
277.223,4892726,1319,F,5,0xa105,0xb101,0xe1,16160,7,1746,119,7262,20
277.406,4892909,1320,H,7,0xa107,0xb103,0xe1,19650,7,2123,119,1636,20
277.424,4892928,1321,H,7,0xa107,0xb101,0xe1,16928,7,746,76,3480,20
277.677,4893180,1322,G,6,0xa106,0xb102,0xe1,17807,7,2089,124,7446,20
277.818,4893322,1323,A,0,0xa100,0xb101,0xe1,14765,7,293,51,2735,20
278.005,4893509,1324,D,3,0xa103,0xb103,0xe1,17251,7,1959,122,6068,20
278.023,4893527,1325,F,5,0xa105,0xb101,0xe1,17600,7,1966,121,7510,20
278.277,4893780,1326,G,6,0xa106,0xb102,0xe1,18150,7,2095,123,7434,20
278.406,4893909,1327,D,3,0xa103,0xb103,0xe1,18308,7,2079,122,6969,20
279.405,4894909,1328,H,7,0xa107,0xb103,0xe1,19487,7,2141,120,3554,20
279.805,4895309,1329,H,7,0xa107,0xb103,0xe1,20399,7,2393,124,4107,20
279.824,4895327,1330,H,7,0xa107,0xb101,0xe1,18182,7,1899,117,4272,20
281.680,4897180,1331,G,6,0xa106,0xb102,0xe1,14132,7,164,39,1887,20
281.823,4897326,1332,F,5,0xa105,0xb101,0xe1,15719,7,1727,120,7166,20
282.023,4897527,1333,H,7,0xa107,0xb101,0xe1,18350,7,2016,120,1661,20
282.223,4897727,1334,F,5,0xa105,0xb101,0xe1,17151,7,1822,118,7434,20
282.279,4897783,1335,G,6,0xa106,0xb102,0xe1,17198,7,1827,118,6899,20
282.605,4898110,1336,H,7,0xa107,0xb103,0xe1,19738,7,2353,125,917,20
282.624,4898127,1337,H,7,0xa107,0xb101,0xe1,18827,7,2138,122,5108,20
282.823,4898326,1338,H,7,0xa107,0xb101,0xe1,17492,7,1954,121,5583,20
283.005,4898509,1339,H,7,0xa107,0xb103,0xe1,19432,7,2243,123,2670,20
283.023,4898527,1340,F,5,0xa105,0xb101,0xe1,16282,7,1849,122,7328,20
284.005,4899509,1341,D,3,0xa103,0xb103,0xe1,16930,7,1860,120,3585,20
285.405,4900909,1342,H,7,0xa107,0xb103,0xe1,20245,7,2299,122,2635,20
285.805,4901309,1343,H,7,0xa107,0xb103,0xe1,19400,7,2203,122,4837,20
285.823,4901327,1344,H,7,0xa107,0xb101,0xe1,17857,7,1865,117,2707,20
286.005,4901509,1345,D,3,0xa103,0xb103,0xe1,19430,7,2583,132,7252,20
286.406,4901910,1346,D,3,0xa103,0xb103,0xe1,18065,7,2018,121,6764,20
286.805,4902309,1347,D,3,0xa103,0xb103,0xe1,16819,7,1910,122,4032,20
287.808,4903313,1348,H,7,0xa107,0xb103,0xe1,20090,7,2319,123,1711,20
288.205,4903709,1349,H,7,0xa107,0xb103,0xe1,16411,7,1130,95,849,20
289.005,4904510,1350,H,7,0xa107,0xb103,0xe1,19241,7,2221,123,601,20
289.275,4904780,1351,E,4,0xa104,0xb102,0xe1,18365,7,1951,118,5784,20
289.418,4904922,1352,C,2,0xa102,0xb101,0xe1,18736,7,2198,124,6641,20
289.605,4905110,1353,D,3,0xa103,0xb103,0xe1,17141,7,1852,119,5531,20
290.006,4905510,1354,D,3,0xa103,0xb103,0xe1,16203,7,1840,122,6296,20
290.275,4905780,1355,G,6,0xa106,0xb102,0xe1,18633,7,2116,122,6574,20
290.476,4905980,1356,G,6,0xa106,0xb102,0xe1,17855,7,2061,123,6860,20
291.023,4906528,1357,H,7,0xa107,0xb101,0xe1,18431,7,1958,118,3622,20
291.823,4907327,1358,H,7,0xa107,0xb101,0xe1,18585,7,2076,121,5587,20
292.817,4908322,1359,A,0,0xa100,0xb101,0xe1,19810,7,2324,124,7495,20
294.005,4909510,1360,D,3,0xa103,0xb103,0xe1,9529,6,53,27,926,20
295.222,4910726,1361,H,7,0xa107,0xb101,0xe1,18404,7,2159,124,4117,20
295.424,4910929,1362,H,7,0xa107,0xb101,0xe1,17448,7,1917,120,4957,20
295.475,4910980,1363,G,6,0xa106,0xb102,0xe1,17439,7,1916,120,6711,20
295.604,4911109,1364,D,3,0xa103,0xb103,0xe1,17750,7,2116,125,6473,20
295.622,4911127,1365,H,7,0xa107,0xb101,0xe1,17024,7,422,57,975,20
295.875,4911380,1366,E,4,0xa104,0xb102,0xe1,18354,7,1983,119,5673,20
296.075,4911580,1367,G,6,0xa106,0xb102,0xe1,17439,7,1916,120,5112,20
296.204,4911709,1368,H,7,0xa107,0xb103,0xe1,17986,7,2110,124,5060,20
296.222,4911727,1369,H,7,0xa107,0xb101,0xe1,15828,7,203,41,1880,20
296.405,4911910,1370,D,3,0xa103,0xb103,0xe1,17952,7,2106,124,7079,20
296.805,4912310,1371,D,3,0xa103,0xb103,0xe1,17002,7,1868,120,3894,20
297.404,4912909,1372,H,7,0xa107,0xb103,0xe1,19080,7,2027,118,4951,20
297.422,4912927,1373,H,7,0xa107,0xb101,0xe1,19141,7,2103,120,1182,20
297.622,4913127,1374,H,7,0xa107,0xb101,0xe1,17163,7,2046,125,5769,20
297.834,4913326,1375,H,7,0xa107,0xb101,0xe1,19718,7,2276,123,5484,20
297.875,4913380,1376,G,6,0xa106,0xb102,0xe1,11456,6,84,31,1344,20
298.223,4913728,1377,F,5,0xa105,0xb101,0xe1,16893,7,1856,120,7136,20
299.621,4915126,1378,F,5,0xa105,0xb101,0xe1,17641,7,1906,119,7347,20
300.024,4915528,1379,F,5,0xa105,0xb101,0xe1,18530,7,2002,119,7724,20
300.074,4915579,1380,G,6,0xa106,0xb102,0xe1,17448,7,1917,120,7157,20
300.405,4915910,1381,D,3,0xa103,0xb103,0xe1,18516,7,1967,118,6382,20
