pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,3815.331208538006,3816.0666791574463,-0.7354706194400933,0.7354706194400933
A-C,9629.581753524291,9630.920743857441,-1.3389903331499227,1.3389903331499227
A-D,9383.144668063253,9383.33106632237,-0.18639825911668595,0.18639825911668595
A-E,1380.757543199494,1382.0643653869138,-1.3068221874198116,1.3068221874198116
A-F,4089.6133271514404,4089.2642729699446,0.34905418149583056,0.34905418149583056
A-G,9786.925433243243,9785.655594890826,1.2698383524166275,1.2698383524166275
A-H,9827.14091094849,9826.608052912641,0.5328580358491308,0.5328580358491308
B-C,5996.075961072959,5996.661117093274,-0.5851560203145709,0.5851560203145709
B-D,6916.9321384971545,6916.748534200079,0.1836042970753624,0.1836042970753624
B-E,4280.19491288655,4281.556247594731,-1.361334708180948,1.361334708180948
B-F,1470.2841454161294,1472.4690382973856,-2.1848928812562463,2.1848928812562463
B-G,6183.988294269908,6185.041374447738,-1.0530801778304522,1.0530801778304522
B-H,7444.001197375405,7445.314460169589,-1.3132627941840838,1.3132627941840838
C-D,8634.310513429962,8634.407848581142,-0.09733515118023206,0.09733515118023206
C-E,10019.100236925111,10017.070596034602,2.0296408905087446,2.0296408905087446
C-F,6055.157404238453,6055.475026066634,-0.31762182818147267,0.31762182818147267
C-G,1414.9760151719559,1416.552400228701,-1.576385056745039,1.576385056745039
C-H,9076.819128839503,9076.377471945374,0.4416568941287551,0.4416568941287551
D-E,9515.643190795367,9516.7004055635,-1.0572147681341448,1.0572147681341448
D-F,7350.087339774652,7348.97626513126,1.1110746433914755,1.1110746433914755
D-G,8617.289492721928,8618.02397730152,-0.7344845795923902,0.7344845795923902
D-H,1631.8883095581352,1633.8541862588181,-1.965876700682884,1.965876700682884
E-F,4100.721823513728,4100.661643642316,0.06017987141149206,0.06017987141149206
E-G,9982.875519556206,9983.423855929388,-0.5483363731818827,0.5483363731818827
E-H,9732.283894343567,9731.154927185704,1.1289671578633715,1.1289671578633715
F-G,5919.563710675758,5919.116159898535,0.4475507772222045,0.4475507772222045
F-H,7566.794925712228,7567.358259254767,-0.5633335425391124,0.5633335425391124
G-H,8803.296241257694,8802.699782471374,0.5964587863199995,0.5964587863199995
