version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io-roto,all1000,A-B,3006.486131386861,3012.2061474770185,5.7200160901575146,5.7200160901575146
v4-io-roto,all1000,A-C,5535.260273972603,5538.110386270143,2.850112297540363,2.850112297540363
v4-io-roto,all1000,A-D,4672.607634652258,4724.814138861067,52.20650420880884,52.20650420880884
v4-io-roto,all1000,A-E,1459.711513583441,1451.701880677561,-8.009632905880153,8.009632905880153
v4-io-roto,all1000,A-F,3195.640533582963,3218.694676531943,23.054142948979916,23.054142948979916
v4-io-roto,all1000,A-G,5761.613793103448,5795.814477363796,34.20068426034777,34.20068426034777
v4-io-roto,all1000,A-H,4860.33524948264,4888.055131446008,27.719881963367698,27.719881963367698
v4-io-roto,all1000,B-C,4570.5,4579.6020737466115,9.102073746611495,9.102073746611495
v4-io-roto,all1000,B-D,5435.75088715401,5579.165615660029,143.41472850601895,143.41472850601895
v4-io-roto,all1000,B-E,3214.52700729927,3255.9512016969115,41.42419439764171,41.42419439764171
v4-io-roto,all1000,B-F,1439.1965317919075,1444.8364087495577,5.639876957650131,5.639876957650131
v4-io-roto,all1000,B-G,5004.715923566879,4992.933175101757,-11.782748465121585,11.782748465121585
v4-io-roto,all1000,B-H,5659.000000000001,5723.513021955089,64.51302195508833,64.51302195508833
v4-io-roto,all1000,C-D,3121.7760252365933,3101.1988410901586,-20.577184146434774,20.577184146434774
v4-io-roto,all1000,C-E,5671.238894373149,5730.905945927009,59.66705155385989,59.66705155385989
v4-io-roto,all1000,C-F,4802.762264150943,4826.4953105316235,23.733046380680207,23.733046380680207
v4-io-roto,all1000,C-G,1735.331681205393,1725.3353141681384,-9.996367037254458,9.996367037254458
v4-io-roto,all1000,C-H,3454.4298642533936,3469.9776686340933,15.547804380699745,15.547804380699745
v4-io-roto,all1000,D-E,5094.889391979302,4992.642265195465,-102.24712678383639,102.24712678383639
v4-io-roto,all1000,D-F,5592.598503740649,5710.174512127018,117.57600838636881,117.57600838636881
v4-io-roto,all1000,D-G,3277.6376470588234,3347.625019047791,69.98737198896742,69.98737198896742
v4-io-roto,all1000,D-H,1522.3414287967196,1502.4967195640447,-19.84470923267486,19.84470923267486
v4-io-roto,all1000,E-F,2790.9452054794524,2777.6818592884797,-13.263346190972698,13.263346190972698
v4-io-roto,all1000,E-G,5604.619808306709,5557.390284914634,-47.22952339207495,47.22952339207495
v4-io-roto,all1000,E-H,4569.644412191582,4711.609756648074,141.96534445649195,141.96534445649195
v4-io-roto,all1000,F-G,4657.460063897764,4718.198738271531,60.738674373767026,60.738674373767026
v4-io-roto,all1000,F-H,5457.486131386861,5469.835134945158,12.349003558296317,12.349003558296317
v4-io-roto,all1000,G-H,2940.8140293637844,2927.6273919311566,-13.186637432627776,13.186637432627776
