version,ID,peer,path,tilt,facing,status,N_frames,radius,radial_std,z_plane_std,circle_3d_std,circle_3d_rms,plane_tilt_deg,center_x,center_y,center_z,normal_x,normal_y,normal_z,median_anchors,pct_ge7,pct_ge8
v4-io-roto,ID25,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,planar,none,ok,1801,457.71407701178856,54.388854630492446,127.41621754570176,78.21084440067284,138.5383988727475,8.17419629686651,1307.501627076587,2821.20724043016,-959.4529117033478,0.03149580019135928,0.1386508806661892,-0.9898403648370764,8.0,99.94447529150472,87.56246529705719
v4-io-roto,ID25,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID25_20260513_164836,planar,none,ok,1800,589.2822759112461,64.70661618343402,116.46744391871944,74.85616203311919,133.2457617137393,5.179104786055188,1312.4089994701112,2820.3613572107474,-911.7069140130442,0.048779625631447804,-0.07595465725395412,0.9959173852105856,8.0,99.77777777777777,73.77777777777777
v4-io-roto,ID26,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,small,BCGF,ok,1800,451.6099704338263,69.20369461510623,122.9338770002301,80.62982374167505,141.13557511878793,17.683547235609595,1308.2881379050973,2752.9448472467884,-904.8359055954683,-0.13155027296158375,0.2737961862583973,0.9527487465612801,8.0,99.8888888888889,85.05555555555556
v4-io-roto,ID26,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID26_20260513_165308,small,BCGF,ok,1801,577.0365264804893,71.50369945416624,115.39894413606923,75.1299355650067,135.79108630073094,17.045435657443665,1320.927251553381,2748.4945377447925,-903.4079971628097,0.0196314934809052,0.29247184536688364,0.956072604006306,8.0,99.50027762354247,80.62187673514714
v4-io-roto,ID27,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,small,CDHG,ok,1800,455.4319801472009,57.88322860327521,115.35393964888115,74.95921910709484,129.07893332783004,20.815226635777247,1409.131619665069,2746.870243532491,-962.1966090047924,-0.22067948164591478,-0.27852830304964593,0.9347312719604361,8.0,100.0,86.61111111111111
v4-io-roto,ID27,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID27_20260513_165732,small,CDHG,ok,1801,566.1707717154396,60.495152555751325,130.51663912686556,91.30846280008514,143.85152054085646,13.82206184486389,1418.2650293599932,2735.5556862354456,-906.9070380077421,0.18515219162055868,0.15098145808279417,-0.9710423601745173,8.0,99.7223764575236,78.67851193781232
v4-io-roto,ID28,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,small,ADHE,ok,1800,463.0183231591519,61.743461599035165,99.11080135891919,63.69064068603259,116.81058066139379,23.31814314405074,1465.193457931393,2770.6956111060313,-978.960689542361,0.0065276654962538715,-0.3957824888155397,0.9183210828082661,8.0,99.94444444444444,85.83333333333333
v4-io-roto,ID28,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID28_20260513_170229,small,ADHE,ok,1801,588.4451224428914,60.17517717821957,110.93841552793167,70.39805065086185,126.21032330346083,18.978143273949666,1472.6303060128018,2748.5213391077755,-953.98345758748,0.03539763925412897,0.32327525039028415,-0.9456427018807547,8.0,99.55580233203776,74.34758467518046
v4-io-roto,ID29,BS2DCE,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,mid,ABEF,ok,1800,450.2488013140885,66.08252789852507,140.92791774558881,84.09338897754154,155.68514991600705,14.398806478813771,1413.4309618555064,2701.270796181478,-987.5943797343033,0.2337046407227445,0.0849633209844255,0.9685883413462865,8.0,99.94444444444444,88.55555555555556
v4-io-roto,ID29,BSDC91,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/outdoor_20260513/Roto_Test/ID29_20260513_171014,mid,ABEF,ok,1800,576.0200538712077,55.56498297296812,108.44237744846791,69.85186314457717,121.84488533922628,14.198509871985992,1411.4783800125795,2717.9697005247035,-939.7152233025495,-0.2181976485202374,-0.11204075365091937,-0.9694517294334839,8.0,99.66666666666667,70.94444444444444
