host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,quality_flag_percent,targets,statuses,qualities
0.030389,1777235281.051554,99800,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
0.157832,1777235281.178997,99801,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.412705,1777235281.43387,99802,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
0.571398,1777235281.592563,99803,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
0.795143,1777235281.816308,99804,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
0.952496,1777235281.973661,99805,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1.209376,1777235282.230541,99806,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1.365131,1777235282.386296,99807,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
1.595266,1777235282.616431,99808,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
1.748761,1777235282.769926,99809,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.009969,1777235283.031134,99810,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
2.19138,1777235283.212545,99811,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.39409,1777235283.415255,99812,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
2.572647,1777235283.593812,99813,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
2.805017,1777235283.826182,99814,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
2.956299,1777235283.977464,99815,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.067815,1777235284.08898,88868,,BSDC91,,cal_roto,5,98,"B,C,E,G","ok,ok,ok,ok","100,100,100,93"
3.185513,1777235284.206678,99816,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
3.277416,1777235284.298581,88869,,BSDC91,,cal_roto,5,98,"B,C,E,G","ok,ok,ok,ok","100,100,100,93"
3.367487,1777235284.388652,99817,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.458876,1777235284.480041,88870,,BSDC91,,cal_roto,5,98,"C,B,E,G","ok,ok,ok,ok","100,100,100,94"
3.488919,1777235284.510084,84087,,BS2DCE,,cal_roto,5,83,"A,C,G,H","ok,ok,ok,ok","57,92,92,92"
3.612707,1777235284.633872,84088,,BS2DCE,,cal_roto,5,84,"C,A,G,H","ok,ok,ok,ok","93,60,93,93"
3.632088,1777235284.653253,99818,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
3.660363,1777235284.681528,88871,,BSDC91,,cal_roto,5,98,"B,C,E,G","ok,ok,ok,ok","100,100,100,94"
3.757656,1777235284.778821,99819,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
3.82274,1777235284.843905,84089,,BS2DCE,,cal_roto,5,85,"C,A,G,H","ok,ok,ok,ok","93,62,93,93"
3.867721,1777235284.888886,88872,,BSDC91,,cal_roto,5,98,"B,C,E,G","ok,ok,ok,ok","100,100,100,94"
3.99016,1777235285.011325,99820,,BSF66F,,cal_static,4,100,"A,B,C,D","ok,ok,ok,ok","100,100,100,100"
4.004999,1777235285.026164,84090,,BS2DCE,,cal_roto,5,86,"A,C,G,H","ok,ok,ok,ok","64,94,94,94"
4.073854,1777235285.095019,88873,,BSDC91,,cal_roto,5,98,"B,C,G,E","ok,ok,ok,ok","100,100,95,100"
4.171417,1777235285.192582,99821,,BSF66F,,cal_static,4,100,"E,F,G,H","ok,ok,ok,ok","100,100,100,100"
4.210455,1777235285.23162,84091,,BS2DCE,,cal_roto,5,87,"A,C,G,H","ok,ok,ok,ok","66,94,94,94"
