host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.1271,1777235281.148265,99800,,BSF66F,,4,ok,3171,3171,100,5,0
0.1271,1777235281.148265,99800,,BSF66F,,5,ok,2504,2504,100,5,0
0.1271,1777235281.148265,99800,,BSF66F,,6,ok,2459,2459,100,5,0
0.391709,1777235281.412874,99801,,BSF66F,,0,ok,3384,3384,100,5,0
0.391709,1777235281.412874,99801,,BSF66F,,1,ok,2787,2787,100,5,0
0.538339,1777235281.559504,99802,,BSF66F,,4,ok,3178,3178,100,6,0
0.541858,1777235281.563023,99802,,BSF66F,,5,ok,2495,2495,100,6,0
0.541858,1777235281.563023,99802,,BSF66F,,6,ok,2464,2464,100,6,0
0.541858,1777235281.563023,99802,,BSF66F,,7,ok,3168,3168,100,6,0
0.628609,1777235281.649774,88855,,BSDC91,,0,ok,2717,2717,100,3,0
0.628609,1777235281.649774,88855,,BSDC91,,1,ok,2372,2372,100,3,0
0.628609,1777235281.649774,88855,,BSDC91,,2,ok,3072,3072,100,3,0
0.674472,1777235281.695637,88855,,BSDC91,,3,ok,3525,3525,100,3,0
0.674472,1777235281.695637,88855,,BSDC91,,4,ok,2651,2651,100,3,0
0.674472,1777235281.695637,88855,,BSDC91,,5,ok,2094,2094,100,3,0
0.772146,1777235281.793311,99803,,BSF66F,,0,ok,3382,3382,100,6,0
0.772146,1777235281.793311,99803,,BSF66F,,1,ok,2801,2801,100,6,0
0.772146,1777235281.793311,99803,,BSF66F,,2,ok,2491,2491,100,6,0
0.868341,1777235281.889506,84075,,BS2DCE,,0,ok,2992,2992,100,3,0
0.871043,1777235281.892208,84075,,BS2DCE,,1,ok,3295,3295,100,3,0
0.871043,1777235281.892208,84075,,BS2DCE,,2,ok,2863,2863,100,3,0
0.871043,1777235281.892208,84075,,BS2DCE,,3,ok,2678,2678,100,3,0
0.873221,1777235281.894386,84075,,BS2DCE,,4,ok,2933,2933,100,3,0
0.873221,1777235281.894386,84075,,BS2DCE,,5,ok,3110,3110,100,3,0
0.873221,1777235281.894386,84075,,BS2DCE,,6,ok,2504,2504,100,3,0
0.883397,1777235281.904562,88856,,BSDC91,,0,ok,2309,2309,100,4,0
