version,eval_set,anchor_similarity_scale_diagnostic,one_minus_scale_abs,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm,median_err_3d_mm,corr_err_vs_distance,ols_err_per_distance_slope,ols_intercept_mm
v4-io-commonmode,all8,1.0097822800764376,0.009782280076437555,743.71828715619,7.275260582930261,61.42301860068012,0.263114388747546,0.036854213626783296,41.7950478197318
