host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
0.029381,1777218961.27677,27239,,BSF66F,,cal_static,4,success,100,4,4,13,15,0
0.154019,1777218961.401408,27240,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
0.386725,1777218961.634114,27241,,BSF66F,,cal_static,4,success,100,4,4,19,24,0
0.540738,1777218961.788127,27242,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
0.798335,1777218962.045724,27243,,BSF66F,,cal_static,4,success,100,4,4,5,5,0
0.948515,1777218962.195904,27244,,BSF66F,,cal_static,4,pending,100,4,3,0,0,0
1.180923,1777218962.428312,27245,,BSF66F,,cal_static,4,success,100,4,4,13,15,0
1.342283,1777218962.589672,27246,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
1.593804,1777218962.841193,27247,,BSF66F,,cal_static,4,success,100,4,4,15,17,0
1.954737,1777218963.202126,27248,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
2.18962,1777218963.437009,27249,,BSF66F,,cal_static,4,success,100,4,4,6,8,0
2.33585,1777218963.583239,27250,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
2.568315,1777218963.815704,27251,,BSF66F,,cal_static,4,success,100,4,4,3,3,0
2.74873,1777218963.996119,27252,,BSF66F,,cal_static,4,pending,100,4,3,0,0,0
2.985231,1777218964.23262,27253,,BSF66F,,cal_static,4,success,100,4,4,1,1,0
3.138352,1777218964.385741,27254,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
3.394212,1777218964.641601,27255,,BSF66F,,cal_static,4,success,100,4,4,7,8,0
3.546964,1777218964.794353,27256,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
3.776255,1777218965.023644,27257,,BSF66F,,cal_static,4,success,100,4,4,10,12,0
3.98872,1777218965.236109,27258,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
4.190992,1777218965.438381,27259,,BSF66F,,cal_static,4,success,100,4,4,8,9,0
4.370592,1777218965.617981,27260,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
4.578685,1777218965.826074,27261,,BSF66F,,cal_static,4,success,100,4,4,4,5,0
4.728803,1777218965.976192,27262,,BSF66F,,cal_static,4,pending,100,4,3,0,0,0
4.986863,1777218966.234252,27263,,BSF66F,,cal_static,4,success,100,4,4,6,8,0
5.141234,1777218966.388623,27264,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
5.32065,1777218966.568039,27265,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
5.574954,1777218966.822343,27266,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
5.785823,1777218967.033212,27267,,BSF66F,,cal_static,4,success,98,4,4,15,18,0
5.93603,1777218967.183419,27268,,BSF66F,,cal_static,4,pending,100,4,4,0,0,0
6.202046,1777218967.449435,27269,,BSF66F,,cal_static,4,success,98,4,4,13,16,0
6.325632,1777218967.573021,27270,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
6.58123,1777218967.828619,27271,,BSF66F,,cal_static,4,success,98,4,4,19335,20541,0
6.741987,1777218967.989376,27272,,BSF66F,,cal_static,4,pending,96,4,2,0,0,0
6.940821,1777218968.18821,27273,,BSF66F,,cal_static,4,pending,98,4,3,0,0,0
7.143039,1777218968.390428,27274,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
7.375539,1777218968.622928,27275,,BSF66F,,cal_static,4,success,98,4,4,2,2,0
7.589377,1777218968.836766,27276,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
7.790255,1777218969.037644,27277,,BSF66F,,cal_static,4,success,98,4,4,1,1,0
7.945811,1777218969.1932,27278,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
8.129631,1777218969.37702,27279,,BSF66F,,cal_static,4,pending,97,4,3,0,0,0
8.379132,1777218969.626521,27280,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
8.538151,1777218969.78554,27281,,BSF66F,,cal_static,4,pending,96,4,3,0,0,0
8.74423,1777218969.991619,27282,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
9.025488,1777218970.272877,27283,,BSF66F,,cal_static,4,success,97,4,4,12,14,0
9.153338,1777218970.400727,27284,,BSF66F,,cal_static,4,pending,96,4,4,0,0,0
9.411426,1777218970.658815,27285,,BSF66F,,cal_static,4,success,97,4,4,6,8,0
