host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
3.1e-05,1777218961.24742,27239,,BSF66F,,cal_static,4,A,ok,ok,3308,3308,0,0,100,100
0.002238,1777218961.249627,27239,,BSF66F,,cal_static,4,B,ok,ok,2816,2816,0,0,100,100
0.026464,1777218961.273853,27239,,BSF66F,,cal_static,4,C,ok,ok,2444,2444,0,0,100,100
0.026516,1777218961.273905,27239,,BSF66F,,cal_static,4,D,ok,ok,3141,3141,0,0,100,100
0.125279,1777218961.372668,27240,,BSF66F,,cal_static,4,E,ok,ok,3164,3164,0,0,100,100
0.128229,1777218961.375618,27240,,BSF66F,,cal_static,4,F,ok,ok,2469,2469,0,0,100,100
0.128354,1777218961.375743,27240,,BSF66F,,cal_static,4,G,ok,ok,2485,2485,0,0,100,100
0.153964,1777218961.401353,27240,,BSF66F,,cal_static,4,H,ok,ok,3159,3159,0,0,100,100
0.357566,1777218961.604955,27241,,BSF66F,,cal_static,4,A,ok,ok,3351,3351,0,0,100,100
0.360457,1777218961.607846,27241,,BSF66F,,cal_static,4,B,ok,ok,2853,2853,0,0,100,100
0.36053,1777218961.607919,27241,,BSF66F,,cal_static,4,C,ok,ok,2419,2419,0,0,100,100
0.38651,1777218961.633899,27241,,BSF66F,,cal_static,4,D,ok,ok,3160,3160,0,0,100,100
0.517915,1777218961.765304,27242,,BSF66F,,cal_static,4,E,ok,ok,3167,3167,0,0,100,100
0.520333,1777218961.767722,27242,,BSF66F,,cal_static,4,F,ok,ok,2491,2491,0,0,100,100
0.537269,1777218961.784658,27242,,BSF66F,,cal_static,4,G,ok,ok,2469,2469,0,0,100,100
0.537372,1777218961.784761,27242,,BSF66F,,cal_static,4,H,ok,ok,3157,3157,0,0,100,100
0.770511,1777218962.0179,27243,,BSF66F,,cal_static,4,A,ok,ok,3367,3367,0,0,100,100
0.773267,1777218962.020656,27243,,BSF66F,,cal_static,4,B,ok,ok,2817,2817,0,0,100,100
0.77333,1777218962.020719,27243,,BSF66F,,cal_static,4,C,ok,ok,2475,2475,0,0,100,100
0.798269,1777218962.045658,27243,,BSF66F,,cal_static,4,D,ok,ok,3157,3157,0,0,100,100
0.92795,1777218962.175339,27244,,BSF66F,,cal_static,4,E,ok,ok,3194,3194,0,0,100,100
0.930785,1777218962.178174,27244,,BSF66F,,cal_static,4,F,ok,ok,2498,2498,0,0,100,100
0.930862,1777218962.178251,27244,,BSF66F,,cal_static,4,G,ok,ok,2454,2454,0,0,100,100
0.94844,1777218962.195829,27244,,BSF66F,,cal_static,4,H,pending,not_measured,0,0,0,0,0,0
1.160016,1777218962.407405,27245,,BSF66F,,cal_static,4,A,ok,ok,3303,3303,0,0,100,100
