a,b,master,dist_mm,quality_percent,raw_mm,ok,fail
A,E,A,1643,100,1643,1,0
A,F,A,4621,100,4621,1,0
A,G,A,5409,100,5409,1,0
A,H,A,3169,100,3169,1,0
A,B,A,4335,100,4335,1,0
A,C,A,5060,100,5060,1,0
A,D,A,2800,100,2800,1,0
A,E,A,1604,100,1604,1,0
A,F,A,4641,100,4641,1,0
A,G,A,5416,100,5416,1,0
A,H,A,3168,100,3168,1,0
A,B,A,4316,100,4316,1,0
A,C,A,5147,100,5147,1,0
A,D,A,2798,100,2798,1,0
A,E,A,1723,100,1723,1,0
A,F,A,4644,100,4644,1,0
A,G,A,5414,100,5414,1,0
A,H,A,3164,100,3164,1,0
A,B,A,4365,100,4365,1,0
A,C,A,5069,100,5069,1,0
A,D,A,2831,100,2831,1,0
A,E,A,1679,100,1679,1,0
A,F,A,4663,100,4663,1,0
A,G,A,5464,100,5464,1,0
A,H,A,3142,100,3142,1,0
A,B,A,4307,100,4307,1,0
A,C,A,5068,100,5068,1,0
A,D,A,2832,100,2832,1,0
A,E,A,1680,100,1680,1,0
A,F,A,4562,100,4562,1,0
A,G,A,5433,100,5433,1,0
A,H,A,3165,100,3165,1,0
A,B,A,4309,100,4309,1,0
A,C,A,5104,100,5104,1,0
A,D,A,2832,100,2832,1,0
A,E,A,1649,100,1649,1,0
A,F,A,4700,100,4700,1,0
A,G,A,5358,100,5358,1,0
A,H,A,3169,100,3169,1,0
A,B,A,4283,100,4283,1,0
A,C,A,5118,100,5118,1,0
A,D,A,2780,100,2780,1,0
A,E,A,1700,100,1700,1,0
A,F,A,4720,100,4720,1,0
A,G,A,5432,100,5432,1,0
A,H,A,3197,100,3197,1,0
A,B,A,4288,100,4288,1,0
A,C,A,5069,100,5069,1,0
A,D,A,2779,100,2779,1,0
A,E,A,1719,100,1719,1,0
A,F,A,4622,100,4622,1,0
A,G,A,5457,100,5457,1,0
A,H,A,3168,100,3168,1,0
A,B,A,4316,100,4316,1,0
A,C,A,5073,100,5073,1,0
A,D,A,2783,100,2783,1,0
A,E,A,1696,100,1696,1,0
A,F,A,4624,100,4624,1,0
A,G,A,5387,100,5387,1,0
A,H,A,3174,100,3174,1,0
A,B,A,4297,100,4297,1,0
A,C,A,5089,100,5089,1,0
A,D,A,2766,100,2766,1,0
A,E,A,1659,100,1659,1,0
A,F,A,4606,100,4606,1,0
A,G,A,5404,100,5404,1,0
A,H,A,3154,100,3154,1,0
A,B,A,4355,100,4355,1,0
A,C,A,5075,100,5075,1,0
A,D,A,2855,100,2855,1,0
A,E,A,1726,100,1726,1,0
A,F,A,4671,100,4671,1,0
A,G,A,5417,100,5417,1,0
A,H,A,3175,100,3175,1,0
A,B,A,4312,100,4312,1,0
A,C,A,5081,100,5081,1,0
A,D,A,2819,100,2819,1,0
A,E,A,1705,100,1705,1,0
A,F,A,4619,100,4619,1,0
A,G,A,5415,100,5415,1,0
A,H,A,3175,100,3175,1,0
A,B,A,4283,100,4283,1,0
A,C,A,5047,100,5047,1,0
A,D,A,2773,100,2773,1,0
A,E,A,1623,100,1623,1,0
A,F,A,4648,100,4648,1,0
A,G,A,5422,100,5422,1,0
A,H,A,3106,100,3106,1,0
A,B,A,4319,100,4319,1,0
A,C,A,5121,100,5121,1,0
A,D,A,2857,100,2857,1,0
A,E,A,1641,100,1641,1,0
A,F,A,4660,100,4660,1,0
A,G,A,5416,100,5416,1,0
A,H,A,3153,100,3153,1,0
A,B,A,4303,96,4303,1,0
A,C,A,5088,100,5088,1,0
A,D,A,2744,100,2744,1,0
A,E,A,1645,100,1645,1,0
A,F,A,4590,100,4590,1,0
A,G,A,5400,100,5400,1,0
A,H,A,3144,100,3144,1,0
A,B,A,4321,96,4321,1,0
A,C,A,5079,100,5079,1,0
A,D,A,2758,100,2758,1,0
A,E,A,1716,100,1716,1,0
A,F,A,4641,100,4641,1,0
A,G,A,5401,100,5401,1,0
A,H,A,3139,100,3139,1,0
A,B,A,4353,96,4353,1,0
A,C,A,5121,100,5121,1,0
A,D,A,2758,100,2758,1,0
A,E,A,1610,100,1610,1,0
A,F,A,4573,100,4573,1,0
A,G,A,5431,100,5431,1,0
A,H,A,3174,100,3174,1,0
A,B,A,4282,96,4282,1,0
A,C,A,5058,100,5058,1,0
A,D,A,2708,96,2708,1,0
A,E,A,1737,100,1737,1,0
A,F,A,4628,100,4628,1,0
A,G,A,5409,100,5409,1,0
A,H,A,3180,100,3180,1,0
A,B,A,4353,96,4353,1,0
A,C,A,5112,100,5112,1,0
A,D,A,2780,96,2780,1,0
A,E,A,1668,100,1668,1,0
A,F,A,4604,100,4604,1,0
A,G,A,5416,100,5416,1,0
A,H,A,3173,100,3173,1,0
A,B,A,4293,96,4293,1,0
A,C,A,5141,100,5141,1,0
A,D,A,2735,96,2735,1,0
A,E,A,1653,100,1653,1,0
A,F,A,4578,100,4578,1,0
A,G,A,5411,100,5411,1,0
A,H,A,3098,100,3098,1,0
A,B,A,4293,96,4293,1,0
A,C,A,5118,100,5118,1,0
A,D,A,2680,96,2680,1,0
A,E,A,1653,100,1653,1,0
A,F,A,4702,100,4702,1,0
A,G,A,5411,100,5411,1,0
A,H,A,3140,100,3140,1,0
A,B,A,4366,94,4366,1,0
A,C,A,5051,100,5051,1,0
A,D,A,2803,96,2803,1,0
A,E,A,1605,100,1605,1,0
A,F,A,4657,100,4657,1,0
A,G,A,5411,96,5411,1,0
A,H,A,3134,100,3134,1,0
A,B,A,4349,94,4349,1,0
A,C,A,5042,100,5042,1,0
A,D,A,2793,96,2793,1,0
A,E,A,1714,100,1714,1,0
A,F,A,4679,100,4679,1,0
A,G,A,5400,96,5400,1,0
A,H,A,3196,100,3196,1,0
A,B,A,4278,94,4278,1,0
A,C,A,5097,100,5097,1,0
A,D,A,2773,100,2773,1,0
A,E,A,1660,100,1660,1,0
A,F,A,4594,100,4594,1,0
A,G,A,5446,100,5446,1,0
A,H,A,3174,100,3174,1,0
A,B,A,4307,95,4307,1,0
A,C,A,5077,100,5077,1,0
A,D,A,2719,100,2719,1,0
A,E,A,1730,100,1730,1,0
A,F,A,4677,100,4677,1,0
A,G,A,5429,100,5429,1,0
A,H,A,3189,100,3189,1,0
A,B,A,4274,95,4274,1,0
A,C,A,5057,100,5057,1,0
A,D,A,2712,100,2712,1,0
A,E,A,1710,100,1710,1,0
A,F,A,4597,100,4597,1,0
A,G,A,5436,100,5436,1,0
A,H,A,3123,100,3123,1,0
A,B,A,4380,95,4380,1,0
A,C,A,5110,100,5110,1,0
A,D,A,2803,100,2803,1,0
A,E,A,1704,100,1704,1,0
A,F,A,4710,100,4710,1,0
A,G,A,5392,100,5392,1,0
A,H,A,3102,100,3102,1,0
A,B,A,4337,95,4337,1,0
A,C,A,5107,100,5107,1,0
A,D,A,2811,100,2811,1,0
A,E,A,1682,100,1682,1,0
A,F,A,4631,100,4631,1,0
A,G,A,5423,100,5423,1,0
A,H,A,3164,100,3164,1,0
A,B,A,4337,95,4337,1,0
A,C,A,5128,100,5128,1,0
A,D,A,2787,100,2787,1,0
A,E,A,1670,100,1670,1,0
A,F,A,4591,100,4591,1,0
A,G,A,5430,100,5430,1,0
A,H,A,3189,100,3189,1,0
A,B,A,4324,92,4324,1,0
A,C,A,5104,100,5104,1,0
A,D,A,2745,100,2745,1,0
A,E,A,1675,100,1675,1,0
A,F,A,4591,100,4591,1,0
A,G,A,5421,100,5421,1,0
A,H,A,3168,100,3168,1,0
A,B,A,4293,92,4293,1,0
A,C,A,5100,100,5100,1,0
A,D,A,2742,100,2742,1,0
A,E,A,1644,100,1644,1,0
A,F,A,4628,95,4628,1,0
A,G,A,5405,100,5405,1,0
A,H,A,3149,100,3149,1,0
A,B,A,4296,92,4296,1,0
A,C,A,5067,100,5067,1,0
A,D,A,2789,100,2789,1,0
A,E,A,1637,100,1637,1,0
A,F,A,4785,96,4785,1,0
A,G,A,5407,100,5407,1,0
A,H,A,3164,100,3164,1,0
A,B,A,4299,92,4299,1,0
A,C,A,5093,100,5093,1,0
A,D,A,2830,100,2830,1,0
A,E,A,1675,100,1675,1,0
A,F,A,4649,96,4649,1,0
A,G,A,5397,100,5397,1,0
A,H,A,3139,100,3139,1,0
A,B,A,4280,93,4280,1,0
A,C,A,5120,100,5120,1,0
A,D,A,2788,100,2788,1,0
A,E,A,1645,100,1645,1,0
A,F,A,4640,96,4640,1,0
A,G,A,5420,100,5420,1,0
A,H,A,3167,100,3167,1,0
A,B,A,4261,93,4261,1,0
A,C,A,5113,100,5113,1,0
A,D,A,2823,100,2823,1,0
A,E,A,1634,100,1634,1,0
A,F,A,4753,96,4753,1,0
A,G,A,5418,100,5418,1,0
A,H,A,3168,100,3168,1,0
A,B,A,4319,93,4319,1,0
A,C,A,5070,100,5070,1,0
A,D,A,2758,100,2758,1,0
A,E,A,1685,100,1685,1,0
A,F,A,4545,96,4545,1,0
A,G,A,5452,100,5452,1,0
A,H,A,3197,100,3197,1,0
A,B,A,4332,93,4332,1,0
A,C,A,5098,100,5098,1,0
A,D,A,2800,100,2800,1,0
A,E,A,1653,100,1653,1,0
A,F,A,4588,96,4588,1,0
A,G,A,5452,100,5452,1,0
A,H,A,3150,100,3150,1,0
A,B,A,4316,94,4316,1,0
A,C,A,5048,100,5048,1,0
A,D,A,2786,100,2786,1,0
A,E,A,1660,100,1660,1,0
A,F,A,4594,96,4594,1,0
A,G,A,5396,96,5396,1,0
A,H,A,3159,100,3159,1,0
A,B,A,4314,94,4314,1,0
A,C,A,5058,100,5058,1,0
A,D,A,2764,100,2764,1,0
A,E,A,1656,100,1656,1,0
A,F,A,4626,96,4626,1,0
A,G,A,5408,96,5408,1,0
A,H,A,3152,100,3152,1,0
A,B,A,4357,94,4357,1,0
A,C,A,5125,100,5125,1,0
A,D,A,2786,100,2786,1,0
A,E,A,1672,100,1672,1,0
A,F,A,4582,100,4582,1,0
A,G,A,5389,100,5389,1,0
A,H,A,3159,100,3159,1,0
A,B,A,4337,95,4337,1,0
A,C,A,5101,100,5101,1,0
A,D,A,2760,100,2760,1,0
A,E,A,1698,100,1698,1,0
A,F,A,4603,100,4603,1,0
A,G,A,5430,100,5430,1,0
A,H,A,3158,100,3158,1,0
A,B,A,4229,95,4229,1,0
A,C,A,5122,100,5122,1,0
A,D,A,2822,100,2822,1,0
A,E,A,1650,100,1650,1,0
A,F,A,4598,100,4598,1,0
A,G,A,5420,100,5420,1,0
A,H,A,3149,100,3149,1,0
A,B,A,4321,95,4321,1,0
A,C,A,5100,100,5100,1,0
A,D,A,2765,100,2765,1,0
A,E,A,1663,100,1663,1,0
A,F,A,4529,100,4529,1,0
A,G,A,5421,100,5421,1,0
A,H,A,3168,100,3168,1,0
A,B,A,4324,95,4324,1,0
A,C,A,5056,100,5056,1,0
A,D,A,2750,100,2750,1,0
A,E,A,1639,100,1639,1,0
A,F,A,4622,100,4622,1,0
A,G,A,5420,100,5420,1,0
A,H,A,3168,100,3168,1,0
A,B,A,4328,95,4328,1,0
A,C,A,5055,100,5055,1,0
A,D,A,2777,100,2777,1,0
A,E,A,1697,100,1697,1,0
A,F,A,4629,100,4629,1,0
A,G,A,5426,100,5426,1,0
A,H,A,3131,95,3131,1,0
A,B,A,4288,96,4288,1,0
A,C,A,5035,100,5035,1,0
A,D,A,2719,100,2719,1,0
A,E,A,1701,100,1701,1,0
A,F,A,4622,100,4622,1,0
A,G,A,5407,100,5407,1,0
A,H,A,3142,95,3142,1,0
A,B,A,4284,96,4284,1,0
A,C,A,5060,100,5060,1,0
A,D,A,2795,100,2795,1,0
A,E,A,1712,100,1712,1,0
A,F,A,4622,100,4622,1,0
A,G,A,5419,100,5419,1,0
A,H,A,3157,95,3157,1,0
A,B,A,4365,96,4365,1,0
A,C,A,5130,100,5130,1,0
A,D,A,2770,100,2770,1,0
A,E,A,1683,100,1683,1,0
A,F,A,4557,96,4557,1,0
A,G,A,5432,100,5432,1,0
A,H,A,3154,96,3154,1,0
A,B,A,4304,96,4304,1,0
A,C,A,5073,100,5073,1,0
A,D,A,2814,100,2814,1,0
A,E,A,1693,100,1693,1,0
A,F,A,4675,96,4675,1,0
A,G,A,5408,100,5408,1,0
A,H,A,3170,96,3170,1,0
A,B,A,4329,96,4329,1,0
A,C,A,5062,100,5062,1,0
A,D,A,2763,100,2763,1,0
A,E,A,1645,100,1645,1,0
A,F,A,4602,96,4602,1,0
A,G,A,5407,100,5407,1,0
A,H,A,3141,96,3141,1,0
A,B,A,4268,96,4268,1,0
A,C,A,5058,100,5058,1,0
A,D,A,2792,100,2792,1,0
A,E,A,1634,100,1634,1,0
A,F,A,4728,96,4728,1,0
A,G,A,5444,100,5444,1,0
A,H,A,3162,96,3162,1,0
A,B,A,4396,96,4396,1,0
A,C,A,5063,100,5063,1,0
A,D,A,2797,100,2797,1,0
A,E,A,1638,100,1638,1,0
A,F,A,4549,96,4549,1,0
A,G,A,5385,100,5385,1,0
A,H,A,3135,96,3135,1,0
A,B,A,4282,96,4282,1,0
A,C,A,5063,100,5063,1,0
A,D,A,2811,100,2811,1,0
A,E,A,1707,100,1707,1,0
A,F,A,4610,96,4610,1,0
A,G,A,5443,100,5443,1,0
A,H,A,3173,96,3173,1,0
A,B,A,4297,100,4297,1,0
A,C,A,5064,96,5064,1,0
A,D,A,2722,100,2722,1,0
A,E,A,1675,100,1675,1,0
A,F,A,4685,96,4685,1,0
A,G,A,5436,100,5436,1,0
A,H,A,3160,96,3160,1,0
A,B,A,4288,100,4288,1,0
A,C,A,5072,96,5072,1,0
A,D,A,2776,100,2776,1,0
A,E,A,1661,100,1661,1,0
A,F,A,4648,96,4648,1,0
A,G,A,5422,100,5422,1,0
A,H,A,3136,96,3136,1,0
A,B,A,4313,100,4313,1,0
A,C,A,5068,100,5068,1,0
A,D,A,2793,100,2793,1,0
A,E,A,1678,100,1678,1,0
A,F,A,4604,100,4604,1,0
A,G,A,5424,100,5424,1,0
A,H,A,3138,100,3138,1,0
A,B,A,4310,100,4310,1,0
A,C,A,5078,100,5078,1,0
A,D,A,2753,100,2753,1,0
A,E,A,1723,100,1723,1,0
A,F,A,4631,100,4631,1,0
A,G,A,5416,100,5416,1,0
A,H,A,3180,100,3180,1,0
A,B,A,4356,100,4356,1,0
A,C,A,5085,100,5085,1,0
A,D,A,2801,100,2801,1,0
A,E,A,1696,100,1696,1,0
A,F,A,4604,100,4604,1,0
A,G,A,5420,100,5420,1,0
A,H,A,3162,100,3162,1,0
A,B,A,4304,100,4304,1,0
A,C,A,5092,100,5092,1,0
A,D,A,2770,100,2770,1,0
A,E,A,1687,100,1687,1,0
A,F,A,4566,100,4566,1,0
A,G,A,5400,100,5400,1,0
A,H,A,3170,100,3170,1,0
A,B,A,4339,100,4339,1,0
A,C,A,5142,100,5142,1,0
A,D,A,2689,100,2689,1,0
A,E,A,1689,100,1689,1,0
A,F,A,4769,100,4769,1,0
A,G,A,5431,100,5431,1,0
A,H,A,3180,100,3180,1,0
A,B,A,4323,100,4323,1,0
A,C,A,5060,100,5060,1,0
A,D,A,2776,100,2776,1,0
A,E,A,1637,100,1637,1,0
A,F,A,4679,100,4679,1,0
A,G,A,5445,100,5445,1,0
A,H,A,3129,100,3129,1,0
A,B,A,4261,100,4261,1,0
A,C,A,5100,100,5100,1,0
A,D,A,2839,100,2839,1,0
A,E,A,1701,100,1701,1,0
A,F,A,4591,100,4591,1,0
A,G,A,5408,100,5408,1,0
A,H,A,3176,100,3176,1,0
A,B,A,4252,100,4252,1,0
A,C,A,5096,100,5096,1,0
A,D,A,2831,100,2831,1,0
A,E,A,1628,100,1628,1,0
A,F,A,4581,100,4581,1,0
A,G,A,5439,100,5439,1,0
A,H,A,3156,100,3156,1,0
A,B,A,4290,100,4290,1,0
A,C,A,5076,100,5076,1,0
A,D,A,2811,100,2811,1,0
A,E,A,1676,100,1676,1,0
A,F,A,4684,100,4684,1,0
A,G,A,5406,100,5406,1,0
A,H,A,3183,100,3183,1,0
A,B,A,4312,100,4312,1,0
A,C,A,5096,100,5096,1,0
A,D,A,2711,100,2711,1,0
A,E,A,1680,100,1680,1,0
A,F,A,4631,100,4631,1,0
A,G,A,5432,100,5432,1,0
A,H,A,3190,100,3190,1,0
A,B,A,4259,100,4259,1,0
A,C,A,5120,100,5120,1,0
A,D,A,2764,100,2764,1,0
A,E,A,1687,100,1687,1,0
A,F,A,4573,100,4573,1,0
A,G,A,5425,100,5425,1,0
A,H,A,3172,100,3172,1,0
A,B,A,4270,100,4270,1,0
A,C,A,5068,100,5068,1,0
A,D,A,2765,100,2765,1,0
A,E,A,1696,100,1696,1,0
A,F,A,4608,100,4608,1,0
A,G,A,5385,100,5385,1,0
A,H,A,3144,100,3144,1,0
A,B,A,4272,100,4272,1,0
A,C,A,5090,100,5090,1,0
A,D,A,2779,100,2779,1,0
A,E,A,1657,100,1657,1,0
A,F,A,4692,100,4692,1,0
A,G,A,5397,100,5397,1,0
A,H,A,3189,100,3189,1,0
A,B,A,4306,100,4306,1,0
A,C,A,5090,100,5090,1,0
A,D,A,2721,100,2721,1,0
A,E,A,1681,100,1681,1,0
A,F,A,4601,100,4601,1,0
A,G,A,5422,100,5422,1,0
A,H,A,3189,100,3189,1,0
A,B,A,4390,100,4390,1,0
A,C,A,5077,100,5077,1,0
A,D,A,2796,100,2796,1,0
A,E,A,1663,100,1663,1,0
A,F,A,4625,100,4625,1,0
A,G,A,5421,100,5421,1,0
A,H,A,3175,96,3175,1,0
A,B,A,4345,100,4345,1,0
A,C,A,5122,100,5122,1,0
A,D,A,2802,100,2802,1,0
A,E,A,1640,100,1640,1,0
A,F,A,4566,100,4566,1,0
A,G,A,5421,100,5421,1,0
A,H,A,3175,96,3175,1,0
A,B,A,4375,100,4375,1,0
A,C,A,5058,100,5058,1,0
A,D,A,2761,100,2761,1,0
A,E,A,1640,100,1640,1,0
A,F,A,4703,100,4703,1,0
A,G,A,5418,100,5418,1,0
A,H,A,3160,100,3160,1,0
A,B,A,4371,100,4371,1,0
A,C,A,5118,100,5118,1,0
A,D,A,2808,100,2808,1,0
A,E,A,1670,100,1670,1,0
A,F,A,4612,100,4612,1,0
A,G,A,5389,100,5389,1,0
A,H,A,3138,100,3138,1,0
A,B,A,4333,100,4333,1,0
A,C,A,5091,100,5091,1,0
A,D,A,2835,100,2835,1,0
A,E,A,1658,100,1658,1,0
A,F,A,4636,100,4636,1,0
A,G,A,5397,100,5397,1,0
A,H,A,3147,100,3147,1,0
A,B,A,4313,100,4313,1,0
A,C,A,5109,100,5109,1,0
A,D,A,2787,100,2787,1,0
A,E,A,1707,100,1707,1,0
A,F,A,4584,100,4584,1,0
A,G,A,5425,100,5425,1,0
A,H,A,3114,100,3114,1,0
A,B,A,4357,100,4357,1,0
A,C,A,5114,100,5114,1,0
A,D,A,2805,100,2805,1,0
A,E,A,1716,100,1716,1,0
A,F,A,4643,100,4643,1,0
A,G,A,5405,100,5405,1,0
A,H,A,3156,100,3156,1,0
A,B,A,4294,100,4294,1,0
A,C,A,5110,100,5110,1,0
A,D,A,2773,100,2773,1,0
A,E,A,1702,100,1702,1,0
A,F,A,4684,100,4684,1,0
A,G,A,5421,100,5421,1,0
A,H,A,3139,100,3139,1,0
A,B,A,4260,100,4260,1,0
A,C,A,5111,100,5111,1,0
A,D,A,2863,100,2863,1,0
A,E,A,1632,100,1632,1,0
A,F,A,4651,100,4651,1,0
A,G,A,5416,100,5416,1,0
A,H,A,3120,100,3120,1,0
A,B,A,4323,100,4323,1,0
A,C,A,5095,100,5095,1,0
A,D,A,2798,100,2798,1,0
A,E,A,1644,100,1644,1,0
A,F,A,4696,100,4696,1,0
A,G,A,5430,100,5430,1,0
A,H,A,3179,100,3179,1,0
A,B,A,4343,100,4343,1,0
A,C,A,5088,100,5088,1,0
A,D,A,2813,100,2813,1,0
A,E,A,1682,100,1682,1,0
A,F,A,4592,100,4592,1,0
A,G,A,5421,100,5421,1,0
A,H,A,3175,100,3175,1,0
A,B,A,4311,100,4311,1,0
A,C,A,5098,100,5098,1,0
A,D,A,2792,100,2792,1,0
A,E,A,1692,100,1692,1,0
A,F,A,4592,100,4592,1,0
A,G,A,5432,100,5432,1,0
A,H,A,3167,100,3167,1,0
A,B,A,4332,100,4332,1,0
A,C,A,5092,100,5092,1,0
A,D,A,2812,100,2812,1,0
A,E,A,1641,100,1641,1,0
A,F,A,4593,96,4593,1,0
A,G,A,5372,100,5372,1,0
A,H,A,3150,100,3150,1,0
A,B,A,4315,100,4315,1,0
A,C,A,5097,100,5097,1,0
A,D,A,2812,100,2812,1,0
A,E,A,1665,100,1665,1,0
A,F,A,4620,96,4620,1,0
A,G,A,5446,100,5446,1,0
A,H,A,3159,100,3159,1,0
A,B,A,4328,100,4328,1,0
A,C,A,5105,100,5105,1,0
A,D,A,2812,100,2812,1,0
A,E,A,1651,100,1651,1,0
A,F,A,4663,96,4663,1,0
A,G,A,5403,100,5403,1,0
A,H,A,3142,100,3142,1,0
A,B,A,4307,100,4307,1,0
A,C,A,5067,100,5067,1,0
A,D,A,2745,96,2745,1,0
A,E,A,1681,100,1681,1,0
A,F,A,4572,96,4572,1,0
A,G,A,5443,100,5443,1,0
A,H,A,3170,100,3170,1,0
A,B,A,4341,100,4341,1,0
A,C,A,5041,100,5041,1,0
A,D,A,2792,96,2792,1,0
A,E,A,1674,100,1674,1,0
A,F,A,4617,96,4617,1,0
A,G,A,5448,100,5448,1,0
A,H,A,3172,100,3172,1,0
A,B,A,4294,100,4294,1,0
A,C,A,5080,100,5080,1,0
A,D,A,2835,96,2835,1,0
A,E,A,1677,100,1677,1,0
A,F,A,4575,96,4575,1,0
A,G,A,5394,100,5394,1,0
A,H,A,3175,100,3175,1,0
A,B,A,4364,100,4364,1,0
A,C,A,5107,100,5107,1,0
A,D,A,2800,100,2800,1,0
A,E,A,1628,100,1628,1,0
A,F,A,4622,100,4622,1,0
A,G,A,5413,100,5413,1,0
A,H,A,3198,100,3198,1,0
A,B,A,4405,100,4405,1,0
A,C,A,5102,100,5102,1,0
A,D,A,2789,100,2789,1,0
A,E,A,1697,100,1697,1,0
A,F,A,4579,100,4579,1,0
A,G,A,5442,100,5442,1,0
A,H,A,3145,100,3145,1,0
A,B,A,4299,100,4299,1,0
A,C,A,5093,100,5093,1,0
A,D,A,2772,100,2772,1,0
A,E,A,1677,100,1677,1,0
A,F,A,4680,100,4680,1,0
A,G,A,5428,100,5428,1,0
A,H,A,3139,100,3139,1,0
A,B,A,4252,100,4252,1,0
A,C,A,5119,100,5119,1,0
A,D,A,2766,100,2766,1,0
A,E,A,1677,100,1677,1,0
A,F,A,4589,100,4589,1,0
A,G,A,5451,100,5451,1,0
A,H,A,3200,100,3200,1,0
B,A,B,4376,100,4376,1,0
B,C,B,2990,100,2990,1,0
B,D,B,4950,100,4950,1,0
B,E,B,4466,100,4466,1,0
B,F,B,1646,100,1646,1,0
B,G,B,3537,100,3537,1,0
B,H,B,5192,100,5192,1,0
B,A,B,4345,100,4345,1,0
B,C,B,3012,100,3012,1,0
B,D,B,4954,100,4954,1,0
B,E,B,4412,100,4412,1,0
B,F,B,1647,100,1647,1,0
B,G,B,3517,100,3517,1,0
B,H,B,5364,100,5364,1,0
B,A,B,4321,100,4321,1,0
B,C,B,3004,100,3004,1,0
B,D,B,4948,100,4948,1,0
B,E,B,4459,100,4459,1,0
B,F,B,1635,100,1635,1,0
B,G,B,3517,100,3517,1,0
B,H,B,5172,100,5172,1,0
B,A,B,4314,100,4314,1,0
B,C,B,2988,100,2988,1,0
B,D,B,4968,100,4968,1,0
B,E,B,4435,100,4435,1,0
B,F,B,1622,100,1622,1,0
B,G,B,3488,100,3488,1,0
B,H,B,5084,100,5084,1,0
B,A,B,4315,100,4315,1,0
B,C,B,2991,100,2991,1,0
B,D,B,4932,100,4932,1,0
B,E,B,4455,100,4455,1,0
B,F,B,1655,100,1655,1,0
B,G,B,3520,100,3520,1,0
B,H,B,5260,100,5260,1,0
B,A,B,4426,100,4426,1,0
B,C,B,3011,100,3011,1,0
B,D,B,4932,100,4932,1,0
B,E,B,4409,100,4409,1,0
B,F,B,1651,100,1651,1,0
B,G,B,3529,100,3529,1,0
B,H,B,5220,100,5220,1,0
B,A,B,4358,100,4358,1,0
B,C,B,3027,100,3027,1,0
B,D,B,4957,85,4957,1,0
B,E,B,4396,100,4396,1,0
B,F,B,1679,100,1679,1,0
B,G,B,3499,100,3499,1,0
B,H,B,5207,100,5207,1,0
B,A,B,4426,100,4426,1,0
B,C,B,2988,100,2988,1,0
B,D,B,4956,87,4956,1,0
B,E,B,4431,100,4431,1,0
B,F,B,1656,100,1656,1,0
B,G,B,3542,100,3542,1,0
B,H,B,5200,100,5200,1,0
B,A,B,4326,100,4326,1,0
B,C,B,3004,100,3004,1,0
B,D,B,4944,88,4944,1,0
B,E,B,4404,100,4404,1,0
B,F,B,1639,100,1639,1,0
B,G,B,3514,100,3514,1,0
B,H,B,5141,100,5141,1,0
B,A,B,4343,100,4343,1,0
B,C,B,3011,100,3011,1,0
B,D,B,4928,90,4928,1,0
B,E,B,4430,100,4430,1,0
B,F,B,1630,100,1630,1,0
B,G,B,3511,100,3511,1,0
B,H,B,5433,100,5433,1,0
B,A,B,4292,100,4292,1,0
B,C,B,3014,100,3014,1,0
B,D,B,4950,90,4950,1,0
B,E,B,4406,100,4406,1,0
